;date;pm25;pm10;o3;no2;so2;co;year_x;fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;tmax;dir;velmedia;racha;sol;presmax;presmin;month;week;year_y;season;season_name
2018-01-01;2018-01-01;32.0;11.0;31.0;23.0;3.0;;2018;2018-01-01;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;6.2;0.0;1.5;1.5;26.0;5.3;11.9;5.9;952.2;949.3;1;1;2018;1;Winter
2018-01-01;2018-01-01;32.0;11.0;31.0;23.0;3.0;;2018;2018-01-01;3195;MADRID, RETIRO;MADRID;667.0;7.6;0.0;3.6;3.6;27.0;3.1;10.0;5.9;954.3;950.7;1;1;2018;1;Winter
2018-01-01;2018-01-01;32.0;11.0;31.0;23.0;3.0;;2018;2018-01-01;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.9;0.0;1.7;1.7;23.0;1.7;9.7;5.9;953.25;950.0;1;1;2018;1;Winter
2018-01-02;2018-01-02;31.0;12.0;15.0;23.0;15.0;;2018;2018-01-02;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.4;0.0;5.5;5.5;29.0;4.2;11.9;7.0;952.2;949.6;1;1;2018;1;Winter
2018-01-02;2018-01-02;31.0;12.0;15.0;23.0;15.0;;2018;2018-01-02;3195;MADRID, RETIRO;MADRID;667.0;10.4;0.0;7.5;7.5;29.0;2.5;11.4;7.0;954.3;952.2;1;1;2018;1;Winter
2018-01-02;2018-01-02;31.0;12.0;15.0;23.0;15.0;;2018;2018-01-02;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;10.4;0.0;6.3;6.3;27.0;2.8;14.2;7.0;953.25;950.9;1;1;2018;1;Winter
2018-01-03;2018-01-03;42.0;10.0;17.0;22.0;7.0;;2018;2018-01-03;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;10.9;0.0;7.2;7.2;26.0;5.3;10.3;4.6;952.9;949.8;1;1;2018;1;Winter
2018-01-03;2018-01-03;42.0;10.0;17.0;22.0;7.0;;2018;2018-01-03;3195;MADRID, RETIRO;MADRID;667.0;10.6;0.0;7.6;7.6;22.0;1.7;8.6;4.6;955.4;952.3;1;1;2018;1;Winter
2018-01-03;2018-01-03;42.0;10.0;17.0;22.0;7.0;;2018;2018-01-03;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;11.2;0.0;6.8;6.8;23.0;1.7;6.9;4.6;954.15;951.05;1;1;2018;1;Winter
2018-01-04;2018-01-04;38.0;8.0;21.0;22.0;1.0;;2018;2018-01-04;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;11.3;0.0;8.3;8.3;25.0;4.7;10.3;5.8;949.8;941.0;1;1;2018;1;Winter
2018-01-04;2018-01-04;38.0;8.0;21.0;22.0;1.0;;2018;2018-01-04;3195;MADRID, RETIRO;MADRID;667.0;10.8;0.0;7.8;7.8;99.0;2.2;7.8;5.8;953.3;943.7;1;1;2018;1;Winter
2018-01-04;2018-01-04;38.0;8.0;21.0;22.0;1.0;;2018;2018-01-04;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;11.8;0.0;7.9;7.9;23.0;1.1;7.8;5.8;951.55;942.35;1;1;2018;1;Winter
2018-01-05;2018-01-05;27.0;5.0;30.0;20.0;1.0;;2018;2018-01-05;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.2;13.6;5.1;5.1;22.0;5.3;12.5;1.6;941.0;923.9;1;1;2018;1;Winter
2018-01-05;2018-01-05;27.0;5.0;30.0;20.0;1.0;;2018;2018-01-05;3195;MADRID, RETIRO;MADRID;667.0;8.6;14.1;5.8;5.8;22.0;3.1;11.7;1.6;943.7;926.1;1;1;2018;1;Winter
2018-01-05;2018-01-05;27.0;5.0;30.0;20.0;1.0;;2018;2018-01-05;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.8;12.9;5.2;5.2;23.0;1.7;10.3;1.6;942.35;925.0;1;1;2018;1;Winter
2018-01-06;2018-01-06;19.0;5.0;22.0;20.0;1.0;;2018;2018-01-06;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;3.2;21.1;1.4;1.4;35.0;0.6;7.2;0.0;923.9;917.2;1;1;2018;1;Winter
2018-01-06;2018-01-06;19.0;5.0;22.0;20.0;1.0;;2018;2018-01-06;3195;MADRID, RETIRO;MADRID;667.0;4.0;20.6;2.0;2.0;3.0;2.5;10.8;0.0;926.1;920.0;1;1;2018;1;Winter
2018-01-06;2018-01-06;19.0;5.0;22.0;20.0;1.0;;2018;2018-01-06;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.3;21.6;1.3;1.3;4.0;1.7;8.6;0.0;925.0;918.6;1;1;2018;1;Winter
2018-01-07;2018-01-07;22.0;12.0;16.0;31.0;3.0;;2018;2018-01-07;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;2.2;3.3;0.9;0.9;11.0;3.3;8.9;0.0;927.3;917.4;1;1;2018;1;Winter
2018-01-07;2018-01-07;22.0;12.0;16.0;31.0;3.0;;2018;2018-01-07;3195;MADRID, RETIRO;MADRID;667.0;3.3;3.1;1.6;1.6;12.0;2.8;7.5;0.0;929.5;919.5;1;1;2018;1;Winter
2018-01-07;2018-01-07;22.0;12.0;16.0;31.0;3.0;;2018;2018-01-07;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;1.8;3.5;-0.1;-0.1;14.0;1.9;7.5;0.0;928.4;918.45;1;1;2018;1;Winter
2018-01-08;2018-01-08;38.0;20.0;6.0;34.0;2.0;;2018;2018-01-08;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;4.0;0.0;-0.5;-0.5;26.0;0.8;5.3;8.5;935.4;927.2;1;2;2018;1;Winter
2018-01-08;2018-01-08;38.0;20.0;6.0;34.0;2.0;;2018;2018-01-08;3195;MADRID, RETIRO;MADRID;667.0;3.8;0.0;0.7;0.7;4.0;1.4;7.2;8.5;937.8;929.3;1;2;2018;1;Winter
2018-01-08;2018-01-08;38.0;20.0;6.0;34.0;2.0;;2018;2018-01-08;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.9;0.1;-1.0;-1.0;99.0;1.4;6.1;8.5;936.6;928.25;1;2;2018;1;Winter
2018-01-09;2018-01-09;63.0;13.0;25.0;29.0;1.0;;2018;2018-01-09;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;1.5;1.7;-1.5;-1.5;21.0;1.1;5.3;0.0;938.8;934.6;1;2;2018;1;Winter
2018-01-09;2018-01-09;63.0;13.0;25.0;29.0;1.0;;2018;2018-01-09;3195;MADRID, RETIRO;MADRID;667.0;1.6;2.3;-1.4;-1.4;19.0;1.4;4.7;0.0;941.6;937.2;1;2;2018;1;Winter
2018-01-09;2018-01-09;63.0;13.0;25.0;29.0;1.0;;2018;2018-01-09;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;0.6;2.2;-2.7;-2.7;99.0;0.3;3.9;0.0;940.2;935.9;1;2;2018;1;Winter
2018-01-10;2018-01-10;45.0;9.0;30.0;29.0;2.0;;2018;2018-01-10;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;5.0;0.6;2.0;2.0;24.0;4.2;12.5;0.3;941.3;936.7;1;2;2018;1;Winter
2018-01-10;2018-01-10;45.0;9.0;30.0;29.0;2.0;;2018;2018-01-10;3195;MADRID, RETIRO;MADRID;667.0;5.1;0.8;3.2;3.2;23.0;2.2;9.4;0.3;943.0;939.5;1;2;2018;1;Winter
2018-01-10;2018-01-10;45.0;9.0;30.0;29.0;2.0;;2018;2018-01-10;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.8;0.4;1.1;1.1;24.0;1.4;10.0;0.3;942.15;938.1;1;2;2018;1;Winter
2018-01-11;2018-01-11;27.0;18.0;21.0;40.0;3.0;;2018;2018-01-11;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;5.5;0.0;2.0;2.0;29.0;5.3;14.4;8.6;944.8;940.1;1;2;2018;1;Winter
2018-01-11;2018-01-11;27.0;18.0;21.0;40.0;3.0;;2018;2018-01-11;3195;MADRID, RETIRO;MADRID;667.0;5.8;0.0;2.9;2.9;30.0;3.3;12.8;8.6;946.6;942.6;1;2;2018;1;Winter
2018-01-11;2018-01-11;27.0;18.0;21.0;40.0;3.0;;2018;2018-01-11;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;5.7;0.0;1.6;1.6;29.0;2.8;13.6;8.6;945.7;941.35;1;2;2018;1;Winter
2018-01-12;2018-01-12;49.0;22.0;18.0;35.0;2.0;;2018;2018-01-12;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;4.6;0.0;0.0;0.0;27.0;1.4;7.8;6.7;945.8;941.6;1;2;2018;1;Winter
2018-01-12;2018-01-12;49.0;22.0;18.0;35.0;2.0;;2018;2018-01-12;3195;MADRID, RETIRO;MADRID;667.0;3.8;0.0;-0.3;-0.3;28.0;1.7;6.4;6.7;947.8;944.3;1;2;2018;1;Winter
2018-01-12;2018-01-12;49.0;22.0;18.0;35.0;2.0;;2018;2018-01-12;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.6;0.0;-1.9;-1.9;99.0;0.8;5.0;6.7;946.8;942.95;1;2;2018;1;Winter
2018-01-13;2018-01-13;67.0;10.0;20.0;22.0;3.0;;2018;2018-01-13;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;3.2;5.7;1.5;1.5;24.0;1.9;10.8;1.1;941.8;935.9;1;2;2018;1;Winter
2018-01-13;2018-01-13;67.0;10.0;20.0;22.0;3.0;;2018;2018-01-13;3195;MADRID, RETIRO;MADRID;667.0;4.0;6.0;2.4;2.4;26.0;1.1;7.2;1.1;944.5;939.0;1;2;2018;1;Winter
2018-01-13;2018-01-13;67.0;10.0;20.0;22.0;3.0;;2018;2018-01-13;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;2.2;6.1;-0.5;-0.5;26.0;1.1;6.1;1.1;943.15;937.45;1;2;2018;1;Winter
2018-01-14;2018-01-14;36.0;17.0;17.0;34.0;3.0;;2018;2018-01-14;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;5.2;0.0;1.5;1.5;25.0;2.5;7.8;5.2;942.2;937.1;1;2;2018;1;Winter
2018-01-14;2018-01-14;36.0;17.0;17.0;34.0;3.0;;2018;2018-01-14;3195;MADRID, RETIRO;MADRID;667.0;4.6;0.0;2.5;2.5;3.0;1.7;6.1;5.2;944.4;939.8;1;2;2018;1;Winter
2018-01-14;2018-01-14;36.0;17.0;17.0;34.0;3.0;;2018;2018-01-14;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.8;0.0;0.1;0.1;23.0;1.9;5.8;5.2;943.3;938.45;1;2;2018;1;Winter
2018-01-15;2018-01-15;54.0;24.0;12.0;37.0;3.0;;2018;2018-01-15;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;3.8;0.0;-1.1;-1.1;23.0;2.2;8.3;8.1;947.7;941.8;1;3;2018;1;Winter
2018-01-15;2018-01-15;54.0;24.0;12.0;37.0;3.0;;2018;2018-01-15;3195;MADRID, RETIRO;MADRID;667.0;4.2;0.0;0.0;0.0;22.0;1.1;6.4;8.1;949.9;944.4;1;3;2018;1;Winter
2018-01-15;2018-01-15;54.0;24.0;12.0;37.0;3.0;;2018;2018-01-15;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.4;0.1;-2.7;-2.7;25.0;0.8;6.4;8.1;948.8;943.1;1;3;2018;1;Winter
2018-01-16;2018-01-16;56.0;18.0;19.0;33.0;4.0;;2018;2018-01-16;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.0;0.0;1.6;1.6;24.0;1.4;8.9;9.3;948.7;945.5;1;3;2018;1;Winter
2018-01-16;2018-01-16;56.0;18.0;19.0;33.0;4.0;;2018;2018-01-16;3195;MADRID, RETIRO;MADRID;667.0;7.2;0.0;2.0;2.0;26.0;1.1;6.4;9.3;951.2;947.8;1;3;2018;1;Winter
2018-01-17;2018-01-17;52.0;21.0;11.0;43.0;4.0;;2018;2018-01-17;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.2;0.0;3.5;3.5;26.0;1.7;11.9;9.3;946.4;943.8;1;3;2018;1;Winter
2018-01-17;2018-01-17;52.0;21.0;11.0;43.0;4.0;;2018;2018-01-17;3195;MADRID, RETIRO;MADRID;667.0;9.0;0.0;4.8;4.8;30.0;2.2;8.6;9.3;948.8;945.9;1;3;2018;1;Winter
2018-01-18;2018-01-18;59.0;28.0;6.0;50.0;5.0;;2018;2018-01-18;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.6;0.0;2.2;2.2;10.0;1.4;4.7;9.4;946.2;940.9;1;3;2018;1;Winter
2018-01-18;2018-01-18;59.0;28.0;6.0;50.0;5.0;;2018;2018-01-18;3195;MADRID, RETIRO;MADRID;667.0;7.8;0.0;2.7;2.7;3.0;1.4;5.3;9.4;948.4;943.1;1;3;2018;1;Winter
2018-01-18;2018-01-18;59.0;28.0;6.0;50.0;5.0;;2018;2018-01-18;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.0;0.0;-0.9;-0.9;99.0;0.6;3.6;9.4;947.3;942.0;1;3;2018;1;Winter
2018-01-19;2018-01-19;73.0;27.0;26.0;43.0;3.0;;2018;2018-01-19;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.1;0.0;2.8;2.8;12.0;0.8;5.6;8.8;945.5;939.8;1;3;2018;1;Winter
2018-01-19;2018-01-19;73.0;27.0;26.0;43.0;3.0;;2018;2018-01-19;3195;MADRID, RETIRO;MADRID;667.0;8.9;0.0;3.0;3.0;4.0;1.4;5.3;8.8;947.4;942.0;1;3;2018;1;Winter
2018-01-19;2018-01-19;73.0;27.0;26.0;43.0;3.0;;2018;2018-01-19;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;7.6;0.0;-0.2;-0.2;25.0;1.1;4.4;8.8;946.45;940.9;1;3;2018;1;Winter
2018-01-20;2018-01-20;74.0;13.0;18.0;29.0;3.0;;2018;2018-01-20;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;8.5;0.0;3.6;3.6;33.0;1.9;7.8;2.0;947.6;944.7;1;3;2018;1;Winter
2018-01-20;2018-01-20;74.0;13.0;18.0;29.0;3.0;;2018;2018-01-20;3195;MADRID, RETIRO;MADRID;667.0;7.9;0.0;3.8;3.8;28.0;1.9;7.8;2.0;949.6;947.2;1;3;2018;1;Winter
2018-01-20;2018-01-20;74.0;13.0;18.0;29.0;3.0;;2018;2018-01-20;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.1;0.0;2.6;2.6;99.0;2.5;11.4;2.0;948.6;945.95;1;3;2018;1;Winter
2018-01-21;2018-01-21;45.0;19.0;7.0;31.0;4.0;;2018;2018-01-21;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;12.8;0.0;6.9;6.9;33.0;3.1;8.9;9.4;949.6;946.9;1;3;2018;1;Winter
2018-01-21;2018-01-21;45.0;19.0;7.0;31.0;4.0;;2018;2018-01-21;3195;MADRID, RETIRO;MADRID;667.0;11.0;0.0;5.8;5.8;33.0;1.1;8.3;9.4;951.8;949.6;1;3;2018;1;Winter
2018-01-21;2018-01-21;45.0;19.0;7.0;31.0;4.0;;2018;2018-01-21;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;11.4;0.0;4.4;4.4;30.0;1.1;5.8;9.4;950.7;948.25;1;3;2018;1;Winter
2018-01-22;2018-01-22;56.0;25.0;7.0;40.0;5.0;;2018;2018-01-22;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.8;0.0;3.7;3.7;6.0;1.1;5.3;9.2;949.2;946.2;1;4;2018;1;Winter
2018-01-22;2018-01-22;56.0;25.0;7.0;40.0;5.0;;2018;2018-01-22;3195;MADRID, RETIRO;MADRID;667.0;9.7;0.0;5.3;5.3;99.0;0.6;5.8;9.2;951.2;948.9;1;4;2018;1;Winter
2018-01-23;2018-01-23;63.0;32.0;5.0;38.0;4.0;;2018;2018-01-23;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;10.6;0.0;3.3;3.3;2.0;1.7;4.2;8.7;949.0;946.7;1;4;2018;1;Winter
2018-01-23;2018-01-23;63.0;32.0;5.0;38.0;4.0;;2018;2018-01-23;3195;MADRID, RETIRO;MADRID;667.0;10.0;0.0;4.2;4.2;3.0;0.8;6.1;8.7;950.8;948.5;1;4;2018;1;Winter
2018-01-24;2018-01-24;81.0;33.0;15.0;35.0;2.0;;2018;2018-01-24;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.2;0.0;3.4;3.4;99.0;1.1;3.6;8.8;947.7;943.9;1;4;2018;1;Winter
2018-01-24;2018-01-24;81.0;33.0;15.0;35.0;2.0;;2018;2018-01-24;3195;MADRID, RETIRO;MADRID;667.0;9.1;0.0;4.7;4.7;4.0;1.4;5.0;8.8;950.1;946.5;1;4;2018;1;Winter
2018-01-24;2018-01-24;81.0;33.0;15.0;35.0;2.0;;2018;2018-01-24;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.0;0.0;0.1;0.1;24.0;0.3;3.9;8.8;948.9;945.2;1;4;2018;1;Winter
2018-01-25;2018-01-25;78.0;7.0;27.0;23.0;3.0;;2018;2018-01-25;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;5.8;2.9;3.0;3.0;99.0;3.6;9.2;0.4;943.9;935.9;1;4;2018;1;Winter
2018-01-25;2018-01-25;78.0;7.0;27.0;23.0;3.0;;2018;2018-01-25;3195;MADRID, RETIRO;MADRID;667.0;6.8;3.5;4.6;4.6;36.0;1.9;12.8;0.4;946.8;938.5;1;4;2018;1;Winter
2018-01-25;2018-01-25;78.0;7.0;27.0;23.0;3.0;;2018;2018-01-25;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;4.6;3.1;1.4;1.4;1.0;1.7;7.5;0.4;945.35;937.2;1;4;2018;1;Winter
2018-01-26;2018-01-26;25.0;7.0;29.0;18.0;4.0;;2018;2018-01-26;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;5.7;0.0;2.6;2.6;33.0;5.3;13.9;8.9;946.9;937.2;1;4;2018;1;Winter
2018-01-26;2018-01-26;25.0;7.0;29.0;18.0;4.0;;2018;2018-01-26;3195;MADRID, RETIRO;MADRID;667.0;5.9;0.0;2.6;2.6;19.0;3.9;13.9;8.9;948.9;939.5;1;4;2018;1;Winter
2018-01-26;2018-01-26;25.0;7.0;29.0;18.0;4.0;;2018;2018-01-26;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.0;0.0;1.4;1.4;3.0;2.2;13.3;8.9;947.9;938.35;1;4;2018;1;Winter
2018-01-27;2018-01-27;23.0;7.0;28.0;17.0;3.0;;2018;2018-01-27;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;6.4;0.0;2.2;2.2;2.0;3.6;13.9;8.1;951.0;946.4;1;4;2018;1;Winter
2018-01-27;2018-01-27;23.0;7.0;28.0;17.0;3.0;;2018;2018-01-27;3195;MADRID, RETIRO;MADRID;667.0;6.9;0.0;3.8;3.8;4.0;3.3;12.5;8.1;953.6;948.4;1;4;2018;1;Winter
2018-01-27;2018-01-27;23.0;7.0;28.0;17.0;3.0;;2018;2018-01-27;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.8;0.0;1.8;1.8;5.0;3.1;13.3;8.1;952.3;947.4;1;4;2018;1;Winter
2018-01-28;2018-01-28;25.0;19.0;21.0;33.0;3.0;;2018;2018-01-28;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.2;0.0;4.4;4.4;5.0;4.4;13.3;8.2;955.4;950.0;1;4;2018;1;Winter
2018-01-28;2018-01-28;25.0;19.0;21.0;33.0;3.0;;2018;2018-01-28;3195;MADRID, RETIRO;MADRID;667.0;8.4;0.0;3.5;3.5;4.0;4.7;15.0;8.2;958.0;952.3;1;4;2018;1;Winter
2018-01-28;2018-01-28;25.0;19.0;21.0;33.0;3.0;;2018;2018-01-28;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.2;0.0;2.3;2.3;6.0;4.7;15.0;8.2;956.7;951.15;1;4;2018;1;Winter
2018-01-29;2018-01-29;48.0;23.0;17.0;41.0;3.0;;2018;2018-01-29;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;9.0;0.0;4.0;4.0;11.0;1.1;6.1;9.4;955.2;949.9;1;5;2018;1;Winter
2018-01-29;2018-01-29;48.0;23.0;17.0;41.0;3.0;;2018;2018-01-29;3195;MADRID, RETIRO;MADRID;667.0;9.2;0.0;5.2;5.2;2.0;1.9;6.7;9.4;957.8;952.3;1;5;2018;1;Winter
2018-01-29;2018-01-29;48.0;23.0;17.0;41.0;3.0;;2018;2018-01-29;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;8.3;0.0;2.3;2.3;6.0;0.8;5.6;9.4;956.5;951.1;1;5;2018;1;Winter
2018-01-30;2018-01-30;60.0;25.0;9.0;45.0;4.0;;2018;2018-01-30;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;7.9;0.0;2.4;2.4;10.0;1.4;5.6;9.2;950.9;945.4;1;5;2018;1;Winter
2018-01-30;2018-01-30;60.0;25.0;9.0;45.0;4.0;;2018;2018-01-30;3195;MADRID, RETIRO;MADRID;667.0;8.2;0.0;4.0;4.0;3.0;1.4;5.6;9.2;953.4;947.5;1;5;2018;1;Winter
2018-01-30;2018-01-30;60.0;25.0;9.0;45.0;4.0;;2018;2018-01-30;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.4;0.0;-0.9;-0.9;5.0;1.1;4.4;9.2;952.15;946.45;1;5;2018;1;Winter
2018-01-31;2018-01-31;64.0;28.0;28.0;41.0;3.0;;2018;2018-01-31;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;7.8;0.0;1.7;1.7;35.0;0.8;4.2;9.2;946.2;937.4;1;5;2018;1;Winter
2018-01-31;2018-01-31;64.0;28.0;28.0;41.0;3.0;;2018;2018-01-31;3195;MADRID, RETIRO;MADRID;667.0;7.6;0.0;2.5;2.5;3.0;1.1;4.2;9.2;948.9;940.1;1;5;2018;1;Winter
2018-01-31;2018-01-31;64.0;28.0;28.0;41.0;3.0;;2018;2018-01-31;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.4;0.0;-1.7;-1.7;27.0;0.8;4.4;9.2;947.55;938.75;1;5;2018;1;Winter
2018-02-01;2018-02-01;68.0;8.0;29.0;24.0;3.0;;2018;2018-02-01;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;6.3;0.1;0.6;0.6;32.0;2.8;13.9;4.0;937.4;927.7;2;5;2018;1;Winter
2018-02-01;2018-02-01;68.0;8.0;29.0;24.0;3.0;;2018;2018-02-01;3195;MADRID, RETIRO;MADRID;667.0;6.6;0.1;2.3;2.3;34.0;2.8;13.3;4.0;940.1;929.5;2;5;2018;1;Winter
2018-02-01;2018-02-01;68.0;8.0;29.0;24.0;3.0;;2018;2018-02-01;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;6.0;0.1;0.4;0.4;3.0;1.9;11.9;4.0;938.75;928.6;2;5;2018;1;Winter
2018-02-02;2018-02-02;28.0;10.0;30.0;27.0;2.0;;2018;2018-02-02;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;3.6;0.0;-1.0;-1.0;34.0;1.4;13.9;9.4;937.9;929.4;2;5;2018;1;Winter
2018-02-02;2018-02-02;28.0;10.0;30.0;27.0;2.0;;2018;2018-02-02;3195;MADRID, RETIRO;MADRID;667.0;4.4;0.0;1.2;1.2;99.0;3.6;13.3;9.4;940.5;931.0;2;5;2018;1;Winter
2018-02-02;2018-02-02;28.0;10.0;30.0;27.0;2.0;;2018;2018-02-02;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.5;0.0;-2.0;-2.0;99.0;2.8;12.2;9.4;939.2;930.2;2;5;2018;1;Winter
2018-02-03;2018-02-03;33.0;7.0;27.0;22.0;1.0;;2018;2018-02-03;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;5.8;2.7;1.0;1.0;30.0;4.4;11.4;6.1;939.6;932.4;2;5;2018;1;Winter
2018-02-03;2018-02-03;33.0;7.0;27.0;22.0;1.0;;2018;2018-02-03;3195;MADRID, RETIRO;MADRID;667.0;5.2;2.3;0.2;0.2;28.0;3.1;11.1;6.1;942.0;935.1;2;5;2018;1;Winter
2018-02-03;2018-02-03;33.0;7.0;27.0;22.0;1.0;;2018;2018-02-03;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;5.2;1.0;-1.6;-1.6;27.0;2.2;9.7;6.1;940.8;933.75;2;5;2018;1;Winter
2018-02-04;2018-02-04;30.0;7.0;21.0;27.0;2.0;;2018;2018-02-04;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;2.8;14.2;0.3;0.3;2.0;2.2;9.7;0.0;932.4;927.3;2;5;2018;1;Winter
2018-02-04;2018-02-04;30.0;7.0;21.0;27.0;2.0;;2018;2018-02-04;3195;MADRID, RETIRO;MADRID;667.0;3.6;17.3;1.5;1.5;4.0;3.6;10.8;0.0;935.1;929.9;2;5;2018;1;Winter
2018-02-04;2018-02-04;30.0;7.0;21.0;27.0;2.0;;2018;2018-02-04;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.0;17.8;0.8;0.8;4.0;2.2;10.6;0.0;933.75;928.6;2;5;2018;1;Winter
2018-02-05;2018-02-05;30.0;21.0;25.0;25.0;2.0;;2018;2018-02-05;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;1.5;10.3;0.5;0.5;4.0;2.2;9.2;0.0;928.7;924.9;2;6;2018;1;Winter
2018-02-05;2018-02-05;30.0;21.0;25.0;25.0;2.0;;2018;2018-02-05;3195;MADRID, RETIRO;MADRID;667.0;1.8;14.1;0.8;0.8;6.0;3.9;9.4;0.0;930.9;927.5;2;6;2018;1;Winter
2018-02-05;2018-02-05;30.0;21.0;25.0;25.0;2.0;;2018;2018-02-05;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;1.6;13.9;0.6;0.6;3.0;1.9;10.0;0.0;929.8;926.2;2;6;2018;1;Winter
2018-02-06;2018-02-06;58.0;11.0;26.0;30.0;3.0;;2018;2018-02-06;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;4.0;0.0;0.5;0.5;1.0;1.9;8.9;6.9;932.5;928.4;2;6;2018;1;Winter
2018-02-06;2018-02-06;58.0;11.0;26.0;30.0;3.0;;2018;2018-02-06;3195;MADRID, RETIRO;MADRID;667.0;4.1;0.0;1.2;1.2;1.0;3.1;12.5;6.9;934.8;930.0;2;6;2018;1;Winter
2018-02-06;2018-02-06;58.0;11.0;26.0;30.0;3.0;;2018;2018-02-06;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;3.4;2.6;-0.6;-0.6;7.0;2.8;9.2;6.9;933.65;929.2;2;6;2018;1;Winter
2018-02-07;2018-02-07;37.0;14.0;23.0;32.0;3.0;;2018;2018-02-07;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;2.2;0.0;-2.3;-2.3;6.0;3.1;9.2;9.3;938.7;932.4;2;6;2018;1;Winter
2018-02-07;2018-02-07;37.0;14.0;23.0;32.0;3.0;;2018;2018-02-07;3195;MADRID, RETIRO;MADRID;667.0;3.0;0.0;-1.6;-1.6;3.0;2.8;9.2;9.3;940.5;934.8;2;6;2018;1;Winter
