;date;pm25;pm10;o3;no2;so2;co;year_x;fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;tmax;dir;velmedia;racha;sol;presmax;presmin;month;week;year_y;season;season_name
2018-08-15;2018-08-15;64.0;41.0;45.0;18.0;4.0;;2018;2018-08-15;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;26.8;0.0;19.3;19.3;99.0;2.5;7.2;12.2;939.8;935.4;8;33;2018;3;Summer
2018-08-15;2018-08-15;64.0;41.0;45.0;18.0;4.0;;2018;2018-08-15;3195;MADRID, RETIRO;MADRID;667.0;26.7;0.0;19.6;19.6;6.0;2.2;8.9;12.2;941.8;937.6;8;33;2018;3;Summer
2018-08-15;2018-08-15;64.0;41.0;45.0;18.0;4.0;;2018;2018-08-15;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;27.9;0.0;19.4;19.4;9.0;1.9;7.8;12.2;940.8;936.5;8;33;2018;3;Summer
2018-08-16;2018-08-16;78.0;32.0;60.0;15.0;4.0;;2018;2018-08-16;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.7;0.0;22.1;22.1;19.0;3.6;11.4;8.7;938.6;935.3;8;33;2018;3;Summer
2018-08-16;2018-08-16;78.0;32.0;60.0;15.0;4.0;;2018;2018-08-16;3195;MADRID, RETIRO;MADRID;667.0;27.5;0.0;23.0;23.0;24.0;1.9;7.2;8.7;940.6;937.8;8;33;2018;3;Summer
2018-08-16;2018-08-16;78.0;32.0;60.0;15.0;4.0;;2018;2018-08-16;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;27.2;0.0;21.6;21.6;9.0;2.2;8.6;8.7;939.6;936.55;8;33;2018;3;Summer
2018-08-17;2018-08-17;66.0;24.0;52.0;8.0;4.0;;2018;2018-08-17;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;26.2;0.0;19.5;19.5;6.0;2.8;12.5;11.9;940.9;936.2;8;33;2018;3;Summer
2018-08-17;2018-08-17;66.0;24.0;52.0;8.0;4.0;;2018;2018-08-17;3195;MADRID, RETIRO;MADRID;667.0;26.1;0.0;20.0;20.0;6.0;1.9;11.9;11.9;943.0;938.3;8;33;2018;3;Summer
2018-08-17;2018-08-17;66.0;24.0;52.0;8.0;4.0;;2018;2018-08-17;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.6;0.0;19.3;19.3;8.0;2.5;11.7;11.9;941.95;937.25;8;33;2018;3;Summer
2018-08-18;2018-08-18;59.0;29.0;50.0;15.0;4.0;;2018;2018-08-18;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;24.0;0.0;16.7;16.7;3.0;2.5;9.7;11.2;941.3;937.8;8;33;2018;3;Summer
2018-08-18;2018-08-18;59.0;29.0;50.0;15.0;4.0;;2018;2018-08-18;3195;MADRID, RETIRO;MADRID;667.0;23.6;0.0;16.8;16.8;5.0;1.7;12.8;11.2;943.1;940.2;8;33;2018;3;Summer
2018-08-18;2018-08-18;59.0;29.0;50.0;15.0;4.0;;2018;2018-08-18;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;24.8;0.0;17.0;17.0;7.0;1.4;10.8;11.2;942.2;939.0;8;33;2018;3;Summer
2018-08-19;2018-08-19;68.0;36.0;54.0;20.0;5.0;;2018;2018-08-19;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;26.1;0.0;19.7;19.7;9.0;1.9;7.8;10.8;942.9;939.5;8;33;2018;3;Summer
2018-08-19;2018-08-19;68.0;36.0;54.0;20.0;5.0;;2018;2018-08-19;3195;MADRID, RETIRO;MADRID;667.0;25.8;0.0;20.0;20.0;5.0;1.7;7.2;10.8;944.8;941.7;8;33;2018;3;Summer
2018-08-19;2018-08-19;68.0;36.0;54.0;20.0;5.0;;2018;2018-08-19;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.1;0.0;19.4;19.4;6.0;1.9;7.8;10.8;943.85;940.6;8;33;2018;3;Summer
2018-08-20;2018-08-20;70.0;35.0;59.0;28.0;2.0;;2018;2018-08-20;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;26.4;0.0;20.0;20.0;11.0;1.9;8.9;12.5;942.2;937.8;8;34;2018;3;Summer
2018-08-20;2018-08-20;70.0;35.0;59.0;28.0;2.0;;2018;2018-08-20;3195;MADRID, RETIRO;MADRID;667.0;26.6;0.0;20.7;20.7;11.0;1.4;5.3;12.5;944.5;940.0;8;34;2018;3;Summer
2018-08-20;2018-08-20;70.0;35.0;59.0;28.0;2.0;;2018;2018-08-20;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.4;0.0;19.0;19.0;11.0;1.1;6.1;12.5;943.35;938.9;8;34;2018;3;Summer
2018-08-21;2018-08-21;68.0;37.0;60.0;24.0;1.0;;2018;2018-08-21;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.6;0.0;20.8;20.8;17.0;2.2;9.7;12.1;939.9;936.0;8;34;2018;3;Summer
2018-08-21;2018-08-21;68.0;37.0;60.0;24.0;1.0;;2018;2018-08-21;3195;MADRID, RETIRO;MADRID;667.0;27.7;0.0;21.0;21.0;3.0;1.1;8.3;12.1;942.0;938.3;8;34;2018;3;Summer
2018-08-21;2018-08-21;68.0;37.0;60.0;24.0;1.0;;2018;2018-08-21;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.9;0.0;18.8;18.8;8.0;1.7;7.2;12.1;940.95;937.15;8;34;2018;3;Summer
2018-08-22;2018-08-22;74.0;42.0;61.0;32.0;1.0;;2018;2018-08-22;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;28.0;0.0;21.8;21.8;11.0;2.5;12.5;9.4;940.4;936.8;8;34;2018;3;Summer
2018-08-22;2018-08-22;74.0;42.0;61.0;32.0;1.0;;2018;2018-08-22;3195;MADRID, RETIRO;MADRID;667.0;27.4;0.0;21.9;21.9;14.0;1.1;10.0;9.4;942.5;939.2;8;34;2018;3;Summer
2018-08-22;2018-08-22;74.0;42.0;61.0;32.0;1.0;;2018;2018-08-22;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;27.8;0.0;20.0;20.0;16.0;0.6;8.9;9.4;941.45;938.0;8;34;2018;3;Summer
2018-08-23;2018-08-23;80.0;41.0;55.0;21.0;1.0;;2018;2018-08-23;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.3;0.0;20.4;20.4;25.0;2.2;10.3;9.9;940.6;937.3;8;34;2018;3;Summer
2018-08-23;2018-08-23;80.0;41.0;55.0;21.0;1.0;;2018;2018-08-23;3195;MADRID, RETIRO;MADRID;667.0;27.0;0.0;20.2;20.2;27.0;1.1;9.4;9.9;942.7;939.7;8;34;2018;3;Summer
2018-08-23;2018-08-23;80.0;41.0;55.0;21.0;1.0;;2018;2018-08-23;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.8;0.0;18.2;18.2;13.0;1.4;9.2;9.9;941.65;938.5;8;34;2018;3;Summer
2018-08-24;2018-08-24;85.0;34.0;52.0;14.0;1.0;;2018;2018-08-24;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;26.8;0.0;19.6;19.6;26.0;2.2;11.9;11.5;940.8;937.5;8;34;2018;3;Summer
2018-08-24;2018-08-24;85.0;34.0;52.0;14.0;1.0;;2018;2018-08-24;3195;MADRID, RETIRO;MADRID;667.0;26.8;0.0;20.6;20.6;33.0;1.4;10.0;11.5;943.0;939.4;8;34;2018;3;Summer
2018-08-24;2018-08-24;85.0;34.0;52.0;14.0;1.0;;2018;2018-08-24;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.9;0.0;17.1;17.1;26.0;1.4;10.8;11.5;941.9;938.45;8;34;2018;3;Summer
2018-08-25;2018-08-25;77.0;33.0;51.0;15.0;1.0;;2018;2018-08-25;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;25.5;0.0;17.4;17.4;24.0;2.8;10.8;11.9;938.6;934.1;8;34;2018;3;Summer
2018-08-25;2018-08-25;77.0;33.0;51.0;15.0;1.0;;2018;2018-08-25;3195;MADRID, RETIRO;MADRID;667.0;25.8;0.0;18.8;18.8;4.0;2.2;9.4;11.9;940.7;936.8;8;34;2018;3;Summer
2018-08-25;2018-08-25;77.0;33.0;51.0;15.0;1.0;;2018;2018-08-25;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;25.6;0.0;16.0;16.0;7.0;1.9;9.2;11.9;939.65;935.45;8;34;2018;3;Summer
2018-08-26;2018-08-26;71.0;41.0;61.0;36.0;1.0;;2018;2018-08-26;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;24.8;0.0;16.6;16.6;99.0;2.2;7.2;12.0;938.5;935.2;8;34;2018;3;Summer
2018-08-26;2018-08-26;71.0;41.0;61.0;36.0;1.0;;2018;2018-08-26;3195;MADRID, RETIRO;MADRID;667.0;24.4;0.0;17.4;17.4;3.0;1.4;7.8;12.0;941.0;937.7;8;34;2018;3;Summer
2018-08-26;2018-08-26;71.0;41.0;61.0;36.0;1.0;;2018;2018-08-26;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;25.0;0.0;15.6;15.6;8.0;1.7;7.2;12.0;939.75;936.45;8;34;2018;3;Summer
2018-08-27;2018-08-27;81.0;55.0;44.0;33.0;1.0;;2018;2018-08-27;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.8;0.0;20.0;20.0;21.0;1.9;9.7;10.0;938.5;936.1;8;35;2018;3;Summer
2018-08-27;2018-08-27;81.0;55.0;44.0;33.0;1.0;;2018;2018-08-27;3195;MADRID, RETIRO;MADRID;667.0;27.8;0.0;20.5;20.5;21.0;1.4;8.1;10.0;940.6;938.0;8;35;2018;3;Summer
2018-08-27;2018-08-27;81.0;55.0;44.0;33.0;1.0;;2018;2018-08-27;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.6;0.0;15.8;15.8;27.0;1.4;8.1;10.0;939.55;937.05;8;35;2018;3;Summer
2018-08-28;2018-08-28;99.0;54.0;49.0;32.0;1.0;;2018;2018-08-28;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.4;0.3;21.2;21.2;23.0;4.4;12.5;11.1;938.3;935.2;8;35;2018;3;Summer
2018-08-28;2018-08-28;99.0;54.0;49.0;32.0;1.0;;2018;2018-08-28;3195;MADRID, RETIRO;MADRID;667.0;28.0;0.0;22.3;22.3;24.0;2.5;10.8;11.1;940.7;937.5;8;35;2018;3;Summer
2018-08-28;2018-08-28;99.0;54.0;49.0;32.0;1.0;;2018;2018-08-28;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;27.0;0.6;19.1;19.1;24.0;1.7;12.2;11.1;939.5;936.35;8;35;2018;3;Summer
2018-08-29;2018-08-29;92.0;56.0;56.0;25.0;2.0;;2018;2018-08-29;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;26.1;0.0;20.0;20.0;19.0;1.7;8.9;11.9;940.3;937.5;8;35;2018;3;Summer
2018-08-29;2018-08-29;92.0;56.0;56.0;25.0;2.0;;2018;2018-08-29;3195;MADRID, RETIRO;MADRID;667.0;25.8;0.0;20.0;20.0;5.0;0.8;12.5;11.9;942.3;939.5;8;35;2018;3;Summer
2018-08-29;2018-08-29;92.0;56.0;56.0;25.0;2.0;;2018;2018-08-29;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;25.4;0.0;17.2;17.2;6.0;1.4;9.7;11.9;941.3;938.5;8;35;2018;3;Summer
2018-08-30;2018-08-30;94.0;52.0;60.0;25.0;1.0;;2018;2018-08-30;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;26.2;0.0;19.5;19.5;1.0;1.4;8.9;11.7;941.7;938.1;8;35;2018;3;Summer
2018-08-30;2018-08-30;94.0;52.0;60.0;25.0;1.0;;2018;2018-08-30;3195;MADRID, RETIRO;MADRID;667.0;26.4;0.0;20.5;20.5;4.0;1.4;8.6;11.7;944.4;940.3;8;35;2018;3;Summer
2018-08-30;2018-08-30;94.0;52.0;60.0;25.0;1.0;;2018;2018-08-30;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;26.3;0.0;19.1;19.1;10.0;1.1;11.4;11.7;943.05;939.2;8;35;2018;3;Summer
2018-08-31;2018-08-31;103.0;45.0;58.0;20.0;1.0;;2018;2018-08-31;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.6;0.0;20.7;20.7;4.0;1.9;7.8;11.7;940.6;937.1;8;35;2018;3;Summer
2018-08-31;2018-08-31;103.0;45.0;58.0;20.0;1.0;;2018;2018-08-31;3195;MADRID, RETIRO;MADRID;667.0;27.3;0.0;21.2;21.2;5.0;1.9;8.9;11.7;942.8;939.6;8;35;2018;3;Summer
2018-08-31;2018-08-31;103.0;45.0;58.0;20.0;1.0;;2018;2018-08-31;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;28.1;0.0;20.3;20.3;7.0;1.4;10.0;11.7;941.7;938.35;8;35;2018;3;Summer
2018-09-01;2018-09-01;97.0;57.0;52.0;22.0;1.0;;2018;2018-09-01;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.6;0.0;20.5;20.5;23.0;2.2;7.8;10.5;940.9;936.9;9;35;2018;4;Autumn
2018-09-01;2018-09-01;97.0;57.0;52.0;22.0;1.0;;2018;2018-09-01;3195;MADRID, RETIRO;MADRID;667.0;27.3;0.0;21.0;21.0;4.0;1.1;7.5;10.5;943.4;939.2;9;35;2018;4;Autumn
2018-09-01;2018-09-01;97.0;57.0;52.0;22.0;1.0;;2018;2018-09-01;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;28.1;0.0;20.6;20.6;6.0;0.8;8.6;10.5;942.15;938.05;9;35;2018;4;Autumn
2018-09-02;2018-09-02;111.0;63.0;51.0;26.0;2.0;;2018;2018-09-02;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;29.0;2.1;22.5;22.5;24.0;1.9;9.7;9.8;939.1;934.4;9;35;2018;4;Autumn
2018-09-02;2018-09-02;111.0;63.0;51.0;26.0;2.0;;2018;2018-09-02;3195;MADRID, RETIRO;MADRID;667.0;27.5;1.2;20.2;20.2;34.0;1.7;9.2;9.8;942.4;937.0;9;35;2018;4;Autumn
2018-09-02;2018-09-02;111.0;63.0;51.0;26.0;2.0;;2018;2018-09-02;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;30.0;0.0;22.0;22.0;25.0;1.7;9.7;9.8;940.75;935.7;9;35;2018;4;Autumn
2018-09-03;2018-09-03;124.0;62.0;52.0;27.0;2.0;;2018;2018-09-03;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;27.2;0.0;21.7;21.7;25.0;3.1;10.8;6.6;935.1;931.4;9;36;2018;4;Autumn
2018-09-03;2018-09-03;124.0;62.0;52.0;27.0;2.0;;2018;2018-09-03;3195;MADRID, RETIRO;MADRID;667.0;26.8;0.0;22.3;22.3;11.0;1.7;7.8;6.6;937.5;933.7;9;36;2018;4;Autumn
2018-09-03;2018-09-03;124.0;62.0;52.0;27.0;2.0;;2018;2018-09-03;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;27.5;0.0;20.8;20.8;9.0;1.7;8.6;6.6;936.3;932.55;9;36;2018;4;Autumn
2018-09-04;2018-09-04;119.0;58.0;42.0;24.0;2.0;;2018;2018-09-04;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;24.2;0.0;18.2;18.2;20.0;2.2;8.9;10.0;935.4;932.7;9;36;2018;4;Autumn
2018-09-04;2018-09-04;119.0;58.0;42.0;24.0;2.0;;2018;2018-09-04;3195;MADRID, RETIRO;MADRID;667.0;24.4;0.0;19.4;19.4;18.0;1.4;6.9;10.0;938.5;934.6;9;36;2018;4;Autumn
2018-09-04;2018-09-04;119.0;58.0;42.0;24.0;2.0;;2018;2018-09-04;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;23.8;0.0;16.5;16.5;24.0;0.8;6.7;10.0;936.95;933.65;9;36;2018;4;Autumn
2018-09-05;2018-09-05;106.0;56.0;50.0;25.0;1.0;;2018;2018-09-05;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;22.2;0.0;16.1;16.1;25.0;5.0;11.9;9.9;937.3;934.2;9;36;2018;4;Autumn
2018-09-05;2018-09-05;106.0;56.0;50.0;25.0;1.0;;2018;2018-09-05;3195;MADRID, RETIRO;MADRID;667.0;23.0;0.0;18.3;18.3;25.0;2.8;10.0;9.9;939.6;936.6;9;36;2018;4;Autumn
2018-09-05;2018-09-05;106.0;56.0;50.0;25.0;1.0;;2018;2018-09-05;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;22.8;0.0;16.2;16.2;24.0;1.9;10.6;9.9;938.45;935.4;9;36;2018;4;Autumn
2018-09-06;2018-09-06;148.0;41.0;48.0;21.0;1.0;;2018;2018-09-06;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;22.5;0.0;17.0;17.0;3.0;1.4;8.3;6.5;937.3;934.9;9;36;2018;4;Autumn
2018-09-06;2018-09-06;148.0;41.0;48.0;21.0;1.0;;2018;2018-09-06;3195;MADRID, RETIRO;MADRID;667.0;22.6;0.0;17.8;17.8;4.0;0.6;8.9;6.5;939.2;937.4;9;36;2018;4;Autumn
2018-09-06;2018-09-06;148.0;41.0;48.0;21.0;1.0;;2018;2018-09-06;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;22.2;0.0;16.1;16.1;5.0;1.4;8.9;6.5;938.25;936.15;9;36;2018;4;Autumn
2018-09-07;2018-09-07;89.0;23.0;33.0;21.0;1.0;;2018;2018-09-07;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;22.6;0.0;16.5;16.5;7.0;3.6;11.9;9.3;938.5;934.6;9;36;2018;4;Autumn
2018-09-07;2018-09-07;89.0;23.0;33.0;21.0;1.0;;2018;2018-09-07;3195;MADRID, RETIRO;MADRID;667.0;22.2;5.1;16.0;16.0;4.0;2.2;10.0;9.3;940.4;938.0;9;36;2018;4;Autumn
2018-09-07;2018-09-07;89.0;23.0;33.0;21.0;1.0;;2018;2018-09-07;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;23.0;0.5;16.4;16.4;10.0;2.8;11.9;9.3;939.45;936.3;9;36;2018;4;Autumn
2018-09-08;2018-09-08;59.0;23.0;46.0;25.0;1.0;;2018;2018-09-08;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;18.6;5.1;15.1;15.1;8.0;1.9;9.7;0.7;941.2;938.0;9;36;2018;4;Autumn
2018-09-08;2018-09-08;59.0;23.0;46.0;25.0;1.0;;2018;2018-09-08;3195;MADRID, RETIRO;MADRID;667.0;20.2;1.8;16.9;16.9;5.0;1.7;7.8;0.7;942.8;940.4;9;36;2018;4;Autumn
2018-09-08;2018-09-08;59.0;23.0;46.0;25.0;1.0;;2018;2018-09-08;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;19.0;1.7;14.9;14.9;4.0;1.4;8.1;0.7;942.0;939.2;9;36;2018;4;Autumn
2018-09-09;2018-09-09;61.0;19.0;43.0;20.0;1.0;;2018;2018-09-09;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;21.4;0.3;14.5;14.5;11.0;1.4;7.8;7.9;943.2;939.4;9;36;2018;4;Autumn
2018-09-09;2018-09-09;61.0;19.0;43.0;20.0;1.0;;2018;2018-09-09;3195;MADRID, RETIRO;MADRID;667.0;21.0;0.0;15.8;15.8;99.0;0.8;6.1;7.9;945.0;941.6;9;36;2018;4;Autumn
2018-09-09;2018-09-09;61.0;19.0;43.0;20.0;1.0;;2018;2018-09-09;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;21.2;0.0;12.9;12.9;6.0;0.6;7.5;7.9;944.1;940.5;9;36;2018;4;Autumn
2018-09-10;2018-09-10;53.0;22.0;44.0;23.0;1.0;;2018;2018-09-10;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;22.4;0.0;16.0;16.0;10.0;2.5;10.3;8.3;945.3;942.5;9;37;2018;4;Autumn
2018-09-10;2018-09-10;53.0;22.0;44.0;23.0;1.0;;2018;2018-09-10;3195;MADRID, RETIRO;MADRID;667.0;22.8;0.0;17.3;17.3;12.0;1.9;10.0;8.3;947.6;944.4;9;37;2018;4;Autumn
2018-09-10;2018-09-10;53.0;22.0;44.0;23.0;1.0;;2018;2018-09-10;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;22.1;0.0;14.8;14.8;10.0;1.7;8.1;8.3;946.45;943.45;9;37;2018;4;Autumn
2018-09-11;2018-09-11;58.0;28.0;49.0;29.0;2.0;;2018;2018-09-11;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;23.2;0.0;16.9;16.9;11.0;2.5;9.2;9.5;945.9;941.6;9;37;2018;4;Autumn
2018-09-11;2018-09-11;58.0;28.0;49.0;29.0;2.0;;2018;2018-09-11;3195;MADRID, RETIRO;MADRID;667.0;23.0;0.0;17.6;17.6;3.0;1.9;6.7;9.5;948.1;943.9;9;37;2018;4;Autumn
2018-09-11;2018-09-11;58.0;28.0;49.0;29.0;2.0;;2018;2018-09-11;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;22.4;0.0;14.9;14.9;6.0;1.7;8.3;9.5;947.0;942.75;9;37;2018;4;Autumn
2018-09-12;2018-09-12;59.0;32.0;58.0;41.0;2.0;;2018;2018-09-12;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;23.6;0.0;16.7;16.7;4.0;1.4;6.7;9.8;945.0;941.3;9;37;2018;4;Autumn
2018-09-12;2018-09-12;59.0;32.0;58.0;41.0;2.0;;2018;2018-09-12;3195;MADRID, RETIRO;MADRID;667.0;23.2;0.0;17.3;17.3;4.0;0.6;6.4;9.8;946.6;943.6;9;37;2018;4;Autumn
2018-09-12;2018-09-12;59.0;32.0;58.0;41.0;2.0;;2018;2018-09-12;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;23.7;0.0;16.5;16.5;8.0;0.3;6.4;9.8;945.8;942.45;9;37;2018;4;Autumn
2018-09-13;2018-09-13;69.0;28.0;59.0;31.0;1.0;;2018;2018-09-13;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;25.4;0.0;17.9;17.9;15.0;1.7;6.1;10.4;942.3;938.4;9;37;2018;4;Autumn
2018-09-13;2018-09-13;69.0;28.0;59.0;31.0;1.0;;2018;2018-09-13;3195;MADRID, RETIRO;MADRID;667.0;25.4;0.0;18.6;18.6;22.0;0.8;6.1;10.4;944.3;940.7;9;37;2018;4;Autumn
2018-09-13;2018-09-13;69.0;28.0;59.0;31.0;1.0;;2018;2018-09-13;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;24.4;0.0;15.5;15.5;8.0;0.6;7.5;10.4;943.3;939.55;9;37;2018;4;Autumn
2018-09-14;2018-09-14;59.0;28.0;45.0;19.0;1.0;;2018;2018-09-14;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;25.8;0.0;18.7;18.7;14.0;1.4;8.9;9.5;941.1;937.8;9;37;2018;4;Autumn
2018-09-14;2018-09-14;59.0;28.0;45.0;19.0;1.0;;2018;2018-09-14;3195;MADRID, RETIRO;MADRID;667.0;25.5;0.0;19.4;19.4;5.0;1.4;5.8;9.5;943.3;939.9;9;37;2018;4;Autumn
2018-09-14;2018-09-14;59.0;28.0;45.0;19.0;1.0;;2018;2018-09-14;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;25.7;0.0;17.8;17.8;8.0;0.6;6.9;9.5;942.2;938.85;9;37;2018;4;Autumn
2018-09-15;2018-09-15;57.0;23.0;48.0;19.0;1.0;;2018;2018-09-15;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;25.0;6.4;19.5;19.5;12.0;1.9;12.8;10.0;943.2;939.2;9;37;2018;4;Autumn
2018-09-15;2018-09-15;57.0;23.0;48.0;19.0;1.0;;2018;2018-09-15;3195;MADRID, RETIRO;MADRID;667.0;25.1;0.0;20.2;20.2;11.0;0.8;11.9;10.0;944.9;941.3;9;37;2018;4;Autumn
2018-09-15;2018-09-15;57.0;23.0;48.0;19.0;1.0;;2018;2018-09-15;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;25.0;0.0;19.3;19.3;11.0;0.8;10.6;10.0;944.05;940.25;9;37;2018;4;Autumn
2018-09-16;2018-09-16;46.0;31.0;40.0;29.0;2.0;;2018;2018-09-16;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;24.1;0.0;17.3;17.3;19.0;1.4;5.6;10.0;943.4;940.0;9;37;2018;4;Autumn
2018-09-16;2018-09-16;46.0;31.0;40.0;29.0;2.0;;2018;2018-09-16;3195;MADRID, RETIRO;MADRID;667.0;24.1;0.0;18.0;18.0;13.0;0.6;5.6;10.0;945.2;942.0;9;37;2018;4;Autumn
2018-09-16;2018-09-16;46.0;31.0;40.0;29.0;2.0;;2018;2018-09-16;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;23.8;0.0;15.5;15.5;26.0;0.6;5.3;10.0;944.3;941.0;9;37;2018;4;Autumn
2018-09-17;2018-09-17;55.0;31.0;37.0;31.0;2.0;;2018;2018-09-17;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;24.0;3.8;17.2;17.2;15.0;2.8;11.4;9.7;941.0;935.5;9;38;2018;4;Autumn
2018-09-17;2018-09-17;55.0;31.0;37.0;31.0;2.0;;2018;2018-09-17;3195;MADRID, RETIRO;MADRID;667.0;24.7;1.2;18.6;18.6;17.0;1.9;9.2;9.7;943.0;938.2;9;38;2018;4;Autumn
2018-09-17;2018-09-17;55.0;31.0;37.0;31.0;2.0;;2018;2018-09-17;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;25.4;0.0;18.2;18.2;15.0;1.4;8.6;9.7;942.0;936.85;9;38;2018;4;Autumn
2018-09-18;2018-09-18;58.0;33.0;53.0;37.0;1.0;;2018;2018-09-18;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;23.5;0.0;17.5;17.5;33.0;1.7;8.9;6.9;941.3;937.6;9;38;2018;4;Autumn
2018-09-18;2018-09-18;58.0;33.0;53.0;37.0;1.0;;2018;2018-09-18;3195;MADRID, RETIRO;MADRID;667.0;23.4;0.0;18.2;18.2;5.0;1.4;6.7;6.9;942.8;940.0;9;38;2018;4;Autumn
2018-09-18;2018-09-18;58.0;33.0;53.0;37.0;1.0;;2018;2018-09-18;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;23.2;0.0;16.7;16.7;26.0;0.8;6.4;6.9;942.05;938.8;9;38;2018;4;Autumn
2018-09-19;2018-09-19;66.0;39.0;50.0;42.0;2.0;;2018;2018-09-19;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;24.2;0.0;17.1;17.1;23.0;1.4;6.1;10.3;943.4;940.7;9;38;2018;4;Autumn
2018-09-19;2018-09-19;66.0;39.0;50.0;42.0;2.0;;2018;2018-09-19;3195;MADRID, RETIRO;MADRID;667.0;24.2;0.0;18.0;18.0;20.0;0.8;4.4;10.3;945.3;942.7;9;38;2018;4;Autumn
2018-09-19;2018-09-19;66.0;39.0;50.0;42.0;2.0;;2018;2018-09-19;3194U;MADRID, CIUDAD UNIVERSITARIA;MADRID;664.0;23.3;0.0;15.3;15.3;27.0;0.6;4.7;10.3;944.35;941.7;9;38;2018;4;Autumn
2018-09-20;2018-09-20;69.0;35.0;51.0;39.0;2.0;;2018;2018-09-20;3196;MADRID, CUATRO VIENTOS;MADRID;690.0;25.2;0.0;18.5;18.5;20.0;1.9;7.2;9.6;942.9;938.9;9;38;2018;4;Autumn
