date, pm10, o3, no2, so2, co
2018/11/30, 19, 127, 9, 3, 
2018/12/1, 13, 19, 9, 1, 
2018/12/2, 11, 16, 6, , 
2018/12/3, 12, 14, 17, , 
2018/12/4, 15, 15, 22, , 
2018/12/5, 20, 9, 12, , 
2018/12/6, 21, 15, 7, , 
2018/12/7, 14, 17, 11, , 
2018/12/8, 11, 21, 13, , 
2018/12/9, 12, 22, 13, , 
2018/12/10, 14, 9, 22, , 
2018/12/11, 23, 13, 22, , 
2018/12/12, 29, 10, 19, , 
2018/12/13, 25, 12, 19, , 
2018/12/14, 17, 18, 7, , 
2018/12/15, 11, 23, 7, , 
2018/12/16, 9, 25, 11, , 
2018/12/17, 9, 21, 16, , 
2018/12/18, 11, 21, 10, , 
2018/12/19, 12, 19, 15, , 
2018/12/20, 10, 17, 11, , 
2018/12/21, 10, 17, 16, , 
2018/12/22, 14, 17, 14, , 
2018/12/23, 14, 13, 14, , 
2018/12/24, 11, 17, 22, , 
2018/12/25, 15, 15, 19, , 
2018/12/26, 13, 15, 10, , 
2018/12/27, 16, 8, 14, , 
2018/12/28, 16, 11, 12, , 
2018/12/29, 17, 15, 13, , 
2018/12/30, 10, , , , 
2018/7/3, 31, 36, 14, 1, 
2018/7/4, 26, 31, 16, 1, 
2018/7/5, 20, 41, 9, 1, 
2018/7/6, 18, 38, 9, , 
2018/7/7, 20, 38, 14, 1, 
2018/7/8, 19, 51, 11, 1, 
2018/7/9, 22, 48, 17, 1, 
2018/7/10, 23, 54, 10, 1, 
2018/7/11, 22, 46, 13, , 
2018/7/12, 20, 45, 16, , 
2018/7/13, 20, 46, 16, 1, 
2018/7/14, 20, 52, 18, 1, 
2018/7/15, 23, 35, 20, 1, 
2018/7/16, 29, 48, 11, , 
2018/7/17, 22, 44, 10, , 
2018/7/18, 19, 39, 19, , 
2018/7/19, 19, 43, 19, 1, 
2018/7/20, 18, 43, 22, 1, 
2018/7/21, 16, 39, 7, , 
2018/7/22, 13, 33, 10, , 
2018/7/23, 13, 39, 9, , 
2018/7/24, 16, 39, 13, , 
2018/7/25, 18, 40, 21, 1, 
2018/7/26, 16, 45, 14, , 
2018/7/27, 20, 41, 18, 3, 
2018/7/28, 21, 44, 13, 2, 
2018/7/29, 20, 36, 9, 3, 
2018/7/30, 19, 28, 16, , 
2018/7/31, 21, 45, 21, , 
2018/8/1, 24, 50, 20, 1, 
2018/8/2, 23, 52, 16, 1, 
2018/8/3, 23, 47, 17, 1, 
2018/8/4, 21, 82, 11, 1, 
2018/8/5, 22, 75, 11, , 
2018/8/6, 25, 47, 16, , 
2018/8/7, 25, 38, 11, , 
2018/8/8, 20, 31, 9, , 
2018/8/9, 18, 34, 11, , 
2018/8/10, 13, 31, 8, , 
2018/8/11, 11, 38, 9, 2, 
2018/8/12, 15, 33, 7, 2, 
2018/8/13, 18, 35, 9, 3, 
2018/8/14, 14, 30, 9, 1, 
2018/8/15, 12, 36, 8, , 
2018/8/16, 15, 33, 9, , 
2018/8/17, 15, 35, 10, 3, 
2018/8/22, 12, 51, 19, , 
2018/8/23, 21, 50, 18, 1, 
2018/8/24, 20, 45, 10, , 
2018/8/25, 17, 32, 4, , 
2018/8/26, 17, 31, 5, , 
2018/8/27, 18, 32, 10, , 
2018/8/28, 21, 34, 8, , 
2018/8/29, 19, 36, 11, , 
2018/8/30, 19, 39, 7, , 
2018/8/31, 17, 33, 8, , 
2018/9/1, 13, 35, 8, , 
2018/9/2, 12, 42, 7, , 
2018/9/3, 14, 34, 13, , 
2018/9/4, 19, 38, 11, , 
2018/9/5, 17, 31, 11, , 
2018/9/6, 15, 37, 11, , 
2018/9/7, 14, 42, 12, , 
2018/9/8, 14, 42, 12, , 
2018/9/9, 15, 41, 11, , 
2018/9/10, 14, 27, 19, , 
2018/9/11, 18, 43, 14, 2, 
2018/9/12, 19, 32, 16, 4, 
2018/9/13, 19, 21, 17, 4, 
2018/9/14, 22, 39, 14, , 
2018/9/15, 18, 29, 9, , 
2018/9/16, 12, 35, 9, , 
2018/9/17, 16, 34, 13, , 
2018/9/18, 15, 30, 17, , 
2018/9/19, 19, 29, 16, , 
2018/9/20, 20, 38, 20, , 
2018/9/21, 23, 40, 27, 2, 
2018/9/22, 27, 37, 15, 4, 
2018/9/23, 20, 39, 18, 3, 
2018/9/24, 19, 24, 11, , 
2018/9/25, 19, 39, 10, , 
2018/9/26, 29, 40, 7, , 
2018/9/27, 25, 36, 17, , 
2018/9/28, 29, 41, 30, , 
2018/9/29, 30, 48, 17, , 
2018/9/30, 22, 47, 15, , 
2018/4/1, 10, 42, 14, , 
2018/4/2, 10, 38, 14, 1, 
2018/4/3, 26, 36, 9, , 
2018/4/4, 29, 32, 18, , 
2018/4/5, 14, 34, 26, 1, 
2018/4/6, 17, 38, 6, , 
2018/4/7, 17, 37, 8, , 
2018/4/8, 21, 38, 15, , 
2018/4/9, 12, 37, 14, , 
2018/4/10, 10, 38, 8, , 
2018/4/11, 12, 38, 13, , 
2018/4/12, 9, 29, 21, 1, 
2018/4/13, 15, 28, 11, , 
2018/4/16, 19, 30, 18, 1, 
2018/4/17, 16, 41, 23, 1, 
2018/4/18, 19, 51, 19, , 
2018/4/19, 24, 37, 30, 2, 
2018/4/20, 26, 36, 24, 1, 
2018/4/21, 40, 42, 18, , 
2018/4/22, 38, 30, 32, 1, 
2018/4/23, 34, 34, 26, 1, 
2018/4/24, 30, 34, 21, 1, 
2018/4/25, 31, 31, 17, 1, 
2018/4/26, 30, 37, 13, 1, 
2018/4/27, 28, 40, 9, 1, 
2018/4/28, 31, 38, 6, , 
2018/4/29, 26, 39, 10, 1, 
2018/4/30, 10, 37, 9, , 
2018/5/1, 7, 36, 12, 1, 
2018/5/2, 6, 24, 18, 1, 
2018/5/3, 12, 24, 18, , 
2018/5/4, 12, 28, 11, , 
2018/5/5, 16, 33, 15, 1, 
2018/5/6, 16, 33, 23, 1, 
2018/5/7, 21, 33, 24, 1, 
2018/5/8, 24, 27, 18, 1, 
2018/5/9, 29, 33, 16, 1, 
2018/5/10, 31, 36, 10, , 
2018/5/11, 24, 36, 9, , 
2018/5/12, 24, 33, 8, , 
2018/5/13, 17, 33, 8, 1, 
2018/5/14, 9, 37, 12, 1, 
2018/5/15, 10, 37, 19, 1, 
2018/5/16, 20, 47, 19, 1, 
2018/5/17, 32, 43, 15, 1, 
2018/5/18, 22, 46, 12, 1, 
2018/5/19, 19, 46, 9, 1, 
2018/5/20, 14, 52, 12, 1, 
2018/5/21, 17, 43, 20, 1, 
2018/5/22, 20, 47, 17, 1, 
2018/5/23, 26, 39, 23, 1, 
2018/5/24, 28, 44, 14, , 
2018/5/25, 21, 41, 4, , 
2018/5/26, 17, 41, 4, , 
2018/5/27, 18, 37, 6, , 
2018/5/28, 24, 33, 8, 1, 
2018/5/29, 25, 37, 10, 1, 
2018/5/30, 20, 39, 13, 1, 
2018/5/31, 20, 37, 17, 1, 
2018/6/1, 26, 35, 14, , 
2018/6/2, 23, 31, 10, , 
2018/6/3, 17, 38, 15, 1, 
2018/6/4, 13, 34, 13, , 
2018/6/5, 17, 29, 13, , 
2018/6/6, 19, 20, 14, , 
2018/6/7, 11, 37, 14, , 
2018/6/8, 14, 41, 15, , 
2018/6/9, 17, 37, 12, 1, 
2018/6/10, 13, 36, 10, , 
2018/6/11, 18, 34, 8, , 
2018/6/12, 19, 40, 9, , 
2018/6/13, 19, 36, 12, 1, 
2018/6/14, 20, 35, 17, 1, 
2018/6/15, 22, 35, 17, 1, 
2018/6/16, 20, 31, 13, 1, 
2018/6/17, 18, 18, 14, 1, 
2018/6/18, 18, 24, 16, 1, 
2018/6/19, 19, 35, 21, 1, 
2018/6/20, 19, 41, 28, 1, 
2018/6/21, 23, 41, 26, 3, 
2018/6/22, 24, 35, 16, 4, 
2018/6/23, 22, 39, 15, 3, 
2018/6/25, 21, 42, 14, 1, 
2018/6/26, 20, 41, 13, 1, 
2018/6/27, 24, 35, 12, 1, 
2018/6/28, 23, 40, 11, 1, 
2018/6/29, 19, 41, 10, 1, 
2018/6/30, 20, 33, 6, 3, 
2018/1/1, 9, 6, 8, , 
2018/1/2, 9, , 5, , 
2018/1/3, 8, 20, 6, , 
2018/1/4, 4, 23, 9, , 
2018/1/5, 7, 27, 14, , 
2018/1/6, 13, 29, 10, , 
2018/1/7, 25, 17, 14, , 
2018/1/8, 11, 20, 11, , 
2018/1/9, 12, 23, 9, , 
2018/1/10, 10, 23, 11, , 
2018/1/11, 10, 20, 16, , 
2018/1/12, 10, 22, 19, , 
2018/1/13, 14, 21, 9, , 
2018/1/14, 12, 17, 12, , 
2018/1/15, 10, 23, 8, , 
2018/1/16, 10, 22, 5, , 
2018/1/17, 9, 21, 15, , 
2018/1/18, 12, 17, 20, , 
2018/1/19, 19, 26, 8, , 
2018/1/20, 21, 21, 4, , 
2018/1/21, 8, 20, 13, , 
2018/1/22, 9, 15, 14, , 
2018/1/23, 16, 13, 23, , 
2018/1/24, 18, 23, 14, , 
2018/1/25, 20, 23, 12, , 
2018/1/26, 15, , , , 
2018/1/29, 16, 17, 28, , 
2018/1/30, 26, 19, 27, , 
2018/1/31, 33, 18, 17, , 
2018/2/1, 21, 22, 13, , 
2018/2/2, 12, 26, 7, , 
2018/2/3, 8, 26, 9, , 
2018/2/4, 7, 23, 17, , 
2018/2/5, 7, 16, 14, , 
2018/2/6, 18, 22, 13, , 
2018/2/7, 13, 20, 18, , 
2018/2/8, 15, 23, 11, , 
2018/2/9, 15, 32, 15, , 
2018/2/10, 14, 27, 13, , 
2018/2/11, 10, 21, 16, , 
2018/2/12, 11, 25, 10, 1, 
2018/2/13, 9, 21, 17, 1, 
2018/2/14, 14, 17, 20, 1, 
2018/2/15, 19, 16, 26, , 
2018/2/16, 25, 23, 18, , 
2018/2/17, 33, 28, 13, , 
2018/2/18, 8, 17, 18, , 
2018/2/19, 4, 16, 20, 1, 
2018/2/20, 16, 26, 15, , 
2018/2/21, 20, 27, 14, , 
2018/2/22, 16, 25, 20, 1, 
2018/2/23, 25, 31, 20, 1, 
2018/2/24, 28, 29, 18, 1, 
2018/2/25, 30, 27, 16, , 
2018/2/26, 31, 25, 19, 1, 
2018/2/27, 18, 23, 18, , 
2018/2/28, 19, 21, 25, 1, 
2018/3/1, 20, 30, 9, , 
2018/3/2, 17, 33, 11, , 
2018/3/3, 8, 29, 18, 1, 
2018/3/4, 12, 28, 17, , 
2018/3/5, 12, 32, 8, , 
2018/3/6, 8, 30, 12, , 
2018/3/7, 8, 28, 23, 1, 
2018/3/8, 11, 31, 23, 1, 
2018/3/9, 19, 30, 11, 1, 
2018/3/10, 24, 32, 6, , 
2018/3/11, 18, 32, 9, , 
2018/3/12, 6, 24, 19, , 
2018/3/13, 10, 26, 22, 1, 
2018/3/14, 16, 36, 11, , 
2018/3/15, 17, 31, 9, , 
2018/3/16, 8, 31, 8, , 
2018/3/17, 7, 33, 11, , 
2018/3/18, 5, 31, 12, , 
2018/3/19, 9, 28, 16, , 
2018/3/20, 7, 35, 13, 2, 
2018/3/21, 10, 31, 14, 1, 
2018/3/22, 12, 28, 17, 1, 
2018/3/23, 14, 28, 16, , 
2018/3/24, 14, 35, 9, , 
2018/3/25, 6, 24, 12, , 
2018/3/26, 10, 30, 17, 1, 
2018/3/27, 11, 26, 19, 1, 
2018/3/28, 17, 34, 14, , 
2018/3/29, 18, 38, 8, , 
2018/3/30, 14, 38, 6, , 
2018/3/31, 9, 38, 7, , 
2017/10/1, 14, 22, 13, , 
2017/10/2, 12, 24, 12, , 
2017/10/3, 12, 21, 13, , 
2017/10/4, 17, 26, 17, , 
2017/10/5, 14, 25, 14, , 
2017/10/6, 20, 32, 13, , 
2017/10/7, 18, 35, 12, , 
2017/10/8, 17, 31, 16, , 
2017/10/9, 20, 31, 13, , 
2017/10/10, 19, 31, 13, , 
2017/10/11, 20, 29, 12, , 
2017/10/12, 22, 29, 18, , 
2017/10/13, 24, 8, 18, , 
2017/10/14, 26, , , , 
2017/10/16, 20, 28, 17, , 
2017/10/17, 19, 30, 18, , 
2017/10/18, 22, 19, 15, , 
2017/10/19, 14, 21, 19, , 
2017/10/20, 9, 31, 16, , 
2017/10/21, 16, 26, 8, , 
2017/10/22, 12, 28, 13, , 
2017/10/23, 9, 17, 28, , 
2017/10/24, 16, 25, 25, , 
2017/10/25, 21, 30, 24, , 
2017/10/26, 24, 28, 21, , 
2017/10/27, 30, 29, 9, , 
2017/10/28, 31, 25, 9, , 
2017/10/29, 19, 21, 14, , 
2017/10/30, 13, 16, 20, , 
2017/10/31, 14, 22, 19, , 
2017/11/1, 21, 26, 16, , 
2017/11/2, 20, 25, 22, , 
2017/11/3, 16, 27, 16, , 
2017/11/4, 18, 22, 4, , 
2017/11/5, 13, 25, 8, , 
2017/11/6, 5, 24, 11, , 
2017/11/7, 6, 17, 16, , 
2017/11/8, 12, 19, 15, , 
2017/11/9, 4, 21, 20, , 
2017/11/10, 5, 20, 12, , 
2017/11/11, 14, 22, 9, , 
2017/11/12, 11, 26, 11, , 
2017/11/13, 11, 23, 17, , 
2017/11/14, 10, 21, 9, , 
2017/11/15, 18, 15, 30, , 
2017/11/17, 30, 19, 24, , 
2017/11/18, 40, 21, 15, , 
2017/11/19, 36, 16, 24, , 
2017/11/20, 31, 15, 30, , 
2017/11/21, 32, 24, 15, , 
2017/11/22, 31, 23, 18, , 
2017/11/23, 29, 17, 23, , 
2017/11/24, 39, 22, 11, , 
2017/11/25, 25, 21, 9, , 
2017/11/26, 15, 18, 15, , 
2017/11/27, 10, 20, 13, , 
2017/11/28, 12, 14, 20, , 
2017/11/29, 24, 17, 14, , 
2017/11/30, 22, 21, 15, , 
2017/12/1, 13, 22, 10, , 
2017/12/2, 11, 22, 8, , 
2017/12/3, 12, 18, 15, , 
2017/12/4, 12, 14, 19, , 
2017/12/5, 17, 21, 17, , 
2017/12/6, 20, 23, 16, , 
2017/12/7, 21, 19, 14, , 
2017/12/8, 24, 19, 12, , 
2017/12/9, 25, 20, 11, , 
2017/12/10, 12, 25, 11, , 
2017/12/11, 12, 18, 15, , 
2017/12/12, 8, 15, 12, , 
2017/12/13, 10, 16, 16, , 
2017/12/14, 11, 22, 11, , 
2017/12/15, 11, 21, 8, , 
2017/12/16, 8, 19, 13, , 
2017/12/17, 8, 15, 10, , 
2017/12/18, 9, 13, 23, , 
2017/12/19, 14, 12, 20, , 
2017/12/20, 18, 10, 23, , 
2017/12/21, 21, 14, 9, , 
2017/12/22, 19, 15, 10, , 
2017/12/23, 16, 13, 13, , 
2017/12/24, 11, , , , 
2017/12/27, 8, 12, 18, , 
2017/12/28, 9, 12, 19, , 
2017/12/29, 11, 13, 13, , 
2017/12/30, 9, 7, 8, , 
2017/12/31, 10, , 5, , 
2017/7/1, 10, 33, 6, , 
2017/7/2, 10, 36, 16, , 
2017/7/3, 14, 34, 18, , 
2017/7/4, 17, 23, 20, , 
2017/7/5, 15, 30, 13, , 
2017/7/6, 20, 39, 14, , 
2017/7/7, 22, 22, 18, , 
2017/7/8, 21, 37, 3, , 
2017/7/9, 20, 41, 13, , 
2017/7/10, 21, 34, 9, , 
2017/7/11, 22, 39, 10, , 
2017/7/12, 25, 34, 7, , 
2017/7/13, 24, 25, 12, , 
2017/7/14, 21, 39, 11, , 
2017/7/15, 22, 42, 10, , 
2017/7/16, 26, 37, 6, , 
2017/7/17, 22, 39, 10, , 
2017/7/18, 20, 24, 14, , 
2017/7/19, 20, 42, 4, , 
2017/7/20, 23, 27, 10, , 
2017/7/21, 20, 44, 8, , 
2017/7/22, 23, 34, 8, , 
2017/7/23, 21, 48, 9, , 
2017/7/24, 18, 32, 6, , 
2017/7/25, 15, 30, 13, , 
2017/7/26, 17, 33, 15, , 
2017/7/27, 19, 5, 19, , 
2017/7/28, 23, 31, 10, , 
2017/7/29, 13, 31, 14, , 
2017/7/30, 14, 31, 10, , 
2017/7/31, 21, 28, 11, , 
2017/8/1, 32, 30, 15, , 
2017/8/2, 35, 30, 22, , 
2017/8/3, 42, 16, 22, , 
2017/8/4, 39, 37, 6, , 
2017/8/5, 30, 33, 8, , 
2017/8/6, 23, 28, 7, , 
2017/8/7, 18, 33, 7, , 
2017/8/8, 19, 17, 9, , 
2017/8/9, 17, 38, 10, , 
2017/8/10, 10, 33, 6, , 
2017/8/11, 12, 40, 7, , 
2017/8/12, 15, 35, 7, , 
2017/8/13, 14, 36, 9, , 
2017/8/14, 12, 37, 9, , 
2017/8/15, 14, 34, 9, , 
2017/8/16, 19, 37, 15, , 
2017/8/17, 18, 38, 11, , 
2017/8/18, 23, 32, 8, , 
2017/8/19, 20, 33, 4, , 
2017/8/20, 16, 36, 11, , 
2017/8/21, 20, 34, 12, , 
2017/8/22, 22, 37, 16, , 
2017/8/23, 19, 38, 14, , 
2017/8/24, 19, 30, 20, , 
2017/8/25, 17, 32, 7, , 
2017/8/26, 20, 33, 10, , 
2017/8/27, 25, 32, 15, , 
2017/8/28, 27, 33, 11, , 
2017/8/29, 29, 45, 8, , 
2017/8/30, 20, 30, 12, , 
2017/8/31, 13, 33, 11, , 
2017/9/1, 11, 36, 5, , 
2017/9/2, 12, 34, 8, , 
2017/9/3, 11, 36, 13, , 
2017/9/4, 14, 37, 13, , 
2017/9/5, 16, , , , 
2017/9/10, 8, 31, 4, , 
2017/9/11, 8, 26, 7, , 
2017/9/12, 12, 33, 11, , 
2017/9/13, 15, 29, 12, , 
2017/9/14, 18, 15, 14, , 
2017/9/15, 14, 28, 7, , 
2017/9/16, 6, 35, 5, , 
2017/9/17, 7, 29, 9, , 
2017/9/18, 10, 30, 16, , 
2017/9/19, 10, 33, 18, , 
2017/9/20, 13, 32, 19, , 
2017/9/21, 17, 26, 22, , 
2017/9/22, 20, 36, 12, , 
2017/9/23, 17, 37, 9, , 
2017/9/24, 16, 37, 10, , 
2017/9/25, 19, 33, 10, , 
2017/9/26, 15, 28, 20, , 
2017/9/27, 13, 29, 22, , 
2017/9/28, 16, 35, 19, , 
2017/9/29, 18, 31, 14, , 
2017/9/30, 18, 22, 6, , 
2017/4/1, 10, 34, 10, , 
2017/4/2, 7, 32, 12, , 
2017/4/3, 8, 40, 15, , 
2017/4/4, 12, 36, 18, , 
2017/4/5, 15, 35, 12, , 
2017/4/6, 13, 35, 19, , 
2017/4/7, 20, 47, 22, , 
2017/4/8, 28, 45, 20, , 
2017/4/9, 20, 42, 17, , 
2017/4/10, 19, 40, 18, , 
2017/4/11, 25, 43, 13, , 
2017/4/12, 25, 43, 24, , 
2017/4/13, 25, 46, 15, , 
2017/4/14, 31, 38, 14, , 
2017/4/15, 24, 36, 8, , 
2017/4/16, 21, 38, 12, , 
2017/4/17, 21, 33, 14, , 
2017/4/18, 29, 38, 12, , 
2017/4/19, 23, 41, 16, , 
2017/4/20, 20, 45, 16, , 
2017/4/21, 18, 50, 13, , 
2017/4/22, 16, 48, 14, , 
2017/4/23, 23, 45, 24, , 
2017/4/24, 23, 47, 12, , 
2017/4/25, 21, 28, 13, , 
2017/4/26, 23, 19, 17, , 
2017/4/27, 11, 36, 12, , 
2017/4/28, 12, 43, 12, , 
2017/4/29, 4, 38, 4, , 
2017/5/1, 1, 35, 17, , 
2017/5/2, 5, 30, 14, , 
2017/5/3, 12, 36, 12, , 
2017/5/4, 17, 37, 11, , 
2017/5/5, 17, 42, 5, , 
2017/5/6, 17, 41, 7, , 
2017/5/7, 16, 35, 19, , 
2017/5/8, 18, 37, 16, , 
2017/5/9, 21, 39, 12, , 
2017/5/10, 20, 40, 11, , 
2017/5/11, 19, 37, 8, , 
2017/5/12, 13, 36, 5, , 
2017/5/13, 8, 37, 10, , 
2017/5/14, 9, 34, 17, , 
2017/5/15, 12, 39, 17, , 
2017/5/16, 17, 37, 25, , 
2017/5/17, 20, 37, 14, , 
2017/5/18, 16, 34, 6, , 
2017/5/19, 10, 39, 6, , 
2017/5/20, 10, 41, 10, , 
2017/5/21, 14, 39, 15, , 
2017/5/22, 14, 37, 20, , 
2017/5/23, 20, 43, 21, , 
2017/5/24, 24, 26, 22, , 
2017/5/25, 24, 14, 13, , 
2017/5/29, 17, 39, 18, , 
2017/5/30, 17, 42, 16, , 
2017/5/31, 18, 29, 26, , 
2017/6/1, 21, 32, 15, , 
2017/6/2, 23, 42, 10, , 
2017/6/3, 21, 35, 7, , 
2017/6/4, 15, 33, 6, , 
2017/6/5, 10, 39, 9, , 
2017/6/6, 11, 28, 8, , 
2017/6/7, 19, 32, 9, , 
2017/6/8, 23, 28, 16, , 
2017/6/9, 23, 39, 22, , 
2017/6/10, 23, 43, 18, , 
2017/6/11, 17, 41, 24, , 
2017/6/12, 18, 39, 25, , 
2017/6/13, 22, 46, 18, , 
2017/6/14, 21, 43, 33, , 
2017/6/15, 21, 50, 20, , 
2017/6/16, 28, 41, 12, , 
2017/6/17, 24, 51, 12, , 
2017/6/18, 22, 41, 13, , 
2017/6/19, 11, 46, 7, , 
2017/6/20, 20, 47, 18, , 
2017/6/21, 24, 35, 17, , 
2017/6/22, 26, 41, 13, , 
2017/6/23, 21, 41, 13, , 
2017/6/24, 35, 27, 9, , 
2017/6/25, 23, 37, 14, , 
2017/6/26, 20, 38, 9, , 
2017/6/27, 22, 36, 7, , 
2017/6/28, 23, 34, 8, , 
2017/6/29, 13, 33, 8, , 
2017/6/30, 11, 35, 6, , 
2017/1/2, 16, 9, 21, , 
2017/1/3, 20, 19, 14, , 
2017/1/4, 30, 15, 19, , 
2017/1/5, 24, 21, 14, , 
2017/1/6, 24, 16, 21, , 
2017/1/7, 24, 19, 17, , 
2017/1/8, 28, 17, 13, , 
2017/1/9, 24, 18, 17, , 
2017/1/10, 16, 23, 22, , 
2017/1/11, 19, 20, 15, , 
2017/1/12, 16, 26, 12, , 
2017/1/13, 16, 28, 10, , 
2017/1/14, 10, 28, 10, , 
2017/1/15, 7, 23, 17, , 
2017/1/16, 9, 28, 15, , 
2017/1/17, 11, 21, 17, , 
2017/1/18, 17, 26, 11, , 
2017/1/19, 21, 27, 9, , 
2017/1/20, 18, 29, 7, , 
2017/1/21, 13, 32, 5, , 
2017/1/22, 13, 25, 14, , 
2017/1/23, 6, 15, 17, , 
2017/1/24, 14, 14, 22, , 
2017/1/25, 24, 22, 21, , 
2017/1/26, 20, 15, 26, , 
2017/1/27, 26, 26, 12, , 
2017/1/28, 14, 26, 9, , 
2017/1/29, 10, 9, 27, , 
2017/1/30, 11, 21, 11, , 
2017/2/1, 26, 18, 18, , 
2017/2/2, 32, 28, 11, , 
2017/2/3, 19, 29, 9, , 
2017/2/4, 12, 32, 4, , 
2017/2/5, 9, 32, 6, , 
2017/2/6, 7, 16, 19, , 
2017/2/7, 10, 29, 11, , 
2017/2/8, 12, 27, 15, , 
2017/2/9, 8, 25, 24, , 
2017/2/10, 12, 33, 11, , 
2017/2/11, 17, 36, 4, , 
2017/2/12, 24, 38, 7, , 
2017/2/13, 38, 28, 13, , 
2017/2/14, 32, 31, 11, , 
2017/2/15, 19, 24, 19, , 
2017/2/16, 26, 19, 24, , 
2017/2/17, 29, 30, 19, , 
2017/2/18, 35, 36, 11, , 
2017/2/19, 24, 24, 10, , 
2017/2/20, 26, 27, 16, , 
2017/2/21, 30, 24, 32, , 
2017/2/22, 27, 21, 27, , 
2017/2/23, 33, 6, 23, , 
2017/2/24, 42, 2, 21, , 
2017/2/25, 33, , , , 
2017/2/28, 18, 31, 10, , 
2017/3/1, 9, 25, 25, , 
2017/3/2, 19, 32, 12, , 
2017/3/3, 28, 34, 5, , 
2017/3/4, 14, 28, 10, , 
2017/3/5, 7, 29, 7, , 
2017/3/6, 6, 31, 9, , 
2017/3/7, 12, 25, 16, , 
2017/3/8, 20, 28, 29, , 
2017/3/9, 28, 28, 31, , 
2017/3/10, 35, 35, 25, , 
2017/3/11, 32, 38, 13, , 
2017/3/12, 25, 31, 11, , 
2017/3/13, 21, 34, 17, , 
2017/3/14, 21, 36, 27, , 
2017/3/15, 33, 34, 39, , 
2017/3/16, 42, 38, 36, , 
2017/3/17, 34, 41, 31, , 
2017/3/18, 37, 41, 25, , 
2017/3/19, 41, 34, 30, , 
2017/3/20, 24, 27, 21, , 
2017/3/21, 29, 34, 10, , 
2017/3/22, 20, 34, 9, , 
2017/3/23, 15, 26, 18, , 
2017/3/24, 12, , , , 
2017/3/27, 15, 33, 21, , 
2017/3/28, 17, 35, 20, , 
2017/3/29, 20, 28, 25, , 
2017/3/30, 19, 37, 18, , 
2017/3/31, 18, 31, 10, , 
2016/10/1, 19, 34, 8, , 
2016/10/2, 20, 28, 12, , 
2016/10/3, 16, 25, 19, , 
2016/10/4, 18, 35, 15, , 
2016/10/5, 18, 22, 21, , 
2016/10/6, 17, 29, 17, , 
2016/10/7, 11, 17, 14, , 
2016/10/8, 16, , , , 
2016/10/10, 19, 21, 22, , 
2016/10/11, 20, 12, 10, , 
2016/10/12, 15, 7, 19, , 
2016/10/13, 11, , , , 
2016/10/18, 20, 31, 9, , 
2016/10/20, 15, 14, 12, , 
2016/10/21, 14, , , , 
2016/10/25, 33, 3, 28, , 
2016/10/26, 46, 18, 18, , 
2016/10/27, 52, 15, 24, , 
2016/10/28, 33, 9, 28, , 
2016/10/29, 39, 24, 13, , 
2016/10/30, 48, 11, 20, , 
2016/10/31, 39, 21, 15, , 
2016/11/1, 28, 13, 25, , 
2016/11/2, 23, 26, 19, , 
2016/11/3, 32, 19, 21, , 
2016/11/4, 37, 20, 13, , 
2016/11/5, 29, , , , 
2016/11/8, 11, 24, 7, , 
2016/11/9, 11, 21, 8, , 
2016/11/10, 12, 21, 8, , 
2016/11/11, 11, 17, 17, , 
2016/11/12, 18, 16, 13, , 
2016/11/13, 18, 13, 15, , 
2016/11/14, 19, 17, 17, , 
2016/11/15, 14, 4, 30, , 
2016/11/16, 23, 10, 26, , 
2016/11/17, 29, 22, 20, , 
2016/11/18, 31, 26, 12, , 
2016/11/19, 29, , , , 
2016/11/21, 22, 17, 20, , 
2016/11/22, 24, 23, 9, , 
2016/11/23, 33, 21, 11, , 
2016/11/24, 18, 17, 13, , 
2016/11/25, 9, , , , 
2016/11/28, 11, 12, 16, , 
2016/11/29, 21, 25, 19, , 
2016/11/30, 20, 12, 14, , 
2016/12/1, 20, 7, 24, , 
2016/12/2, 19, , , , 
2016/12/8, 21, 20, 8, , 
2016/12/9, 15, 24, 6, , 
2016/12/10, 13, , , , 
2016/12/12, 18, , , , 
2016/12/14, 25, 11, 26, , 
2016/12/15, 30, 21, 19, , 
2016/12/16, 30, 26, 11, , 
2016/12/17, 17, 21, 12, , 
2016/12/18, 20, 22, 13, , 
2016/12/19, 18, 24, 9, , 
2016/12/20, 9, 20, 11, , 
2016/12/21, 8, , , , 
2016/12/23, 12, , , , 
2016/12/25, 7, 3, 23, , 
2016/12/26, 9, , , , 
2016/12/28, 25, 11, 24, , 
2016/12/30, 24, 23, 21, , 
2016/12/31, 24, , , , 
2016/7/1, 27, 36, 11, , 
2016/7/2, 23, 30, 10, , 
2016/7/3, 17, 31, 18, , 
2016/7/4, 22, 37, 18, , 
2016/7/5, 24, 43, 10, , 
2016/7/6, 21, 42, 13, , 
2016/7/7, 23, 47, 16, , 
2016/7/8, 26, 60, 15, , 
2016/7/9, 27, 54, 8, , 
2016/7/10, 24, 47, 11, , 
2016/7/11, 25, 36, 6, , 
2016/7/12, 19, 35, 7, , 
2016/7/13, 15, 35, 6, , 
2016/7/14, 16, 37, 7, , 
2016/7/15, 19, 39, 10, , 
2016/7/16, 21, 48, 7, , 
2016/7/17, 18, 34, 17, , 
2016/7/18, 17, 44, 11, , 
2016/7/19, 18, 42, 15, , 
2016/7/20, 22, 38, 14, , 
2016/7/21, 35, 38, 14, , 
2016/7/22, 31, 46, 8, , 
