Fecha,Estado_Actual
2018-01-01,1.4763369084227105
2018-01-02,1.7830588912058676
2018-01-03,1.8319375849974948
2018-01-04,1.826062756557434
2018-01-05,1.8270707909487234
2018-01-06,1.5952851599677869
2018-01-07,1.5576495028936044
2018-01-08,1.8651830581478823
2018-01-09,1.878196355254628
2018-01-10,1.9056212404065547
2018-01-11,1.9149464425054976
2018-01-12,1.942275777473122
2018-01-13,1.6564735075171508
2018-01-14,1.519168970928929
2018-01-15,1.889663354589945
2018-01-16,1.9177939646201874
2018-01-17,1.899334683251374
2018-01-18,1.9252733026467204
2018-01-19,1.9091771722922597
2018-01-20,1.703519560382049
2018-01-21,1.5620083901415835
2018-01-22,1.8916259410910052
2018-01-23,1.915490018779996
2018-01-24,1.9225265739983646
2018-01-25,1.9356922019924425
2018-01-26,2.006267317588072
2018-01-27,1.648177939427852
2018-01-28,1.518282246771433
2018-01-29,1.891102558297487
2018-01-30,1.9059339678762641
2018-01-31,1.923472385428907
2018-02-01,1.9646297521876608
2018-02-02,1.9550732651368536
2018-02-03,1.6509976567492721
2018-02-04,1.515
2018-02-05,1.9568324757004003
2018-02-06,1.9235831526788478
2018-02-07,1.9341354417325543
2018-02-08,1.964280998283375
2018-02-09,1.982186652897896
2018-02-10,1.6413717870048408
2018-02-11,1.5573684210526315
2018-02-12,1.9631449631449631
2018-02-13,1.9150204081632654
2018-02-14,1.9132547864506628
2018-02-15,1.9385939741750358
2018-02-16,1.9509331096665967
2018-02-17,1.6655751125665166
2018-02-18,1.5416857186404511
2018-02-19,1.9657142857142857
2018-02-20,1.9450381679389313
2018-02-21,1.9528802673831838
2018-02-22,1.9317791573107912
2018-02-23,1.9748791612771461
2018-02-24,1.6947936549726847
2018-02-25,1.6044908848377057
2018-02-26,1.9606153846153846
2018-02-27,1.9261439282460935
2018-02-28,1.8385938769981034
2018-03-01,2.0112894805533803
2018-03-02,2.0710071789039732
2018-03-03,1.695949535192563
2018-03-04,1.590461493239271
2018-03-05,1.9473879489462749
2018-03-06,1.9509584086799276
2018-03-07,1.9874553180009442
2018-03-08,1.9956179441473558
2018-03-09,1.9635913993267844
2018-03-10,1.7031004429204173
2018-03-11,1.8214585079631183
2018-03-12,1.9252042740414834
2018-03-13,1.9160724472333144
2018-03-14,2.0038311353422236
2018-03-15,1.941515650741351
2018-03-16,1.9553455242791589
2018-03-17,1.7293100922806504
2018-03-18,1.6096460521197977
2018-03-19,1.9425833710577938
2018-03-20,1.9969997856989785
2018-03-21,1.94927042138279
2018-03-22,1.9612149857510253
2018-03-23,2.006987385604749
2018-03-24,1.6559021675454013
2018-03-25,1.5659457812975937
2018-03-26,1.8380629867930918
2018-03-27,1.7887489012598887
2018-03-28,1.8408894645941278
2018-03-29,1.7154431216931216
2018-03-30,1.4511200755299973
2018-03-31,1.5377831838224114
2018-04-01,1.5543185621771083
2018-04-02,1.5006277463904583
2018-04-03,1.8739026930516292
2018-04-04,1.965415291529153
2018-04-05,1.9572739187418087
2018-04-06,2.012563690933203
2018-04-07,1.665105206573491
2018-04-08,1.5293277244225731
2018-04-09,1.929985696002409
2018-04-10,1.9497876778663488
2018-04-11,2.021446563512055
2018-04-12,1.959355547418528
2018-04-13,1.996950555434546
2018-04-14,1.7270156562521553
2018-04-15,1.707883590654461
2018-04-16,1.951865057597367
2018-04-17,1.961675255861218
2018-04-18,2.0079112806385533
2018-04-19,1.9800068941744227
2018-04-20,2.0120344988968375
2018-04-21,1.69349701393497
2018-04-22,1.618815896188159
2018-04-23,1.9876971846931843
2018-04-24,1.9329730541169405
2018-04-25,1.9923525127458122
2018-04-26,2.019245226281762
2018-04-27,2.186745919091554
2018-04-28,1.6715407110974296
2018-04-29,1.4991300024857073
2018-04-30,1.8151733607964298
2018-05-01,1.4872430022293783
2018-05-02,1.9701744513224535
2018-05-03,2.006124415083953
2018-05-04,2.0084654662725074
2018-05-05,1.7377153797064455
2018-05-06,1.7230687455705174
2018-05-07,1.9833699195104104
2018-05-08,1.95993083746805
2018-05-09,1.9680391592283328
2018-05-10,2.006493027374013
2018-05-11,2.043249521727248
