date,pm10,no2,year,month,day,month-day,ndia
2019-10-15,21.0,21.0,2019,10,15,1900-10-15,653
2019-10-16,18.0,27.0,2019,10,16,1900-10-16,654
2019-10-17,34.0,27.0,2019,10,17,1900-10-17,655
2019-10-18,34.0,24.0,2019,10,18,1900-10-18,656
2019-10-19,33.0,15.0,2019,10,19,1900-10-19,657
2019-10-20,28.0,15.0,2019,10,20,1900-10-20,658
2019-10-21,18.0,12.0,2019,10,21,1900-10-21,659
2019-10-22,12.0,16.0,2019,10,22,1900-10-22,660
2019-10-23,21.0,17.0,2019,10,23,1900-10-23,661
2019-10-24,23.0,22.0,2019,10,24,1900-10-24,662
2019-10-25,18.0,19.0,2019,10,25,1900-10-25,663
2019-10-26,22.0,19.0,2019,10,26,1900-10-26,664
2019-10-27,21.0,24.0,2019,10,27,1900-10-27,665
2019-10-28,28.0,23.0,2019,10,28,1900-10-28,666
2019-10-29,30.0,28.0,2019,10,29,1900-10-29,667
2019-10-30,37.0,24.0,2019,10,30,1900-10-30,668
2019-10-31,32.0,20.0,2019,10,31,1900-10-31,669
2019-11-01,29.0,18.0,2019,11,1,1900-11-01,670
2019-11-02,23.0,6.0,2019,11,2,1900-11-02,671
2019-11-03,16.0,17.0,2019,11,3,1900-11-03,672
2019-11-04,19.0,7.0,2019,11,4,1900-11-04,673
2019-11-05,22.0,9.0,2019,11,5,1900-11-05,674
2019-11-06,19.0,17.0,2019,11,6,1900-11-06,675
2019-11-07,21.0,10.0,2019,11,7,1900-11-07,676
2019-11-08,26.0,9.0,2019,11,8,1900-11-08,677
2019-11-09,20.0,8.0,2019,11,9,1900-11-09,678
2019-11-10,17.0,11.0,2019,11,10,1900-11-10,679
2019-11-11,9.0,16.0,2019,11,11,1900-11-11,680
2019-11-12,15.0,21.0,2019,11,12,1900-11-12,681
2019-11-13,19.0,23.0,2019,11,13,1900-11-13,682
2019-11-14,20.0,17.0,2019,11,14,1900-11-14,683
2019-11-15,16.0,11.0,2019,11,15,1900-11-15,684
2019-11-16,12.0,10.0,2019,11,16,1900-11-16,685
2019-11-17,9.0,18.0,2019,11,17,1900-11-17,686
2019-11-18,17.0,19.0,2019,11,18,1900-11-18,687
2019-11-19,18.0,25.0,2019,11,19,1900-11-19,688
2019-11-20,27.0,23.0,2019,11,20,1900-11-20,689
2019-11-21,29.0,23.0,2019,11,21,1900-11-21,690
2019-11-22,21.0,8.0,2019,11,22,1900-11-22,691
2019-11-23,13.0,8.0,2019,11,23,1900-11-23,692
2019-11-24,8.0,22.0,2019,11,24,1900-11-24,693
2019-11-25,15.0,26.0,2019,11,25,1900-11-25,694
2019-11-26,29.0,22.0,2019,11,26,1900-11-26,695
2019-11-27,23.0,24.0,2019,11,27,1900-11-27,696
2019-11-28,18.0,16.0,2019,11,28,1900-11-28,697
2019-11-29,18.0,24.0,2019,11,29,1900-11-29,698
2019-11-30,19.0,16.0,2019,11,30,1900-11-30,699
2019-12-01,19.0,27.0,2019,12,1,1900-12-01,700
2019-12-02,20.0,19.0,2019,12,2,1900-12-02,701
2019-12-03,31.0,10.0,2019,12,3,1900-12-03,702
2019-12-04,21.0,18.0,2019,12,4,1900-12-04,703
2019-12-05,12.0,24.0,2019,12,5,1900-12-05,704
2019-12-06,14.0,19.0,2019,12,6,1900-12-06,705
2019-12-07,16.0,12.0,2019,12,7,1900-12-07,706
2019-12-08,16.0,16.0,2019,12,8,1900-12-08,707
2019-12-09,12.0,23.0,2019,12,9,1900-12-09,708
2019-12-10,20.0,23.0,2019,12,10,1900-12-10,709
2019-12-11,27.0,13.0,2019,12,11,1900-12-11,710
2019-12-12,17.0,7.0,2019,12,12,1900-12-12,711
2019-12-13,11.0,10.0,2019,12,13,1900-12-13,712
2019-12-14,13.0,16.0,2019,12,14,1900-12-14,713
2019-12-15,11.0,23.0,2019,12,15,1900-12-15,714
2019-12-16,16.0,22.0,2019,12,16,1900-12-16,715
2019-12-17,47.0,20.0,2019,12,17,1900-12-17,716
2019-12-18,85.0,23.0,2019,12,18,1900-12-18,717
2019-12-19,63.0,26.0,2019,12,19,1900-12-19,718
2019-12-20,40.0,22.0,2019,12,20,1900-12-20,719
2019-12-21,20.0,5.0,2019,12,21,1900-12-21,720
2019-12-22,13.0,15.0,2019,12,22,1900-12-22,721
2019-12-23,11.0,19.0,2019,12,23,1900-12-23,722
2019-12-24,20.0,18.0,2019,12,24,1900-12-24,723
2019-12-25,19.0,15.0,2019,12,25,1900-12-25,724
2019-12-26,18.0,15.0,2019,12,26,1900-12-26,725
2019-12-27,16.0,18.0,2019,12,27,1900-12-27,726
2019-12-28,19.0,16.0,2019,12,28,1900-12-28,727
2019-12-29,23.0,17.641379310344828,2019,12,29,1900-12-29,728
2019-12-30,23.712691771269178,17.641379310344828,2019,12,30,1900-12-30,729
2019-12-31,23.712691771269178,15.0,2019,12,31,1900-12-31,730
