date,pm10,no2,year,month,day,week,season,season_name,diadelasemana,findesemana,PCA1,PCA2,PCA3,PCA4,PCA5
2018-01-01,10.0,24.0,2018,1,1,1,1,Winter,0,0,7.005025872313524,-7.604517834070599,2.98387725962726,-6.0942416856596715,9.56614857730218
2018-01-02,11.0,10.0,2018,1,2,1,1,Winter,1,0,6.181327499009804,-10.888738090350644,2.8743744865057224,-4.333691757681999,2.991142437945818
2018-01-03,10.0,7.0,2018,1,3,1,1,Winter,2,0,6.7848898799777455,-5.473226354031746,1.930778874832457,-2.179049967984325,10.559992842689786
2018-01-04,11.0,14.0,2018,1,4,1,1,Winter,3,0,6.546627402027287,-0.5644002280096473,-0.3371023477282479,0.5427016439338225,10.658898123381066
2018-01-05,10.0,20.0,2018,1,5,1,1,Winter,4,0,5.535733179576811,8.13866427067319,-3.3151620120433662,-1.744503741893485,2.732664344466264
2018-01-06,15.0,10.0,2018,1,6,1,1,Winter,5,1,-15.83032031090903,20.581151589257807,-5.019549634470339,-7.480162825123758,6.336100171608547
2018-01-07,22.0,23.0,2018,1,7,1,1,Winter,6,1,-3.788639854487586,19.001302764740075,-0.14519537524329965,-7.04724061594252,2.421448086556164
2018-01-08,15.0,16.0,2018,1,8,2,1,Winter,0,0,-23.069851980646934,5.300761986130392,-3.150499438864531,-7.7051146776075745,-5.0247341679346995
2018-01-09,13.0,14.0,2018,1,9,2,1,Winter,1,0,9.008666955808698,0.19354796065938706,-0.3075330637630413,-6.622431105558965,-1.2809777909871418
2018-01-10,10.0,15.0,2018,1,10,2,1,Winter,2,0,2.9694639171501396,1.1827046877825453,-0.5986005892475923,-7.048018761504469,-0.8942301490086001
2018-01-11,23.712691771269174,23.0,2018,1,11,2,1,Winter,3,0,9.0233039744289,-0.012594986930494694,-0.5055364726586853,-6.02651997423505,-1.9804243219050006
2018-01-12,11.0,28.0,2018,1,12,2,1,Winter,4,0,11.278780500661222,-7.616639743869483,1.9175094900498235,-7.057926933953665,-1.832116573801533
2018-01-13,19.0,13.0,2018,1,13,2,1,Winter,5,1,-4.100354468700657,-1.972551867915091,7.191870478432927,-8.846831140889767,1.9368702125226147
2018-01-14,15.0,18.0,2018,1,14,2,1,Winter,6,1,-0.8695654773819217,-2.0898353086420003,-0.10456476558006506,-7.413696446403247,-2.593576903317436
2018-01-15,9.0,18.0,2018,1,15,3,1,Winter,0,0,5.303841634001332,-9.645218235209065,2.6259902759899334,-7.632489527471323,0.4345796871876685
2018-01-16,10.0,4.0,2018,1,16,3,1,Winter,1,0,8.024075551505272,-4.837707902575352,0.8917473303489266,-4.366504324718024,2.4125632854465855
2018-01-17,12.0,28.0,2018,1,17,3,1,Winter,2,0,74.73734576488677,-1.394792350650037,4.342673256637507,-1.7766661265023678,8.302464512359602
2018-01-18,13.0,27.0,2018,1,18,3,1,Winter,3,0,3.3114055499677484,-10.350359423155316,1.9491284618275009,-5.415388610021965,-1.6666454547654308
2018-01-19,19.0,12.0,2018,1,19,3,1,Winter,4,0,12.177949633691105,-3.8372013833533463,2.0425633748322416,-8.990542551113226,-0.12954953617178863
2018-01-20,24.0,8.0,2018,1,20,3,1,Winter,5,1,1.9822135425772847,-3.72473989943776,0.580372100952634,-4.994270024409619,3.3488009012274276
2018-01-21,8.0,14.0,2018,1,21,3,1,Winter,6,1,6.686545900987594,-1.8330859326544937,-0.08332952878613824,-0.4464213397045076,8.249464670468347
2018-01-22,10.0,21.0,2018,1,22,4,1,Winter,0,0,10.023178427815406,-8.130067708969406,1.2544212669147092,-1.2621947056143097,2.8289641720402114
2018-01-23,17.0,25.0,2018,1,23,4,1,Winter,1,0,9.389457769838641,-14.299740203107127,2.9999502805954976,-3.8648356896493317,-1.4263970342267673
2018-01-24,21.0,28.0,2018,1,24,4,1,Winter,2,0,0.46009206842299105,-15.754694981218057,3.284044951991607,-5.235940092060896,-1.3720618287707829
2018-01-25,20.0,10.0,2018,1,25,4,1,Winter,3,0,-0.5307205501467983,-0.28529799253713706,17.381788814511484,-3.9969476161831174,-1.3289802609163284
2018-01-26,16.0,17.641379310344828,2018,1,26,4,1,Winter,4,0,-14.761826931100439,5.336160600912153,19.31658973009426,-5.994663491448906,-0.1949585215871328
2018-01-27,23.712691771269174,17.641379310344828,2018,1,27,4,1,Winter,5,1,-15.5744577936495,-15.16518314797326,4.520809600362253,-9.627708916877621,5.537891453197958
2018-01-28,23.712691771269174,35.0,2018,1,28,4,1,Winter,6,1,-18.26922002243154,-26.722675876997975,6.022623747554391,-5.737428225571849,2.044452368813953
2018-01-29,19.0,34.0,2018,1,29,5,1,Winter,0,0,-2.2611884108345524,-25.38078699422899,6.259549027875568,-6.171934517705436,1.0137744838871927
2018-01-30,22.0,29.0,2018,1,30,5,1,Winter,1,0,-1.3924859015548936,-19.39525777687758,4.426459709296352,-6.359609358128492,-1.2117810225908647
2018-01-31,24.0,27.0,2018,1,31,5,1,Winter,2,0,2.2045972698265563,-7.969669254431088,1.9015136529390728,-6.868014772282494,2.2289170466711976
2018-02-01,19.0,24.0,2018,2,1,5,1,Winter,3,0,-12.407269856691327,8.36737528711237,5.136078694885021,-10.094162449942896,1.7046003590043588
2018-02-02,9.0,10.0,2018,2,2,5,1,Winter,4,0,10.788893336559896,12.060385992143228,-2.8353214232935207,-9.530912080600649,-4.395757329565728
2018-02-03,7.0,12.0,2018,2,3,5,1,Winter,5,1,5.7803160263189195,7.196030774407157,-1.6536269465713858,-8.486664780949456,1.3507809900184247
2018-02-04,8.0,24.0,2018,2,4,5,1,Winter,6,1,-17.958106465900187,11.605156182541315,13.4957451507549,-7.812546748488471,5.346826876074746
2018-02-05,8.0,17.0,2018,2,5,6,1,Winter,0,0,-15.839082695331847,13.947373391576315,9.714382096868835,-8.038932644516633,1.3144496073334362
2018-02-06,20.0,11.0,2018,2,6,6,1,Winter,1,0,-16.306238920272786,11.898922839296338,-3.0301992673307154,-9.798762739412552,-2.528732158660982
2018-02-07,15.0,21.0,2018,2,7,6,1,Winter,2,0,-2.9963340618701655,4.190835827918983,-2.1004409138518394,-8.53711187933491,-4.0316772057099906
2018-02-08,12.0,24.0,2018,2,8,6,1,Winter,3,0,-15.679803164856752,-3.19421060732544,1.9932268523379961,-14.63110390589514,-1.5437650952903885
2018-02-09,13.0,18.0,2018,2,9,6,1,Winter,4,0,-1.7672808499323116,-2.51204237185832,0.8150099613580506,-10.858315544750248,-2.4968183939682533
2018-02-10,4.0,17.0,2018,2,10,6,1,Winter,5,1,9.040781999279227,-0.7021886811135039,-0.015835064833401104,-7.340638767156785,-0.35805546828209356
2018-02-11,2.0,20.0,2018,2,11,6,1,Winter,6,1,5.9888425539778085,0.5808128228130338,0.7749862932582404,-7.0081766654375635,-2.2259198128993396
2018-02-12,3.0,20.0,2018,2,12,7,1,Winter,0,0,74.29771126404647,6.298190100566659,18.26710052858413,-5.196193902034646,2.0955002465428554
2018-02-13,8.0,24.0,2018,2,13,7,1,Winter,1,0,5.11621890674732,-0.3973674128542874,1.0181952900536735,-11.175252001434359,0.7505096853233579
2018-02-14,13.0,28.0,2018,2,14,7,1,Winter,2,0,8.168366541366,-0.5893961175030241,1.2932144497493514,-11.14836574439589,-1.768624850174553
2018-02-15,31.0,31.0,2018,2,15,7,1,Winter,3,0,-2.7018927245303637,-8.963168785763463,0.7223502534141437,-4.780395435731047,-3.8580603631725086
