fecha,pm10,no2,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presmax,presmin,intensidad
2019-06-09,13.5,13.0,20.7,0.0,14.0,27.35,23.0,2.8,13.3,13.0,939.3,935.85,145.0
2019-06-10,12.5,9.5,20.05,0.0,13.85,26.2,29.0,2.2,9.2,13.3,938.9,934.4,207.0
2019-06-11,9.5,13.5,17.5,0.0,13.5,21.5,9.0,3.6,10.8,8.6,936.35,932.8,204.0
2019-06-12,16.0,14.0,17.45,0.0,9.75,25.2,23.0,1.7,9.4,13.5,936.45,931.45,210.0
2019-06-13,19.0,14.0,21.25,0.0,13.85,28.7,25.0,2.8,9.4,13.0,934.1,930.35,214.0
2019-06-14,15.5,8.0,19.8,0.0,14.45,25.15,23.0,3.9,13.1,13.0,938.65,932.25,223.0
2019-06-15,14.0,14.0,18.6,0.0,11.65,25.55,21.0,1.4,6.1,13.3,941.35,938.7,164.0
2019-06-16,19.0,19.0,21.700000000000006,0.0,14.25,29.05,24.0,2.5,7.8,10.8,941.5,938.0,144.0
2019-06-17,20.0,15.0,23.65,0.0,15.6,31.7,20.0,1.7,8.6,12.4,940.0,935.45,202.0
2019-06-18,18.0,9.5,25.2,0.0,19.5,31.0,26.0,3.6,12.5,13.4,937.35,935.15,205.0
2019-06-19,16.5,12.0,22.05,0.0,16.85,27.25,22.0,3.6,11.4,12.9,938.05,936.0,208.0
2019-06-20,15.5,11.0,22.65,0.0,16.55,28.75,24.0,2.5,10.3,11.0,937.05,933.9,215.0
2019-06-21,14.0,10.5,23.700000000000006,0.0,17.85,29.55,4.0,2.8,9.7,12.7,938.55,935.4,220.0
2019-06-22,22.0,16.0,24.15,0.0,16.9,31.45,7.0,2.8,9.2,11.8,939.65,934.45,159.0
2019-06-23,24.5,13.0,26.0,0.0,18.5,33.45,22.0,2.5,8.1,10.6,937.4,933.7,144.0
2019-06-24,23.5,15.0,26.9,0.0,21.15,32.65,18.0,2.2,8.9,8.0,937.4,934.5,196.0
2019-06-25,31.5,14.5,26.700000000000006,0.0,18.700000000000006,34.6,19.0,1.9,9.4,13.3,939.45,935.8,201.0
2019-06-26,44.0,13.0,28.65,0.0,21.75,35.55,14.0,1.9,11.7,13.2,940.0,936.85,207.0
2019-06-27,43.0,14.5,30.65,0.0,22.6,38.7,13.0,4.2,14.4,12.5,940.75,936.75,212.0
2019-06-28,27.0,12.0,32.2,0.0,23.75,40.6,11.0,3.6,10.6,12.7,941.8,936.8,219.0
2019-06-29,29.5,11.0,32.1,0.0,24.35,39.95,12.0,1.9,8.1,13.0,939.5,935.9,159.0
2019-06-30,32.0,15.0,31.6,0.0,25.0,38.15,27.0,1.7,8.3,13.0,940.45,937.5,143.0
2019-07-01,28.5,13.5,29.6,0.0,23.3,35.9,7.0,2.5,12.8,12.1,939.6,936.1,204.0
2019-07-02,26.5,11.0,28.7,0.7,22.4,35.0,9.0,1.1,10.0,13.1,939.15,934.05,199.0
2019-07-03,27.0,9.5,28.6,0.0,21.9,35.2,13.0,2.5,12.8,12.6,937.65,933.85,202.0
2019-07-04,30.0,14.5,27.9,0.0,22.3,33.5,14.0,2.5,10.8,11.5,939.0,935.3,207.0
2019-07-05,22.0,12.5,27.2,0.0,20.5,33.7,22.0,1.9,9.4,13.1,940.5,937.05,209.0
2019-07-06,18.0,10.5,26.6,0.0,19.0,34.9,26.0,2.2,11.4,13.5,939.15,935.05,147.0
2019-07-07,20.5,11.5,26.7,0.0,19.5,34.2,22.0,1.4,7.8,13.3,938.05,932.45,134.0
2019-07-08,17.5,11.5,24.4,0.8,17.6,30.8,28.0,2.2,13.3,12.4,936.7,932.25,208.0
2019-07-09,14.5,14.0,22.8,0.0,16.0,30.1,7.0,2.2,8.9,10.5,939.25,935.5,191.0
2019-07-10,21.0,25.5,25.0,0.0,17.3,32.8,5.0,1.1,7.8,12.9,939.85,936.25,195.0
2019-07-11,28.5,22.0,28.9,0.0,20.4,37.4,22.0,1.7,7.5,13.0,939.15,936.2,206.0
2019-07-12,46.0,14.5,30.9,0.0,22.6,38.8,27.0,1.7,8.6,9.4,939.55,937.0,228.0
2019-07-13,38.5,6.0,29.1,1.2,23.2,35.0,26.0,3.3,12.5,10.6,938.7,933.2,140.0
2019-07-14,17.0,14.0,26.8,0.0,20.0,33.5,7.0,0.8,7.8,12.7,936.6,934.7,127.0
2019-07-15,19.0,13.0,28.0,0.0,19.7,36.2,30.0,3.1,11.4,13.3,937.5,934.6,189.0
2019-07-16,27.5,14.5,28.5,0.0,20.5,36.8,22.0,2.2,8.3,11.8,938.4,933.6,188.0
2019-07-17,25.0,14.5,27.5,0.0,21.7,33.3,22.0,2.2,6.9,10.0,937.3,932.0,192.0
2019-07-18,25.0,14.0,28.2,0.0,21.0,35.7,5.0,1.7,9.7,11.7,938.7,935.45,194.0
2019-07-19,27.0,7.5,30.1,0.0,23.0,37.1,21.0,2.2,9.2,12.6,938.95,934.45,192.0
2019-07-20,33.0,6.0,30.8,0.0,24.3,37.4,23.0,2.2,8.6,12.6,939.0,935.45,134.0
2019-07-21,36.0,10.5,31.2,0.4,23.9,38.2,14.0,1.9,12.5,12.4,943.75,939.2,120.0
2019-07-22,32.5,11.5,30.4,0.0,23.7,37.2,13.0,2.8,10.6,12.5,944.1,939.1,181.0
2019-07-23,31.0,15.5,31.1,0.8,24.5,38.0,21.0,3.1,14.4,8.3,942.15,935.15,182.0
2019-07-24,31.0,18.0,29.5,0.0,22.0,37.0,15.0,1.7,8.1,12.7,939.95,935.25,184.0
2019-07-25,26.0,14.0,29.8,0.0,22.9,36.7,24.0,2.8,11.4,12.8,937.9,934.6,190.0
2019-07-26,13.0,8.0,26.8,0.0,21.7,32.0,22.0,3.1,11.4,12.3,935.5,932.2,189.0
2019-07-27,10.0,5.0,23.0,0.0,18.5,28.1,31.0,3.3,12.2,11.7,934.7,931.25,132.0
2019-07-28,14.0,13.0,23.1,0.0,16.2,30.0,16.0,1.7,8.3,13.0,936.25,932.45,116.0
2019-07-29,14.0,10.0,25.6,0.0,18.5,33.3,23.0,2.5,11.9,13.0,936.7,933.25,180.0
2019-07-30,20.0,6.0,23.7,0.0,16.3,31.5,4.0,1.1,13.3,13.1,941.25,936.3,180.0
2019-07-31,28.5,9.0,26.3,0.4,18.4,34.1,6.0,2.2,11.7,10.4,939.2,933.9,183.0
2019-08-01,25.0,13.0,27.6,0.0,20.5,34.5,25.0,2.5,10.0,12.7,936.95,934.15,172.0
2019-08-02,22.5,11.5,28.0,0.0,20.7,35.6,21.0,1.9,8.3,12.8,938.7,936.15,164.0
2019-08-03,21.0,10.5,28.6,0.0,21.2,36.0,23.0,2.5,10.6,12.9,938.55,934.95,117.0
2019-08-04,21.5,14.0,28.6,0.0,21.3,36.0,24.0,1.9,9.2,12.9,938.55,935.55,104.0
2019-08-05,20.0,11.0,28.4,0.0,20.8,36.3,25.0,2.8,10.3,12.9,938.7,934.95,147.0
2019-08-06,16.0,8.0,28.2,0.0,21.1,35.4,23.0,1.9,10.0,11.9,937.35,933.4,143.0
2019-08-07,13.0,7.0,24.2,0.0,21.5,27.4,25.0,2.5,9.7,0.1,938.25,933.5,144.0
2019-08-08,13.0,4.0,26.0,0.0,18.2,33.8,25.0,2.5,11.4,12.9,938.7,935.75,145.0
2019-08-09,11.0,5.0,26.6,0.0,21.2,31.5,23.0,4.7,15.3,12.8,940.4,936.8,144.0
2019-08-10,13.0,6.0,24.3,0.0,16.6,31.6,24.0,1.9,10.0,12.8,942.25,938.05,106.0
2019-08-11,12.0,7.0,24.4,0.0,19.0,29.9,24.0,3.1,11.4,11.6,940.2,937.25,109.0
2019-08-12,12.0,8.0,21.4,0.0,15.0,28.4,36.0,1.9,11.7,12.8,942.65,939.15,132.0
2019-08-13,14.0,13.0,22.8,0.0,15.4,30.2,7.0,2.2,10.3,12.7,942.8,939.55,132.0
2019-08-14,17.0,10.5,25.3,0.0,17.2,33.4,6.0,1.1,7.5,12.8,943.6,939.6,133.0
2019-08-15,14.0,7.0,28.0,0.0,20.0,36.0,5.0,1.7,10.3,12.9,942.25,938.65,93.0
2019-08-16,17.0,13.5,28.7,0.0,21.2,36.2,7.0,2.2,8.9,12.5,941.5,937.05,120.0
2019-08-17,17.0,13.0,29.4,0.0,22.2,37.2,23.0,2.2,11.1,12.6,939.55,935.3,95.0
2019-08-18,12.0,10.0,27.8,0.0,20.4,35.4,23.0,2.8,12.5,12.3,937.45,934.75,92.0
2019-08-19,13.0,6.0,27.0,0.3,21.2,33.4,9.0,2.2,10.8,10.0,937.95,936.05,135.0
2019-08-20,14.0,7.5,25.2,0.0,20.0,31.0,5.0,3.3,10.0,11.2,942.7,936.95,133.0
2019-08-21,18.5,13.5,24.0,0.9,17.7,30.5,11.0,1.7,15.8,6.7,943.45,939.85,135.0
2019-08-22,17.5,19.0,24.0,0.0,17.0,32.2,12.0,1.7,6.7,12.4,944.1,940.45,136.0
2019-08-23,18.0,17.0,26.2,0.0,19.3,32.6,10.0,0.8,5.3,12.5,944.1,939.9,136.0
2019-08-24,18.5,7.5,27.0,0.0,19.5,34.4,12.0,1.4,7.8,12.3,942.75,938.85,105.0
2019-08-25,16.5,9.5,27.5,3.8,21.4,33.6,12.0,2.8,9.7,9.0,941.0,936.15,99.0
2019-08-26,15.5,12.5,21.0,36.2,14.5,27.9,12.0,1.9,10.3,6.0,939.85,935.25,146.0
2019-08-27,18.5,23.0,21.1,0.0,14.6,27.6,25.0,0.8,6.1,10.8,940.1,938.1,148.0
2019-08-28,21.5,23.0,24.2,0.0,17.5,30.8,23.0,1.7,4.7,12.2,941.3,939.05,154.0
2019-08-29,20.5,16.0,26.0,0.0,19.0,33.0,8.0,0.8,6.9,11.5,943.4,940.8,160.0
2019-08-30,19.5,23.0,26.8,10.6,19.0,34.5,24.0,1.7,12.8,9.9,943.95,940.35,166.0
2019-08-31,20.5,20.0,25.0,0.0,18.0,32.6,15.0,0.6,5.3,10.9,942.05,937.9,129.0
2019-09-01,15.0,12.0,26.2,0.0,19.4,32.5,8.0,1.9,12.2,8.0,938.8,935.9,124.0
2019-09-02,18.0,17.0,25.0,0.0,18.2,31.7,4.0,2.8,11.4,10.7,942.05,939.3,185.0
2019-09-03,19.0,18.5,26.0,0.0,18.6,33.5,24.0,1.7,8.3,10.5,944.0,940.35,189.0
2019-09-04,17.0,7.0,26.1,0.0,19.5,33.4,3.0,1.1,11.1,10.6,942.8,938.25,194.0
2019-09-05,9.0,10.0,21.6,0.0,15.5,27.7,5.0,3.6,13.3,11.0,943.55,940.6,198.0
2019-09-06,11.0,8.0,19.2,0.0,12.2,26.7,4.0,3.1,11.9,11.0,943.7,939.85,204.0
2019-09-07,13.0,9.0,21.6,0.0,14.2,29.0,5.0,1.9,10.6,11.5,942.7,938.6,155.0
2019-09-08,16.0,15.0,22.9,0.0,16.8,29.4,5.0,1.9,8.3,9.7,941.15,937.65,134.0
2019-09-09,14.0,9.0,23.2,0.0,16.4,30.0,26.0,3.3,11.9,9.4,940.0,935.25,196.0
2019-09-10,9.5,8.5,18.0,0.0,13.9,22.0,4.0,3.3,13.9,7.7,941.4,935.05,198.0
2019-09-11,13.5,14.0,19.2,0.0,12.5,26.0,4.0,4.2,14.4,10.2,947.0,940.1,203.0
2019-09-12,18.5,15.0,22.4,0.0,15.9,28.6,3.0,3.3,12.5,9.6,948.65,946.15,208.0
2019-09-13,14.0,11.0,18.2,3.8,15.0,21.3,6.0,3.3,11.7,2.0,948.85,945.85,217.0
2019-09-14,16.0,13.0,18.0,13.7,15.6,20.5,11.0,2.8,9.7,0.4,946.5,943.5,153.0
2019-09-15,18.0,20.5,18.8,0.9,15.5,22.6,8.5,2.35,7.2,3.2,943.65,941.5,128.0
2019-09-16,23.0,19.5,21.0,0.0,16.6,26.2,31.5,1.35,9.45,8.2,942.75,940.25,210.0
2019-09-17,16.5,20.0,22.4,0.0,15.9,28.4,62.0,2.8,12.1,7.8,941.4,937.4,200.0
2019-09-18,19.5,21.0,22.0,0.0,16.5,27.4,16.0,1.65,5.949999999999998,8.6,939.95,937.55,204.0
2019-09-19,23.5,13.0,23.2,0.0,17.5,29.0,9.5,1.7999999999999998,6.25,9.9,939.95,936.9,210.0
2019-09-20,23.0,13.0,20.7,9.5,16.2,25.0,21.5,3.2,14.0,3.8,939.35,935.45,219.0
2019-09-21,19.0,9.0,17.9,3.2,14.6,20.8,22.5,1.4,6.25,1.5,936.9,934.75,161.0
2019-09-22,12.0,20.0,19.2,0.0,14.9,23.7,23.0,3.2,9.3,6.8,940.95,934.6,140.0
2019-09-23,17.0,19.5,17.5,0.0,11.9,23.6,62.0,1.65,6.95,9.4,943.6,941.25,198.0
2019-09-24,14.0,15.5,19.4,0.0,12.0,26.9,26.5,3.2,10.55,10.2,942.55,938.75,201.0
2019-09-25,14.0,21.0,19.0,0.0,14.0,25.0,30.0,1.65,8.75,9.7,941.5,939.05,207.0
2019-09-26,21.5,30.0,20.8,0.0,14.5,27.1,9.0,1.95,5.85,10.3,943.05,940.35,210.0
2019-09-27,16.0,26.5,21.5,0.0,14.8,29.0,22.0,1.65,7.5,10.4,942.65,939.8,222.0
2019-09-28,19.0,21.0,21.1,0.0,13.8,28.4,12.0,1.5499999999999998,6.55,10.6,943.85,940.4,165.0
2019-09-29,18.0,28.5,21.2,0.0,12.7,29.9,23.5,2.4,8.2,10.4,942.15,939.4,146.0
2019-09-30,22.5,28.5,21.5,0.0,14.0,29.5,23.5,1.8,8.9,10.2,941.6,937.9,203.0
2019-10-01,16.0,12.5,20.2,0.0,13.8,26.8,65.5,2.9000000000000004,11.4,10.0,938.55,936.2,204.0
2019-10-02,14.0,24.5,18.1,0.0,13.5,24.0,31.0,2.05,10.7,10.1,941.85,938.6,207.0
2019-10-03,21.5,30.5,18.0,0.0,11.0,25.9,22.0,1.25,5.4,9.3,942.5,939.5,214.0
2019-10-04,19.0,19.5,19.9,0.0,12.6,28.2,23.5,1.65,7.050000000000002,10.1,941.45,937.2,224.0
2019-10-05,16.5,20.0,20.2,0.0,13.4,27.4,26.0,1.65,5.85,10.1,940.1,937.75,168.0
2019-10-06,15.0,32.5,20.0,0.0,13.5,28.5,30.0,1.8,8.3,10.4,942.75,939.95,145.0
2019-10-07,20.5,31.5,20.8,0.0,14.0,28.5,11.5,1.25,6.949999999999998,9.9,942.45,940.6,200.0
2019-10-08,22.0,26.0,21.6,0.0,14.9,29.6,19.0,1.4,6.25,10.3,942.7,938.85,203.0
2019-10-09,18.5,24.0,21.5,0.0,15.2,28.7,3.5,0.8500000000000001,9.05,9.8,940.2,937.3,207.0
2019-10-10,25.0,24.5,20.4,0.0,15.0,26.6,6.5,1.9,9.7,7.3,943.7,940.5,212.0
2019-10-11,23.5,11.0,20.6,0.0,15.6,27.0,11.0,1.4,6.4,9.1,944.2,939.15,224.0
2019-10-12,19.5,15.5,20.8,5.4,15.7,26.1,20.5,2.1,15.15,6.0,940.75,937.0,152.0
2019-10-13,22.0,12.5,18.9,0.0,14.1,24.0,23.0,1.5499999999999998,7.5,10.1,939.4,935.05,141.0
2019-10-14,7.5,13.5,14.0,2.7,8.0,20.0,25.0,5.7,18.45,5.2,940.1,932.7,199.0
2019-10-15,10.0,19.0,11.6,0.0,6.1,16.7,24.5,2.25,8.2,9.9,943.15,940.05,201.0
2019-10-16,14.5,22.0,13.1,0.6,7.1,19.2,22.5,2.35,8.35,10.5,943.25,939.7,204.0
2019-10-17,11.0,15.0,12.8,2.3,9.0,15.9,60.0,1.95,7.8,0.0,941.85,939.7,212.0
2019-10-18,9.0,10.5,16.6,0.1,13.1,20.0,23.0,3.6,11.1,2.0,940.45,935.75,222.0
2019-10-19,6.5,8.0,14.3,18.4,10.7,17.9,23.0,3.2,12.65,5.6,935.95,926.9,170.0
2019-10-20,6.5,20.0,9.6,0.35,6.8,13.2,24.5,4.05,12.1,3.2,937.5,927.5,144.0
2019-10-21,8.0,19.0,10.3,0.0,5.0,15.6,7.0,1.4,5.85,8.7,940.25,937.45,200.0
2019-10-22,7.5,15.5,9.5,10.1,7.2,11.3,5.5,2.8,10.4,0.0,938.65,929.0,203.0
2019-10-23,7.0,21.0,8.6,1.0,6.8,10.2,62.5,2.65,7.35,1.5,934.0,927.75,205.0
2019-10-24,19.5,31.0,12.0,0.0,7.3,17.7,26.5,2.5,7.35,9.3,945.35,934.25,212.0
2019-10-25,25.5,28.5,13.6,0.0,7.8,21.1,12.0,0.95,4.45,10.0,946.4,943.4,224.0
2019-10-26,19.0,25.0,15.2,0.0,8.5,22.7,67.0,0.95,4.9,10.1,944.3,941.75,172.0
2019-10-27,21.0,28.5,15.0,0.0,8.5,21.5,51.5,1.1,4.9,6.8,944.15,941.1,145.0
2019-10-28,29.5,30.0,17.0,0.0,12.0,22.0,22.5,1.7,6.699999999999998,7.7,941.4,939.05,201.0
2019-10-29,43.5,26.0,14.3,0.0,9.9,19.7,55.5,0.7,4.0,7.1,943.35,938.45,225.0
2019-10-30,16.5,15.0,14.4,0.0,10.6,18.4,26.0,1.35,7.8,3.7,945.55,943.1,214.0
2019-10-31,12.0,8.0,18.0,0.5,13.6,23.8,27.0,2.35,8.649999999999999,7.4,946.25,943.75,212.0
2019-11-01,12.5,5.5,17.0,0.15000000000000002,14.1,20.0,25.5,4.45,12.35,4.4,944.75,937.85,137.0
2019-11-02,8.0,5.0,16.0,0.0,13.2,18.7,24.0,5.4,13.45,3.6,937.75,927.6,140.0
2019-11-03,8.0,8.0,14.6,0.0,12.6,16.5,31.0,6.55,19.450000000000006,8.3,934.7,925.35,130.0
2019-11-04,7.0,12.5,13.0,1.8,8.7,17.2,23.5,7.25,16.65,7.3,936.8,929.05,199.0
2019-11-05,6.0,14.5,11.2,1.2,7.5,14.7,27.0,3.9,15.0,6.6,936.8,930.05,202.0
2019-11-06,8.0,12.5,10.6,0.1,7.4,14.8,26.0,2.6,11.4,6.8,938.6,934.6,207.0
2019-11-07,6.0,11.5,8.3,1.0,3.7,13.4,30.0,4.55,12.9,7.6,934.75,932.25,212.0
2019-11-08,6.0,9.5,8.2,0.0,3.0,13.0,28.0,3.6,14.45,9.7,942.35,933.15,226.0
2019-11-09,6.0,10.0,8.4,1.4,5.1,12.1,29.5,4.0,13.05,3.8,942.3,937.6,162.0
2019-11-10,7.5,22.0,7.0,0.0,4.5,10.7,32.5,3.6,12.75,4.8,940.4,937.45,152.0
2019-11-11,11.0,21.0,7.8,0.0,3.9,12.2,16.5,2.1,8.05,1.7,940.3,936.35,201.0
2019-11-12,9.0,11.0,8.0,5.4,2.0,13.5,23.0,2.4,11.8,7.8,938.8,930.65,207.0
2019-11-13,7.0,11.5,12.3,1.8,8.7,15.9,25.0,3.2,15.0,8.4,934.05,928.05,231.0
2019-11-14,5.0,14.5,7.8,0.5,4.9,10.5,26.0,4.7,16.1,4.8,930.25,921.45,211.0
2019-11-15,6.0,13.0,6.7,0.0,3.4,9.5,30.0,2.8,11.9,5.4,930.0,923.6,224.0
2019-11-16,8.0,12.5,5.7,0.0,1.5,11.2,30.0,1.7,9.2,8.5,937.75,929.9,174.0
2019-11-17,7.5,23.0,5.0,3.9,2.4,7.6,23.0,2.2,8.9,0.0,937.5,931.0,143.0
2019-11-18,15.5,32.0,6.8,0.0,3.0,11.0,99.0,2.5,7.5,7.5,938.85,931.1,198.0
2019-11-19,19.0,27.5,5.0,0.0,0.4,10.1,22.0,0.8,5.8,5.7,940.6,935.3,201.0
2019-11-20,18.5,26.5,5.9,5.1,1.0,8.6,26.0,0.6,5.3,0.1,935.45,930.45,205.0
2019-11-21,9.5,20.5,7.2,1.4,5.0,9.0,24.0,0.8,6.1,0.2,930.8,928.7,210.0
2019-11-22,6.0,9.0,9.0,5.7,6.4,11.4,24.0,3.1,13.3,0.1,928.95,914.7,224.0
2019-11-23,7.0,9.0,9.2,0.0,6.5,12.5,27.0,6.1,16.1,5.8,933.7,916.2,175.0
2019-11-24,9.0,14.0,9.1,0.0,5.9,12.4,29.0,3.1,10.3,7.6,937.6,932.95,145.0
2019-11-25,10.5,16.5,12.0,0.0,8.5,16.0,23.0,2.2,8.6,5.1,938.2,935.25,198.0
2019-11-26,10.0,11.0,11.4,2.5,9.5,13.4,26.0,1.7,11.4,0.0,937.75,931.65,204.0
2019-11-27,11.0,13.5,11.0,0.0,8.4,13.6,23.0,2.5,10.8,7.9,936.95,931.7,208.0
2019-11-28,10.5,14.0,9.7,0.0,7.6,11.8,23.0,2.8,9.2,1.4,939.75,936.2,214.0
2019-11-29,10.5,11.0,12.6,0.6,10.9,14.3,24.0,1.9,9.4,0.2,943.15,938.7,232.0
2019-11-30,7.5,14.0,11.4,7.2,7.6,15.1,24.0,3.1,11.4,0.9,943.0,936.05,184.0
2019-12-01,6.0,13.0,7.4,30.2,5.4,8.7,4.0,0.8,7.8,0.0,936.25,931.8,149.0
2019-12-02,6.5,15.5,8.0,0.0,5.3,11.5,5.0,5.0,13.1,5.4,939.1,934.8,203.0
2019-12-03,8.0,20.5,6.5,1.6,2.8,10.2,5.0,3.1,10.6,6.8,938.9,934.95,208.0
2019-12-04,7.5,15.5,8.4,2.3,5.2,11.6,5.0,2.8,10.8,0.0,935.3,929.85,212.0
2019-12-05,8.5,15.5,10.0,0.0,7.7,12.3,9.0,3.9,12.5,7.5,943.45,933.8,221.0
2019-12-06,20.0,24.0,9.6,0.0,6.3,14.4,5.0,1.1,6.1,5.8,945.3,942.85,133.0
2019-12-07,23.0,23.0,7.8,0.0,2.5,13.9,24.0,0.8,3.6,8.8,946.6,944.0,140.0
2019-12-08,20.0,21.0,5.0,2.7,3.0,7.0,16.0,0.3,3.1,0.0,947.9,945.35,122.0
2019-12-09,32.0,29.0,8.2,0.0,4.5,12.0,26.0,1.4,5.8,3.2,951.3,947.15,120.0
2019-12-10,20.5,20.5,6.0,0.0,3.2,9.0,15.0,0.6,4.2,2.4,951.35,946.15,207.0
2019-12-11,8.5,15.0,7.2,0.1,2.7,11.3,29.0,2.8,11.7,5.2,946.35,943.15,212.0
2019-12-12,6.0,12.0,7.1,1.3,3.2,9.9,26.0,3.9,15.6,0.0,945.25,934.95,220.0
2019-12-13,7.5,13.5,11.5,0.0,8.5,14.8,26.0,6.4,14.7,1.7,940.15,934.35,238.0
2019-12-14,7.0,16.5,9.6,0.0,6.2,12.5,22.0,2.5,7.8,7.2,941.25,939.05,192.0
2019-12-15,12.0,16.5,9.5,0.0,7.2,11.8,27.0,1.9,6.7,0.0,939.4,931.95,159.0
2019-12-16,12.0,18.0,10.5,0.3,6.8,14.8,15.0,3.3,9.2,1.8,931.95,921.45,225.0
2019-12-17,12.5,23.0,9.8,0.55,7.1,12.5,11.0,1.7,6.7,1.5,936.5,921.85,213.0
2019-12-18,8.5,17.5,5.8,1.2,3.3,9.5,24.0,0.6,5.0,2.3,941.05,936.3,217.0
2019-12-19,5.5,11.5,9.9,34.6,7.2,12.6,21.0,1.9,16.1,0.0,937.8,922.3,228.0
2019-12-20,7.5,5.0,11.9,9.9,10.7,13.4,24.0,4.2,18.1,2.4,925.85,920.4,242.0
2019-12-21,13.0,6.0,13.3,1.3,10.4,16.2,26.0,6.7,22.5,3.1,931.95,925.05,180.0
2019-12-22,14.0,23.0,10.9,0.0,8.4,13.5,24.0,4.4,16.9,5.0,945.25,931.9,150.0
2019-12-23,20.5,29.0,9.0,0.0,5.0,13.6,25.5,1.5,10.95,6.6,949.9,944.65,129.0
2019-12-24,15.0,21.5,10.0,0.0,4.3,14.8,6.5,1.25,4.45,7.1,951.2,948.25,103.0
2019-12-25,19.0,25.0,10.3,0.0,4.8,16.8,7.0,1.0,4.300000000000002,8.0,948.75,945.8,90.0
2019-12-26,13.5,28.0,10.3,0.0,5.0,15.8,2.5,1.4,6.1,7.9,950.4,946.85,170.0
2019-12-27,24.0,33.5,8.9,0.0,2.5,15.6,5.0,0.8,6.1,8.4,951.45,949.0,188.0
2019-12-28,18.5,31.5,8.2,0.0,2.0,16.5,21.0,0.6,4.15,9.0,950.75,948.8,148.0
2019-12-29,16.5,17.0,7.8,0.0,2.0,15.2,67.0,0.8,3.75,9.0,952.25,949.5,131.0
2019-12-31,35.5,28.5,6.8,0.0,1.5,13.1,21.0,0.55,3.1,8.7,953.1,950.75,142.0
