fecha,pm10,no2,intensidad,PCA1,PCA2,PCA3,PCA4
2018-02-17,7.5,13.0,167.0,-12.065252768467586,-3.8392596290916075,-9.516432544652,0.40201480858353666
2018-02-18,6.5,19.0,144.0,-11.996696559828974,-4.02486029743704,-9.726454564519523,-2.838764698104304
2018-02-19,8.0,20.5,216.0,-15.506584361929045,1.1553908244121387,-7.375982769938448,-2.312464157783653
2018-02-20,7.0,18.0,206.0,-13.877060704466363,4.2319781546577095,-6.846098209487929,-3.8736874622306896
2018-02-21,12.0,24.0,210.0,-12.225951739140914,10.662452561884527,-8.65470436989961,-6.34979670197131
2018-02-22,14.0,26.5,215.0,-10.425799840077069,13.15509333330674,-10.460894119125982,-7.482586634536563
2018-02-23,19.0,30.5,231.0,-6.903779334795708,15.69108949719619,-9.874127605414817,-8.26455676478892
2018-02-24,23.0,31.0,178.0,1.3977288610011476,12.478055599028725,-7.972563902643506,-7.4045603601840115
2018-02-25,24.5,41.0,149.0,5.085491564313768,6.801322164396037,-6.1166393825538705,-5.687785069438903
2018-02-26,19.0,30.5,204.0,-8.595393587620935,15.288245113776142,-6.662051116904836,-5.902131765234551
2018-02-27,13.0,30.5,208.0,-8.709119501575252,25.763530355160707,-15.465189800755379,9.636505313771204
2018-02-28,6.0,19.0,215.0,8.930982311031471,32.55832640316082,-7.666450158720565,10.24913380627732
2018-03-01,7.0,24.5,220.0,14.690323259832242,42.34511517259766,-4.384741877777462,6.451199837319012
2018-03-02,6.0,15.5,236.0,10.965671135853901,31.209406732443476,-8.429009917769102,6.796469374707091
2018-03-03,5.5,14.0,181.0,12.53191539668871,26.809687932558766,-3.939547531096103,4.753379453229235
2018-03-04,5.5,16.5,150.0,5.572059411688107,27.39338774375956,-3.718026055683919,-2.434293109482587
2018-03-05,5.5,17.5,209.0,11.578956336333587,29.395503434403338,-5.6110383057957085,-5.044021907601041
2018-03-06,6.0,16.0,208.0,9.794825163310575,20.573212347316105,-5.448626876518213,-4.607495964995523
2018-03-07,10.0,24.0,214.0,9.084582949077717,11.758766951915092,-5.843797690806772,-3.549440176212498
2018-03-08,12.0,26.0,216.0,1.129880322362463,11.054334319555652,-9.035012725290406,-1.228367618826095
2018-03-09,7.0,21.0,235.0,-0.7449317315369137,14.082836233942444,-7.8638900698745,6.4140230180405
2018-03-10,6.5,10.5,157.0,8.668802837624792,22.427263028333396,-7.276991138308825,17.482992447281603
2018-03-11,6.5,12.0,151.0,9.173732340897928,18.353317168562103,-3.8591711623093166,-5.1656098263906465
2018-03-12,9.5,19.5,219.0,6.837617943026357,7.19452090935589,-3.6340307318219414,-3.1952234067508205
2018-03-13,9.5,22.0,199.0,5.275668827055046,3.681167746821835,-5.327460501637658,-0.886898696687414
2018-03-14,6.0,16.5,214.0,8.603779090080502,20.57682877001458,-8.42800878049057,16.911450025200274
2018-03-15,6.0,14.5,222.0,9.341321918808784,20.472560556862827,-2.1125757188528107,-7.3491882060753895
2018-03-16,5.5,12.5,236.0,9.626302383455782,15.978583804926675,-4.068377465348764,-3.3622127404389928
2018-03-17,5.0,11.0,177.0,12.076252581778608,20.941199366949583,-7.463334578959115,0.9804538566089747
2018-03-18,6.0,15.5,153.0,13.398923530383307,14.615217633026466,-2.733496144781108,-6.401712424283752
2018-03-19,5.5,14.0,217.0,15.277238977199065,16.387682074132833,-6.368310811824565,-0.8330054778660173
2018-03-20,7.5,15.0,211.0,-11.284739307898883,8.742179019539707,-10.103729992950495,-5.678966427312461
2018-03-21,10.0,23.0,215.0,14.48672408308802,-7.674379779400555,-5.259836230967799,-2.8213377867145337
2018-03-22,15.0,26.5,223.0,7.882909016543126,-6.282014636806278,-7.67931414596667,-3.1372200560200616
2018-03-23,7.0,7.0,224.0,11.685123580430693,13.800253643179344,-6.494492114189474,0.4086623627138683
2018-03-24,4.5,8.5,160.0,15.56841889320104,19.281150302858087,-3.431822649948019,-6.309673705878155
2018-03-25,7.0,19.5,138.0,11.99738790471363,6.615791426841912,-4.2748409118584245,-3.8303620654265256
2018-03-26,9.0,18.0,180.0,11.509893166956429,-5.659479418351085,-3.942811091657634,-2.384328875412899
2018-03-27,13.5,21.0,179.0,6.091527623666763,-8.701088356101724,-0.04557100012957469,-0.6425512272912507
2018-03-28,8.5,7.0,178.0,4.614505845344905,-0.28876320642670006,0.6121797911566446,-2.2124148198595233
2018-03-29,6.0,6.0,107.0,7.105932758373762,10.284064695855255,-1.4332914285113307,-4.127791960303734
2018-03-30,4.0,7.5,96.0,8.892330330142595,17.024563332741746,-3.923348503570845,-5.24546367064053
2018-03-31,7.5,15.0,114.0,9.05297381889295,7.7320396785450045,-3.4147117849046693,-5.42319223969512
2018-04-01,9.0,20.0,120.0,-5.794427457141242,4.645636560237804,-5.7271675749185125,-2.826371583931863
2018-04-02,8.0,12.0,198.0,6.83573305959905,11.308776985253974,0.7867556561583803,-2.265543990353083
2018-04-03,7.0,9.0,208.0,4.38640617950356,12.348268099631772,-1.273771971421821,-4.140732492429117
2018-04-04,11.0,23.0,214.0,7.076070463051327,3.8325533434550993,-2.680816863854779,-2.946724930409782
2018-04-05,14.0,31.0,222.0,-7.760904748527395,0.7377783767613769,-4.817308366736447,-2.7355873584927886
2018-04-06,10.0,18.0,237.0,-3.7553773031618274,11.520827481911548,-4.277954828391175,1.1372912035763387
2018-04-07,6.0,9.0,181.0,7.739474664394193,13.282457265838502,-6.074512572408863,0.43954976611238133
2018-04-08,5.0,12.0,155.0,10.02097553260253,11.975443655771835,-1.880372324262282,-2.984744676470341
2018-04-09,4.0,20.0,208.0,7.98143353435427,14.603850595409446,-7.956924204307952,-2.7142992143021916
2018-04-10,5.0,16.0,210.0,11.234992128005631,25.5455920737864,-10.362541828948554,7.706656446333246
2018-04-11,6.0,17.0,215.0,14.580700704391646,23.228367689704854,-5.635936462038088,-5.343766710647419
2018-04-12,6.0,20.0,232.0,10.391824680135164,15.785566142694979,-6.865110340769407,2.6508819045960315
2018-04-13,8.0,19.0,231.0,7.276308124671882,12.222453223215064,-3.4064403866541872,-4.57092474838954
2018-04-14,8.0,12.0,179.0,5.800404238299326,0.5901228114376156,-2.621139562160991,-3.3873799108985065
2018-04-15,7.0,13.0,151.0,42.68041802673032,-2.3939911597270056,3.0129277668643555,8.848797343398246
2018-04-16,12.0,25.0,208.0,10.961715618737156,-3.0092343268521624,-0.37152094663716523,-2.7866325385826305
2018-04-17,15.0,27.0,208.0,4.0775591264663,-10.858731508540773,-0.2214261347965967,-0.5409090383241835
2018-04-18,19.0,17.0,214.0,-6.892375668043887,-8.196046711572098,0.6702851047022996,-0.5833190417464249
2018-04-19,26.0,12.0,223.0,-9.884625263685693,-5.3278070513689055,0.5345922621364689,-0.9625763358482906
2018-04-20,27.0,13.0,234.0,-8.10536879324041,-1.874393989186846,0.3578559541477061,-1.2659715848759225
2018-04-21,25.0,18.0,179.0,-15.008856373209335,1.437553977671244,-4.381655090640562,0.9936083359517184
2018-04-22,23.0,21.0,151.0,-10.34678189487364,2.4339152645142828,0.02698379822162818,-0.768719672026365
2018-04-23,24.0,19.0,210.0,-13.927580768276686,0.6627165707260825,0.5485751292922116,0.5299018725804591
2018-04-24,23.0,23.0,212.0,-7.038490394624827,0.011908716173324984,1.7595899407146953,0.5268365845546605
2018-04-25,24.0,22.0,216.0,-4.23489480891599,0.7275431274200014,4.896717840255982,-1.2651440730734413
2018-04-26,22.0,15.0,222.0,4.585412593665274,-1.523486157846764,5.019844378569132,-1.5829516200466747
2018-04-27,14.0,8.0,232.0,3.6564485723198965,4.235199961237357,5.341664162959987,-2.872176161487495
2018-04-28,9.0,7.0,154.0,6.390488772511272,9.984714656688247,1.2329367349968308,0.8316151430554756
2018-04-29,6.0,12.0,122.0,7.765099029718637,10.5028257374487,-5.643551295234785,-1.1374278287356736
2018-04-30,5.0,10.0,166.0,9.393321845751492,3.193236530912743,-5.6205043100555665,-2.001711944262241
2018-05-01,7.0,13.0,111.0,-8.123761940921808,3.941776515724945,-4.7981008774748775,-4.5489802770727685
2018-05-02,8.0,20.0,125.0,7.282081950399632,0.9800114838392402,-1.7569095494106994,-2.98084467646253
2018-05-03,8.0,11.0,214.0,-12.351685463543363,5.694766638362094,-2.2286482946054536,-3.230323070887687
2018-05-04,11.0,10.0,227.0,-13.321250722675003,5.569420893900483,-2.433844416536115,-4.56769634914145
2018-05-05,12.0,8.0,183.0,-7.359247259861576,2.4389885041711064,1.2773566242167078,-3.146823744595221
2018-05-06,13.0,20.0,163.0,-11.688822456873304,2.398085388081993,1.9857814383255357,-1.149946705719224
2018-05-07,14.0,28.0,209.0,-9.885535719178957,4.418161319727872,-0.646524389083759,0.9474150061219714
2018-05-08,16.0,21.0,212.0,-13.683715369164503,7.485930495093381,1.269428454864271,-1.7246298300974565
2018-05-09,12.0,14.0,212.0,10.636727497965687,4.469615659593369,6.970203546534006,-2.593347224753187
2018-05-10,14.0,20.0,224.0,-14.127664041126396,5.686810448082359,2.12607714897564,-2.491593098586571
2018-05-11,13.0,9.0,233.0,5.517645451091118,-1.9149018436053744,5.146959975191095,-1.4101932755538027
2018-05-12,7.0,7.0,171.0,5.700518964053198,-0.09750461209422474,0.3441417323441462,-1.6225401654416838
2018-05-13,6.0,14.0,143.0,6.054291888194705,-5.576997751941843,-1.9869766155499784,-2.9184024355437574
2018-05-14,7.0,7.0,206.0,-12.53415381612186,-0.6179413692354724,-2.580403995838827,-1.9703721614971033
2018-05-15,11.0,12.0,141.0,-15.28153148594206,2.276781295023105,-0.9534618917076668,-3.2984386297097776
2018-05-16,12.0,16.0,215.0,-15.300170047854886,4.637044337616124,1.8606062370541372,-3.1393601062637746
2018-05-17,14.0,17.0,219.0,-14.296455340401412,5.458554436806021,2.5919651880387433,-1.5799614930328698
2018-05-18,13.0,13.0,229.0,-2.652311869436568,1.3762012669901642,1.991889788948712,0.063190167534862
2018-05-19,10.0,8.0,172.0,-15.426329100487973,3.419437876666587,0.7294304860316068,-0.9633130999775316
2018-05-20,12.0,19.0,148.0,-10.784404150029484,5.896514171727259,0.8728215392905546,-1.8485492827018817
2018-05-21,12.0,25.0,208.0,-10.517707264739956,7.956932919900672,1.4318782232417395,-1.33833955767268
2018-05-22,14.0,24.0,209.0,13.21468518383967,-0.33680557302296155,3.8570631816509935,0.37584945694607497
2018-05-23,14.0,20.0,212.0,2.9933362055146664,1.7283034308165526,6.233521771759326,-0.8831457414816557
2018-05-24,13.0,24.0,219.0,-6.1376971759602545,12.42885868632142,0.19520057122603166,24.36559187913281
2018-05-25,11.0,17.0,234.0,7.434777536541926,4.567284899044465,0.09168877734643133,5.205131080396276
2018-05-26,12.0,16.0,171.0,2.6961402795403964,2.519130093863989,2.4397866160373263,-1.764156017402782
2018-05-27,12.0,21.0,155.0,5.476644908947614,3.566082470903574,5.512200821671276,-0.04813125709009456
2018-05-28,14.0,23.0,211.0,6.336095311532162,4.61954644789334,-0.5573644090027645,9.772242911341436
2018-05-29,12.0,20.0,210.0,6.697118482122369,3.7997558319517504,1.7295867707398938,-0.2436967360623593
2018-05-30,13.0,17.0,220.0,7.0846975618838295,2.229537603439919,0.6188730548274208,-0.03435759679994912
2018-05-31,18.0,23.0,253.0,8.90394825307158,-3.490797398506692,4.616094592758664,-1.2956733792701278
2018-06-01,13.0,10.0,237.0,-13.19436187824355,2.474990777514226,1.5547477079552168,-0.10032952236622472
2018-06-02,14.0,12.0,177.0,-1.4185211834034375,2.437831936863969,0.4181342913551796,8.692306178260537
2018-06-03,11.0,11.0,153.0,4.201406714698132,0.9341813867164594,4.245820866267806,-1.9566807580359704
2018-06-04,11.0,12.0,210.0,4.711318654015433,2.348286905225238,3.0116385085563344,-3.1225046233791076
2018-06-05,9.0,16.0,211.0,8.284723553480578,3.822091418888617,1.2557277701481617,0.18535048940601578
2018-06-06,15.0,20.0,216.0,13.610763580277911,0.32765461651426114,1.9632680863486678,1.9468847031094028
2018-06-07,15.0,19.0,222.0,4.054967897768393,-0.6939024698879039,2.2896609625615523,2.0371511129087723
2018-06-08,12.0,14.0,233.0,4.674106324261504,5.459730507978309,-0.309041381948552,3.0775068108666623
2018-06-09,12.0,12.0,176.0,4.9661784905901385,2.7258358700049725,1.6574845992240972,-1.5227261516917752
2018-06-10,10.0,12.0,151.0,5.491310940491489,4.1383830942745385,0.08266595744925091,-0.6439314372336168
2018-06-11,11.0,18.0,208.0,6.69721583538285,1.8648513946601184,2.462620446763658,-1.022105584356517
2018-06-12,12.0,12.0,211.0,8.374656564751511,-2.787407400407925,5.524616124185364,-1.4994723507496335
2018-06-13,14.0,13.0,216.0,7.894813851780413,-4.56485873484863,6.266468720542741,-1.2076805831637694
2018-06-14,17.0,20.0,221.0,-13.25331608184224,0.8474970458300273,3.3004342012071644,-2.1590534582795167
2018-06-15,15.0,11.0,229.0,-14.362189546869175,2.566470156400653,5.756739453987355,-1.829168908309447
2018-06-16,14.0,7.0,168.0,-15.940426618519023,1.1204917630780142,7.082069798329634,-0.8947086281765118
2018-06-17,13.0,11.0,148.0,-13.758450681302213,-4.22509830097632,6.240437387938627,-0.13939763486069642
2018-06-18,15.0,13.0,211.0,-14.837872793039258,-3.9283817190818313,6.952689557214069,0.1109436867706423
2018-06-19,20.0,15.0,212.0,-16.606242538544024,-2.0737745214383083,7.235634582974192,-0.2712141472420313
2018-06-20,23.0,17.0,212.0,-8.816129787779863,-1.8821223953358706,10.23693813929214,0.20684744464838184
2018-06-21,23.0,20.0,221.0,-11.928655409536919,-2.171785046529462,9.854842281597337,0.27607397081023016
2018-06-22,23.0,12.0,230.0,-13.72769388315143,-0.6525339808208515,10.137393256942108,0.12160287325547448
2018-06-23,34.0,12.0,166.0,-15.672898014906053,0.8219641444708552,11.13243245634871,0.21498591487340638
2018-06-24,47.5,21.5,145.0,-13.605900384743078,1.512150373087996,11.837939678606324,0.7420254135232826
2018-06-25,49.5,19.5,203.0,-4.782246675630615,0.3452515778060664,13.228166405003279,1.2433048003897675
2018-06-26,43.0,19.5,208.0,2.912416540846804,-2.03636340512976,13.92155530593735,0.6010274159309922
2018-06-27,31.0,18.0,212.0,4.3467707289264546,-1.5496159657924542,12.160990082886768,1.0495910856134565
2018-06-28,26.5,14.5,220.0,3.5008728855474196,3.7811755715723403,11.34569157722714,-0.32004298952749827
2018-06-29,25.0,9.0,229.0,-13.315391931877151,11.26391338815648,9.85160737956392,-2.263850479409387
2018-06-30,17.0,6.5,165.0,-3.4088925630714533,8.693824521118115,9.16642535201836,-0.9987368268203974
2018-07-01,17.0,13.5,140.0,5.785489711542468,3.0859456358633053,9.534295565729808,-1.7518691704668343
2018-07-02,19.5,19.5,204.0,3.218633578917512,-0.44098115469332555,8.335822126339524,-1.461955795358609
2018-07-03,20.5,19.5,202.0,5.556106149862689,-3.4167336081283155,9.094939389062283,-0.7002024210834789
2018-07-04,17.5,16.5,207.0,2.048890901190382,-1.2949889891703068,8.30165872953897,-1.2698923338958057
2018-07-05,19.0,17.5,212.0,-13.415013128212134,-3.37646458375679,4.9816322609979045,-0.020902596699466057
2018-07-06,22.5,15.0,212.0,-15.487440569185408,-1.7943390569494058,6.93214030244955,0.6460856577275326
2018-07-07,22.5,10.0,149.0,-11.615781597079831,-0.8288860664173195,9.69900833278589,0.4500354303984605
2018-07-08,22.0,17.0,137.0,-15.059656817309058,-1.7277193013439869,10.641995165571009,0.5921493618974343
2018-07-09,23.5,15.5,200.0,-14.89674985535864,-0.9202440723507017,10.719468144332732,0.4853708906706124
2018-07-10,25.5,17.5,196.0,-15.490071389362141,1.0702603151182921,10.479558659260245,0.3410391303416183
2018-07-11,24.0,17.0,197.0,1.8500518242451267,1.308608721624231,12.218044169101233,-0.13998580589552062
2018-07-12,30.5,15.5,205.0,-16.770040563270946,4.065622913133517,9.420584980874674,-1.1564640773722916
2018-07-13,30.0,14.5,209.0,-14.112202975373712,2.6081001972361113,10.283960430746133,-0.541736567206773
2018-07-14,23.5,9.0,149.0,1.196512682204806,-2.440064159080602,11.511703557973883,0.13554804713620033
2018-07-15,18.5,12.5,132.0,2.792887606336521,-1.7096593911709816,9.420542199162002,-0.9405377551031576
2018-07-16,21.0,18.0,193.0,7.1569140393857404,-5.155178240425683,9.879731095366992,-0.1515137322773786
2018-07-17,30.0,19.0,192.0,-9.381764498573842,0.25698619197991257,10.09531473107062,-0.30655699878781084
2018-07-18,28.5,24.0,195.0,3.529392069525394,0.3771217431415378,13.43237754321836,-0.3859642935509638
2018-07-19,27.5,20.0,199.0,3.5326123485397636,-0.9658165618550114,11.80867320351872,-0.43735868546664447
2018-07-20,18.0,6.5,199.0,0.1550028101912502,1.7910980071107543,10.729560534455487,-1.126813425087218
2018-07-21,16.0,9.0,139.0,-17.217703041566516,4.360610659726702,6.374404217184827,-1.1351948548055515
2018-07-22,23.0,17.5,122.0,-12.54678606231111,3.2638267381897155,7.766142459891905,-0.4023849025559223
2018-07-23,23.5,19.0,185.0,1.220759819561883,-0.8713052225551814,13.266891894231511,0.08150837352461864
2018-07-24,26.0,23.5,185.0,2.6525321582056405,0.3216564829909388,12.390291489283713,-0.5376674928337728
2018-07-25,31.0,26.0,190.0,1.6227413151512167,0.0660380997507639,11.96371605406028,-0.4188612132416899
2018-07-26,28.5,24.5,195.0,2.659939939031545,1.1203568478808799,13.18125682167533,-0.47535331032220896
2018-07-27,21.0,11.0,195.0,3.890165876430679,1.8986432855734154,13.070214401824378,-0.4063044501166106
2018-07-28,18.5,8.0,125.0,3.7384981954395236,0.44262609835535677,12.255247383775501,-0.6975732543128425
2018-07-29,20.5,19.5,111.0,0.5202647595597343,-0.652640834102566,11.519509265403986,-0.21315684450842334
2018-07-30,21.5,20.0,171.0,2.01133414478704,-2.8461056306812393,12.22004410192244,0.31463972462760276
2018-07-31,27.0,27.5,173.0,-0.19599215139304613,-2.604730212977578,13.281088156556375,0.633164878578688
2018-08-01,35.0,31.0,167.0,-14.0589004746281,-0.3954946579609446,12.163423545444763,0.689956126078744
2018-08-02,49.5,19.0,171.0,-15.592121051593418,-1.826449002601204,13.372479944702718,1.7986837268426372
2018-08-03,54.0,10.0,167.0,-18.515271171026612,-0.34194926342622256,14.072082723001271,2.2160489458644608
2018-08-04,46.5,8.0,120.0,-2.894244347959621,-4.254548791652228,14.928690123855592,2.2477822038747597
2018-08-05,49.5,19.5,108.0,-16.11630485474392,0.38404563654944807,13.160221108328058,1.0698517034833976
2018-08-06,66.0,17.5,149.0,-4.695121116673555,1.3586391544550562,13.984421729046554,2.0069535992601777
2018-08-07,52.0,13.0,147.0,2.8095840335791205,3.938719364810031,15.777426718726073,0.07089096610500267
2018-08-08,31.5,11.5,148.0,3.2708810787811657,4.585217741712738,14.01777100241129,-0.7768594889617945
2018-08-09,25.5,9.5,151.0,-14.748767972202021,2.264386706553309,7.845893459966814,-0.9954118948963045
2018-08-10,32.0,10.5,148.0,-17.56899504681983,-2.8182930463092593,5.956803269729087,0.8370762434068734
2018-08-11,39.0,14.0,110.0,-6.743474638196516,-5.9336130798515825,11.156815327564319,2.3543867397545286
2018-08-12,31.0,13.5,100.0,4.066028771952958,-0.907081201217687,14.77135776797244,1.075754905004904
2018-08-13,19.5,10.5,140.0,6.44290667762398,-0.17173610341848405,13.735145287631859,-0.09393110249659149
2018-08-14,20.0,7.0,138.0,-17.311260615512413,0.7030719605009568,8.558317731899901,-0.20317866888213876
2018-08-15,27.5,12.5,99.0,-12.366556539986629,0.6010978238643617,9.670941005951919,0.12687832337577346
2018-08-16,22.5,10.5,138.0,-2.43198753074099,-0.028037188409206895,11.054509870076117,1.7657447095431356
2018-08-17,15.5,4.5,133.0,-15.180181581984652,0.9343925055085344,8.613232508916504,-0.010025753220181162
2018-08-18,17.0,11.0,102.0,-16.052008799465742,-0.36094879579685757,6.007225400794375,0.038935355436733765
2018-08-19,20.5,14.5,96.0,-15.916526544207361,-3.339793358181166,7.482184427908822,1.4116855190522906
2018-08-20,21.0,20.0,141.0,-11.047270182387571,-3.443784023169287,9.142474193581977,0.826400311793902
2018-08-21,23.5,16.0,136.0,-13.554704662518924,0.30349450873900136,10.18333377781669,0.44683194253495195
2018-08-22,28.0,23.0,141.0,-7.705663069631246,-1.0665637212735055,10.495190885775443,1.8531732317420149
2018-08-23,25.5,15.5,143.0,2.9280546177438835,-3.798348977947377,11.608724867865272,1.933281777620237
2018-08-24,21.0,9.5,144.0,3.8625003187543356,-4.005579938691439,12.141043102488954,1.240994359052806
2018-08-25,20.5,10.0,112.0,-13.753831586659127,2.8502276098424617,8.461268153116139,-0.5491192397408072
2018-08-26,23.0,24.5,104.0,-12.907107827505149,1.4045621375894752,7.706533380007304,-0.44953206790535516
2018-08-27,39.0,22.0,155.0,-0.7370145870931375,-1.078497282997812,11.99512166065757,1.54252194554134
2018-08-28,38.0,21.0,177.0,2.4613588143825527,-0.2442699652825623,12.736439797462964,0.9551058516885067
2018-08-29,33.0,17.0,163.0,-15.334982286786932,-0.08645436622088681,8.109407396606999,0.15327055878366755
2018-08-30,30.5,17.0,170.0,-17.63976102871264,-1.4109397014196916,7.86750540400859,0.7002000064937333
2018-08-31,27.0,14.0,177.0,-16.63688921715368,-0.21767777943070213,9.448551417001969,0.7288075320648931
2018-09-01,35.0,15.0,140.0,-15.652214252375966,-0.5984834065658071,9.12293232310259,1.361393562631414
2018-09-02,49.0,18.0,130.0,3.116275672575764,-1.0387295857224779,13.578501014154659,2.9735247007295373
2018-09-03,48.5,20.0,197.0,-9.118256331014718,6.562648540879757,9.480639549021118,1.2258148085544156
2018-09-04,42.5,16.5,199.0,-0.42642346094416145,2.951906909427957,8.98006594417658,-0.20223441242917745
2018-09-05,34.0,19.0,200.0,4.4530061939966865,0.8222321847172157,8.428606518674213,-0.20690841688890316
2018-09-06,26.0,14.0,217.0,-15.758646615860052,4.458510239115949,3.562265208526072,0.585397753703685
2018-09-07,21.5,15.0,219.0,-13.033843099321667,3.5183388519808583,4.9899731807185645,-0.001503792195021287
2018-09-08,19.5,20.0,155.0,-14.563219689284034,0.9826108961994136,-2.180522767805671,4.491652851892686
2018-09-09,15.0,14.0,140.0,-10.094867651334091,-3.929277499086996,2.8445210711318656,1.5182314665422798
2018-09-10,17.5,17.0,211.0,-11.797654350461551,-6.7116416095728235,3.6054869103197618,2.1803905510992316
2018-09-11,23.5,23.5,209.0,-15.87945113014095,-6.332482987081753,3.740456693718545,1.8351349179282548
2018-09-12,26.0,31.0,217.0,-17.88440145514613,-5.576604007273214,4.099273991579317,1.777315477676877
2018-09-13,24.0,23.0,239.0,-6.961274278678749,-4.358448807570961,8.188367640735922,1.6194771124992895
