fecha,pm10,no2,intensidad,tmed,tmin,tmax,sol,prec,dir,velmedia,racha,presmax,presmin,season,season_name,year,month,weekday,weekday-type,weekday-type-bool,month-year
2019-11-23,7.0,9.0,201.5,9.2,6.5,12.5,5.8,0.0,27.0,6.1,16.1,933.7,916.2,4,Autumn,2019,11,5,weekend,1,11-2019
2019-11-24,9.0,14.0,156.0,9.1,5.9,12.4,7.6,0.0,29.0,3.1,10.3,937.6,932.95,4,Autumn,2019,11,6,weekend,1,11-2019
2019-11-25,10.5,16.5,286.0,12.0,8.5,16.0,5.1,0.0,23.0,2.2,8.6,938.2,935.25,4,Autumn,2019,11,0,working day,0,11-2019
2019-11-26,10.0,11.0,294.5,11.4,9.5,13.4,0.0,2.5,26.0,1.7,11.4,937.75,931.65,4,Autumn,2019,11,1,working day,0,11-2019
2019-11-27,11.0,13.5,300.0,11.0,8.4,13.6,7.9,0.0,23.0,2.5,10.8,936.95,931.7,4,Autumn,2019,11,2,working day,0,11-2019
2019-11-28,10.5,14.0,305.0,9.7,7.6,11.8,1.4,0.0,23.0,2.8,9.2,939.75,936.2,4,Autumn,2019,11,3,working day,0,11-2019
2019-11-29,10.5,11.0,318.0,12.6,10.9,14.3,0.2,0.6,24.0,1.9,9.4,943.15,938.7,4,Autumn,2019,11,4,working day,0,11-2019
2019-11-30,7.5,14.0,213.75,11.4,7.6,15.1,0.9,7.2,24.0,3.1,11.4,943.0,936.05,4,Autumn,2019,11,5,weekend,1,11-2019
2019-12-01,6.0,13.0,158.5,7.4,5.4,8.7,0.0,30.2,4.0,0.8,7.8,936.25,931.8,1,Winter,2019,12,6,weekend,1,12-2019
2019-12-02,6.5,15.5,292.25,8.0,5.3,11.5,5.4,0.0,5.0,5.0,13.1,939.1,934.8,1,Winter,2019,12,0,working day,0,12-2019
2019-12-03,8.0,20.5,306.5,6.5,2.8,10.2,6.8,1.6,5.0,3.1,10.6,938.9,934.95,1,Winter,2019,12,1,working day,0,12-2019
2019-12-04,7.5,15.5,303.0,8.4,5.2,11.6,0.0,2.3,5.0,2.8,10.8,935.3,929.85,1,Winter,2019,12,2,working day,0,12-2019
2019-12-05,8.5,15.5,314.0,10.0,7.7,12.3,7.5,0.0,9.0,3.9,12.5,943.45,933.8,1,Winter,2019,12,3,working day,0,12-2019
2019-12-06,20.0,24.0,149.25,9.6,6.3,14.4,5.8,0.0,5.0,1.1,6.1,945.3,942.85,1,Winter,2019,12,4,working day,0,12-2019
2019-12-07,23.0,23.0,160.0,7.8,2.5,13.9,8.8,0.0,24.0,0.8,3.6,946.6,944.0,1,Winter,2019,12,5,weekend,1,12-2019
2019-12-08,20.0,21.0,132.5,5.0,3.0,7.0,0.0,2.7,16.0,0.3,3.1,947.9,945.35,1,Winter,2019,12,6,weekend,1,12-2019
2019-12-09,32.0,29.0,138.75,8.2,4.5,12.0,3.2,0.0,26.0,1.4,5.8,951.3,947.15,1,Winter,2019,12,0,working day,0,12-2019
2019-12-10,20.5,20.5,302.0,6.0,3.2,9.0,2.4,0.0,15.0,0.6,4.2,951.35,946.15,1,Winter,2019,12,1,working day,0,12-2019
2019-12-11,8.5,15.0,306.0,7.2,2.7,11.3,5.2,0.1,29.0,2.8,11.7,946.35,943.15,1,Winter,2019,12,2,working day,0,12-2019
2019-12-12,6.0,12.0,311.0,7.1,3.2,9.9,0.0,1.3,26.0,3.9,15.6,945.25,934.95,1,Winter,2019,12,3,working day,0,12-2019
2019-12-13,7.5,13.5,324.25,11.5,8.5,14.8,1.7,0.0,26.0,6.4,14.7,940.15,934.35,1,Winter,2019,12,4,working day,0,12-2019
2019-12-14,7.0,16.5,213.0,9.6,6.2,12.5,7.2,0.0,22.0,2.5,7.8,941.25,939.05,1,Winter,2019,12,5,weekend,1,12-2019
2019-12-15,12.0,16.5,174.0,9.5,7.2,11.8,0.0,0.0,27.0,1.9,6.7,939.4,931.95,1,Winter,2019,12,6,weekend,1,12-2019
2019-12-16,12.0,18.0,304.0,10.5,6.8,14.8,1.8,0.3,15.0,3.3,9.2,931.95,921.45,1,Winter,2019,12,0,working day,0,12-2019
2019-12-17,12.5,23.0,316.0,9.8,7.1,12.5,1.5,0.55,11.0,1.7,6.7,936.5,921.85,1,Winter,2019,12,1,working day,0,12-2019
2019-12-18,8.5,17.5,312.0,5.8,3.3,9.5,2.3,1.2,24.0,0.6,5.0,941.05,936.3,1,Winter,2019,12,2,working day,0,12-2019
2019-12-19,5.5,11.5,325.0,9.9,7.2,12.6,0.0,34.6,21.0,1.9,16.1,937.8,922.3,1,Winter,2019,12,3,working day,0,12-2019
2019-12-20,7.5,5.0,327.5,11.9,10.7,13.4,2.4,9.9,24.0,4.2,18.1,925.85,920.4,1,Winter,2019,12,4,working day,0,12-2019
2019-12-21,13.0,6.0,201.5,13.3,10.4,16.2,3.1,1.3,26.0,6.7,22.5,931.95,925.05,1,Winter,2019,12,5,weekend,1,12-2019
2019-12-22,14.0,23.0,161.5,10.9,8.4,13.5,5.0,0.0,24.0,4.4,16.9,945.25,931.9,1,Winter,2019,12,6,weekend,1,12-2019
2019-12-23,20.5,29.0,192.0,9.0,5.0,13.6,6.6,0.0,25.5,1.5,10.95,949.9,944.65,1,Winter,2019,12,0,working day,0,12-2019
2019-12-24,15.0,21.5,145.75,10.0,4.3,14.8,7.1,0.0,6.5,1.25,4.45,951.2,948.25,1,Winter,2019,12,1,working day,0,12-2019
2019-12-25,19.0,25.0,106.0,10.3,4.8,16.8,8.0,0.0,7.0,1.0,4.300000000000002,948.75,945.8,1,Winter,2019,12,2,working day,0,12-2019
2019-12-26,13.5,28.0,244.5,10.3,5.0,15.8,7.9,0.0,2.5,1.4,6.1,950.4,946.85,1,Winter,2019,12,3,working day,0,12-2019
2019-12-27,24.0,33.5,252.0,8.9,2.5,15.6,8.4,0.0,5.0,0.8,6.1,951.45,949.0,1,Winter,2019,12,4,working day,0,12-2019
2019-12-28,18.5,31.5,168.0,8.2,2.0,16.5,9.0,0.0,21.0,0.6,4.15,950.75,948.8,1,Winter,2019,12,5,weekend,1,12-2019
2019-12-29,16.5,17.0,145.25,7.8,2.0,15.2,9.0,0.0,67.0,0.8,3.75,952.25,949.5,1,Winter,2019,12,6,weekend,1,12-2019
2019-12-31,35.5,28.5,174.0,6.8,1.5,13.1,8.7,0.0,21.0,0.55,3.1,953.1,950.75,1,Winter,2019,12,1,working day,0,12-2019
