fecha,pm10,no2,intensidad,tmed,tmin,tmax,sol,prec,dir,velmedia,racha,presmax,presmin,season,season_name,year,month,weekday,weekday-type,weekday-type-bool,month-year
2019-06-09,13.5,13.0,157.0,20.7,14.0,27.35,13.0,0.0,23.0,2.8,13.3,939.3,935.85,3,Summer,2019,6,6,weekend,1,6-2019
2019-06-10,12.5,9.5,294.0,20.05,13.85,26.2,13.3,0.0,29.0,2.2,9.2,938.9,934.4,3,Summer,2019,6,0,working day,0,6-2019
2019-06-11,9.5,13.5,293.5,17.5,13.5,21.5,8.6,0.0,9.0,3.6,10.8,936.35,932.8,3,Summer,2019,6,1,working day,0,6-2019
2019-06-12,16.0,14.0,300.0,17.45,9.75,25.2,13.5,0.0,23.0,1.7,9.4,936.45,931.45,3,Summer,2019,6,2,working day,0,6-2019
2019-06-13,19.0,14.0,304.0,21.25,13.85,28.7,13.0,0.0,25.0,2.8,9.4,934.1,930.35,3,Summer,2019,6,3,working day,0,6-2019
2019-06-14,15.5,8.0,297.0,19.8,14.45,25.15,13.0,0.0,23.0,3.9,13.1,938.65,932.25,3,Summer,2019,6,4,working day,0,6-2019
2019-06-15,14.0,14.0,188.0,18.6,11.65,25.55,13.3,0.0,21.0,1.4,6.1,941.35,938.7,3,Summer,2019,6,5,weekend,1,6-2019
2019-06-16,19.0,19.0,155.0,21.700000000000006,14.25,29.05,10.8,0.0,24.0,2.5,7.8,941.5,938.0,3,Summer,2019,6,6,weekend,1,6-2019
2019-06-17,20.0,15.0,291.0,23.65,15.6,31.7,12.4,0.0,20.0,1.7,8.6,940.0,935.45,3,Summer,2019,6,0,working day,0,6-2019
2019-06-18,18.0,9.5,297.25,25.2,19.5,31.0,13.4,0.0,26.0,3.6,12.5,937.35,935.15,3,Summer,2019,6,1,working day,0,6-2019
2019-06-19,16.5,12.0,294.75,22.05,16.85,27.25,12.9,0.0,22.0,3.6,11.4,938.05,936.0,3,Summer,2019,6,2,working day,0,6-2019
2019-06-20,15.5,11.0,301.5,22.65,16.55,28.75,11.0,0.0,24.0,2.5,10.3,937.05,933.9,3,Summer,2019,6,3,working day,0,6-2019
2019-06-21,14.0,10.5,299.25,23.700000000000006,17.85,29.55,12.7,0.0,4.0,2.8,9.7,938.55,935.4,3,Summer,2019,6,4,working day,0,6-2019
2019-06-22,22.0,16.0,178.5,24.15,16.9,31.45,11.8,0.0,7.0,2.8,9.2,939.65,934.45,3,Summer,2019,6,5,weekend,1,6-2019
2019-06-23,24.5,13.0,161.0,26.0,18.5,33.45,10.6,0.0,22.0,2.5,8.1,937.4,933.7,3,Summer,2019,6,6,weekend,1,6-2019
2019-06-24,23.5,15.0,279.25,26.9,21.15,32.65,8.0,0.0,18.0,2.2,8.9,937.4,934.5,3,Summer,2019,6,0,working day,0,6-2019
2019-06-25,31.5,14.5,291.0,26.700000000000006,18.700000000000006,34.6,13.3,0.0,19.0,1.9,9.4,939.45,935.8,3,Summer,2019,6,1,working day,0,6-2019
2019-06-26,44.0,13.0,292.0,28.65,21.75,35.55,13.2,0.0,14.0,1.9,11.7,940.0,936.85,3,Summer,2019,6,2,working day,0,6-2019
2019-06-27,43.0,14.5,294.5,30.65,22.6,38.7,12.5,0.0,13.0,4.2,14.4,940.75,936.75,3,Summer,2019,6,3,working day,0,6-2019
2019-06-28,27.0,12.0,288.0,32.2,23.75,40.6,12.7,0.0,11.0,3.6,10.6,941.8,936.8,3,Summer,2019,6,4,working day,0,6-2019
2019-06-29,29.5,11.0,173.5,32.1,24.35,39.95,13.0,0.0,12.0,1.9,8.1,939.5,935.9,3,Summer,2019,6,5,weekend,1,6-2019
2019-06-30,32.0,15.0,155.5,31.6,25.0,38.15,13.0,0.0,27.0,1.7,8.3,940.45,937.5,3,Summer,2019,6,6,weekend,1,6-2019
2019-07-01,28.5,13.5,285.0,29.6,23.3,35.9,12.1,0.0,7.0,2.5,12.8,939.6,936.1,3,Summer,2019,7,0,working day,0,7-2019
2019-07-02,26.5,11.0,284.5,28.7,22.4,35.0,13.1,0.7,9.0,1.1,10.0,939.15,934.05,3,Summer,2019,7,1,working day,0,7-2019
2019-07-03,27.0,9.5,285.0,28.6,21.9,35.2,12.6,0.0,13.0,2.5,12.8,937.65,933.85,3,Summer,2019,7,2,working day,0,7-2019
2019-07-04,30.0,14.5,285.0,27.9,22.3,33.5,11.5,0.0,14.0,2.5,10.8,939.0,935.3,3,Summer,2019,7,3,working day,0,7-2019
2019-07-05,22.0,12.5,270.75,27.2,20.5,33.7,13.1,0.0,22.0,1.9,9.4,940.5,937.05,3,Summer,2019,7,4,working day,0,7-2019
2019-07-06,18.0,10.5,158.5,26.6,19.0,34.9,13.5,0.0,26.0,2.2,11.4,939.15,935.05,3,Summer,2019,7,5,weekend,1,7-2019
2019-07-07,20.5,11.5,142.5,26.7,19.5,34.2,13.3,0.0,22.0,1.4,7.8,938.05,932.45,3,Summer,2019,7,6,weekend,1,7-2019
2019-07-08,17.5,11.5,276.0,24.4,17.6,30.8,12.4,0.8,28.0,2.2,13.3,936.7,932.25,3,Summer,2019,7,0,working day,0,7-2019
2019-07-09,14.5,14.0,273.75,22.8,16.0,30.1,10.5,0.0,7.0,2.2,8.9,939.25,935.5,3,Summer,2019,7,1,working day,0,7-2019
2019-07-10,21.0,25.5,276.0,25.0,17.3,32.8,12.9,0.0,5.0,1.1,7.8,939.85,936.25,3,Summer,2019,7,2,working day,0,7-2019
2019-07-11,28.5,22.0,283.25,28.9,20.4,37.4,13.0,0.0,22.0,1.7,7.5,939.15,936.2,3,Summer,2019,7,3,working day,0,7-2019
2019-07-12,46.0,14.5,280.0,30.9,22.6,38.8,9.4,0.0,27.0,1.7,8.6,939.55,937.0,3,Summer,2019,7,4,working day,0,7-2019
2019-07-13,38.5,6.0,152.75,29.1,23.2,35.0,10.6,1.2,26.0,3.3,12.5,938.7,933.2,3,Summer,2019,7,5,weekend,1,7-2019
2019-07-14,17.0,14.0,137.0,26.8,20.0,33.5,12.7,0.0,7.0,0.8,7.8,936.6,934.7,3,Summer,2019,7,6,weekend,1,7-2019
2019-07-15,19.0,13.0,264.0,28.0,19.7,36.2,13.3,0.0,30.0,3.1,11.4,937.5,934.6,3,Summer,2019,7,0,working day,0,7-2019
2019-07-16,27.5,14.5,268.0,28.5,20.5,36.8,11.8,0.0,22.0,2.2,8.3,938.4,933.6,3,Summer,2019,7,1,working day,0,7-2019
2019-07-17,25.0,14.5,269.0,27.5,21.7,33.3,10.0,0.0,22.0,2.2,6.9,937.3,932.0,3,Summer,2019,7,2,working day,0,7-2019
2019-07-18,25.0,14.0,264.25,28.2,21.0,35.7,11.7,0.0,5.0,1.7,9.7,938.7,935.45,3,Summer,2019,7,3,working day,0,7-2019
2019-07-19,27.0,7.5,252.0,30.1,23.0,37.1,12.6,0.0,21.0,2.2,9.2,938.95,934.45,3,Summer,2019,7,4,working day,0,7-2019
2019-07-20,33.0,6.0,145.0,30.8,24.3,37.4,12.6,0.0,23.0,2.2,8.6,939.0,935.45,3,Summer,2019,7,5,weekend,1,7-2019
2019-07-21,36.0,10.5,128.5,31.2,23.9,38.2,12.4,0.4,14.0,1.9,12.5,943.75,939.2,3,Summer,2019,7,6,weekend,1,7-2019
2019-07-22,32.5,11.5,251.5,30.4,23.7,37.2,12.5,0.0,13.0,2.8,10.6,944.1,939.1,3,Summer,2019,7,0,working day,0,7-2019
2019-07-23,31.0,15.5,259.0,31.1,24.5,38.0,8.3,0.8,21.0,3.1,14.4,942.15,935.15,3,Summer,2019,7,1,working day,0,7-2019
2019-07-24,31.0,18.0,257.5,29.5,22.0,37.0,12.7,0.0,15.0,1.7,8.1,939.95,935.25,3,Summer,2019,7,2,working day,0,7-2019
2019-07-25,26.0,14.0,262.5,29.8,22.9,36.7,12.8,0.0,24.0,2.8,11.4,937.9,934.6,3,Summer,2019,7,3,working day,0,7-2019
2019-07-26,13.0,8.0,245.75,26.8,21.7,32.0,12.3,0.0,22.0,3.1,11.4,935.5,932.2,3,Summer,2019,7,4,working day,0,7-2019
2019-07-27,10.0,5.0,143.5,23.0,18.5,28.1,11.7,0.0,31.0,3.3,12.2,934.7,931.25,3,Summer,2019,7,5,weekend,1,7-2019
2019-07-28,14.0,13.0,124.5,23.1,16.2,30.0,13.0,0.0,16.0,1.7,8.3,936.25,932.45,3,Summer,2019,7,6,weekend,1,7-2019
2019-07-29,14.0,10.0,248.5,25.6,18.5,33.3,13.0,0.0,23.0,2.5,11.9,936.7,933.25,3,Summer,2019,7,0,working day,0,7-2019
2019-07-30,20.0,6.0,254.25,23.7,16.3,31.5,13.1,0.0,4.0,1.1,13.3,941.25,936.3,3,Summer,2019,7,1,working day,0,7-2019
2019-07-31,28.5,9.0,249.5,26.3,18.4,34.1,10.4,0.4,6.0,2.2,11.7,939.2,933.9,3,Summer,2019,7,2,working day,0,7-2019
2019-08-01,25.0,13.0,229.5,27.6,20.5,34.5,12.7,0.0,25.0,2.5,10.0,936.95,934.15,3,Summer,2019,8,3,working day,0,8-2019
2019-08-02,22.5,11.5,218.0,28.0,20.7,35.6,12.8,0.0,21.0,1.9,8.3,938.7,936.15,3,Summer,2019,8,4,working day,0,8-2019
2019-08-03,21.0,10.5,129.0,28.6,21.2,36.0,12.9,0.0,23.0,2.5,10.6,938.55,934.95,3,Summer,2019,8,5,weekend,1,8-2019
2019-08-04,21.5,14.0,111.0,28.6,21.3,36.0,12.9,0.0,24.0,1.9,9.2,938.55,935.55,3,Summer,2019,8,6,weekend,1,8-2019
2019-08-05,20.0,11.0,198.5,28.4,20.8,36.3,12.9,0.0,25.0,2.8,10.3,938.7,934.95,3,Summer,2019,8,0,working day,0,8-2019
2019-08-06,16.0,8.0,197.0,28.2,21.1,35.4,11.9,0.0,23.0,1.9,10.0,937.35,933.4,3,Summer,2019,8,1,working day,0,8-2019
2019-08-07,13.0,7.0,191.5,24.2,21.5,27.4,0.1,0.0,25.0,2.5,9.7,938.25,933.5,3,Summer,2019,8,2,working day,0,8-2019
2019-08-08,13.0,4.0,191.5,26.0,18.2,33.8,12.9,0.0,25.0,2.5,11.4,938.7,935.75,3,Summer,2019,8,3,working day,0,8-2019
2019-08-09,11.0,5.0,184.75,26.6,21.2,31.5,12.8,0.0,23.0,4.7,15.3,940.4,936.8,3,Summer,2019,8,4,working day,0,8-2019
2019-08-10,13.0,6.0,118.0,24.3,16.6,31.6,12.8,0.0,24.0,1.9,10.0,942.25,938.05,3,Summer,2019,8,5,weekend,1,8-2019
2019-08-11,12.0,7.0,117.5,24.4,19.0,29.9,11.6,0.0,24.0,3.1,11.4,940.2,937.25,3,Summer,2019,8,6,weekend,1,8-2019
2019-08-12,12.0,8.0,178.0,21.4,15.0,28.4,12.8,0.0,36.0,1.9,11.7,942.65,939.15,3,Summer,2019,8,0,working day,0,8-2019
2019-08-13,14.0,13.0,179.75,22.8,15.4,30.2,12.7,0.0,7.0,2.2,10.3,942.8,939.55,3,Summer,2019,8,1,working day,0,8-2019
2019-08-14,17.0,10.5,178.75,25.3,17.2,33.4,12.8,0.0,6.0,1.1,7.5,943.6,939.6,3,Summer,2019,8,2,working day,0,8-2019
2019-08-15,14.0,7.0,103.5,28.0,20.0,36.0,12.9,0.0,5.0,1.7,10.3,942.25,938.65,3,Summer,2019,8,3,working day,0,8-2019
2019-08-16,17.0,13.5,148.5,28.7,21.2,36.2,12.5,0.0,7.0,2.2,8.9,941.5,937.05,3,Summer,2019,8,4,working day,0,8-2019
2019-08-17,17.0,13.0,104.5,29.4,22.2,37.2,12.6,0.0,23.0,2.2,11.1,939.55,935.3,3,Summer,2019,8,5,weekend,1,8-2019
2019-08-18,12.0,10.0,100.5,27.8,20.4,35.4,12.3,0.0,23.0,2.8,12.5,937.45,934.75,3,Summer,2019,8,6,weekend,1,8-2019
2019-08-19,13.0,6.0,176.5,27.0,21.2,33.4,10.0,0.3,9.0,2.2,10.8,937.95,936.05,3,Summer,2019,8,0,working day,0,8-2019
2019-08-20,14.0,7.5,180.0,25.2,20.0,31.0,11.2,0.0,5.0,3.3,10.0,942.7,936.95,3,Summer,2019,8,1,working day,0,8-2019
2019-08-21,18.5,13.5,180.0,24.0,17.7,30.5,6.7,0.9,11.0,1.7,15.8,943.45,939.85,3,Summer,2019,8,2,working day,0,8-2019
2019-08-22,17.5,19.0,181.0,24.0,17.0,32.2,12.4,0.0,12.0,1.7,6.7,944.1,940.45,3,Summer,2019,8,3,working day,0,8-2019
2019-08-23,18.0,17.0,173.0,26.2,19.3,32.6,12.5,0.0,10.0,0.8,5.3,944.1,939.9,3,Summer,2019,8,4,working day,0,8-2019
2019-08-24,18.5,7.5,117.5,27.0,19.5,34.4,12.3,0.0,12.0,1.4,7.8,942.75,938.85,3,Summer,2019,8,5,weekend,1,8-2019
2019-08-25,16.5,9.5,109.25,27.5,21.4,33.6,9.0,3.8,12.0,2.8,9.7,941.0,936.15,3,Summer,2019,8,6,weekend,1,8-2019
2019-08-26,15.5,12.5,198.0,21.0,14.5,27.9,6.0,36.2,12.0,1.9,10.3,939.85,935.25,3,Summer,2019,8,0,working day,0,8-2019
2019-08-27,18.5,23.0,208.0,21.1,14.6,27.6,10.8,0.0,25.0,0.8,6.1,940.1,938.1,3,Summer,2019,8,1,working day,0,8-2019
2019-08-28,21.5,23.0,211.75,24.2,17.5,30.8,12.2,0.0,23.0,1.7,4.7,941.3,939.05,3,Summer,2019,8,2,working day,0,8-2019
2019-08-29,20.5,16.0,216.25,26.0,19.0,33.0,11.5,0.0,8.0,0.8,6.9,943.4,940.8,3,Summer,2019,8,3,working day,0,8-2019
2019-08-30,19.5,23.0,219.0,26.8,19.0,34.5,9.9,10.6,24.0,1.7,12.8,943.95,940.35,3,Summer,2019,8,4,working day,0,8-2019
2019-08-31,20.5,20.0,147.0,25.0,18.0,32.6,10.9,0.0,15.0,0.6,5.3,942.05,937.9,3,Summer,2019,8,5,weekend,1,8-2019
2019-09-01,15.0,12.0,137.0,26.2,19.4,32.5,8.0,0.0,8.0,1.9,12.2,938.8,935.9,4,Autumn,2019,9,6,weekend,1,9-2019
2019-09-02,18.0,17.0,261.5,25.0,18.2,31.7,10.7,0.0,4.0,2.8,11.4,942.05,939.3,4,Autumn,2019,9,0,working day,0,9-2019
2019-09-03,19.0,18.5,272.25,26.0,18.6,33.5,10.5,0.0,24.0,1.7,8.3,944.0,940.35,4,Autumn,2019,9,1,working day,0,9-2019
2019-09-04,17.0,7.0,273.5,26.1,19.5,33.4,10.6,0.0,3.0,1.1,11.1,942.8,938.25,4,Autumn,2019,9,2,working day,0,9-2019
2019-09-05,9.0,10.0,279.0,21.6,15.5,27.7,11.0,0.0,5.0,3.6,13.3,943.55,940.6,4,Autumn,2019,9,3,working day,0,9-2019
2019-09-06,11.0,8.0,276.0,19.2,12.2,26.7,11.0,0.0,4.0,3.1,11.9,943.7,939.85,4,Autumn,2019,9,4,working day,0,9-2019
2019-09-07,13.0,9.0,173.25,21.6,14.2,29.0,11.5,0.0,5.0,1.9,10.6,942.7,938.6,4,Autumn,2019,9,5,weekend,1,9-2019
2019-09-08,16.0,15.0,144.0,22.9,16.8,29.4,9.7,0.0,5.0,1.9,8.3,941.15,937.65,4,Autumn,2019,9,6,weekend,1,9-2019
2019-09-09,14.0,9.0,283.0,23.2,16.4,30.0,9.4,0.0,26.0,3.3,11.9,940.0,935.25,4,Autumn,2019,9,0,working day,0,9-2019
2019-09-10,9.5,8.5,293.5,18.0,13.9,22.0,7.7,0.0,4.0,3.3,13.9,941.4,935.05,4,Autumn,2019,9,1,working day,0,9-2019
2019-09-11,13.5,14.0,297.75,19.2,12.5,26.0,10.2,0.0,4.0,4.2,14.4,947.0,940.1,4,Autumn,2019,9,2,working day,0,9-2019
2019-09-12,18.5,15.0,292.0,22.4,15.9,28.6,9.6,0.0,3.0,3.3,12.5,948.65,946.15,4,Autumn,2019,9,3,working day,0,9-2019
2019-09-13,14.0,11.0,291.5,18.2,15.0,21.3,2.0,3.8,6.0,3.3,11.7,948.85,945.85,4,Autumn,2019,9,4,working day,0,9-2019
2019-09-14,16.0,13.0,171.25,18.0,15.6,20.5,0.4,13.7,11.0,2.8,9.7,946.5,943.5,4,Autumn,2019,9,5,weekend,1,9-2019
2019-09-15,18.0,20.5,137.5,18.8,15.5,22.6,3.2,0.9,8.5,2.35,7.2,943.65,941.5,4,Autumn,2019,9,6,weekend,1,9-2019
2019-09-16,23.0,19.5,285.0,21.0,16.6,26.2,8.2,0.0,31.5,1.35,9.45,942.75,940.25,4,Autumn,2019,9,0,working day,0,9-2019
2019-09-17,16.5,20.0,290.0,22.4,15.9,28.4,7.8,0.0,62.0,2.8,12.1,941.4,937.4,4,Autumn,2019,9,1,working day,0,9-2019
2019-09-18,19.5,21.0,295.0,22.0,16.5,27.4,8.6,0.0,16.0,1.65,5.949999999999998,939.95,937.55,4,Autumn,2019,9,2,working day,0,9-2019
2019-09-19,23.5,13.0,296.5,23.2,17.5,29.0,9.9,0.0,9.5,1.7999999999999998,6.25,939.95,936.9,4,Autumn,2019,9,3,working day,0,9-2019
2019-09-20,23.0,13.0,296.0,20.7,16.2,25.0,3.8,9.5,21.5,3.2,14.0,939.35,935.45,4,Autumn,2019,9,4,working day,0,9-2019
2019-09-21,19.0,9.0,181.5,17.9,14.6,20.8,1.5,3.2,22.5,1.4,6.25,936.9,934.75,4,Autumn,2019,9,5,weekend,1,9-2019
2019-09-22,12.0,20.0,147.5,19.2,14.9,23.7,6.8,0.0,23.0,3.2,9.3,940.95,934.6,4,Autumn,2019,9,6,weekend,1,9-2019
2019-09-23,17.0,19.5,286.0,17.5,11.9,23.6,9.4,0.0,62.0,1.65,6.95,943.6,941.25,4,Autumn,2019,9,0,working day,0,9-2019
2019-09-24,14.0,15.5,292.0,19.4,12.0,26.9,10.2,0.0,26.5,3.2,10.55,942.55,938.75,4,Autumn,2019,9,1,working day,0,9-2019
2019-09-25,14.0,21.0,293.0,19.0,14.0,25.0,9.7,0.0,30.0,1.65,8.75,941.5,939.05,4,Autumn,2019,9,2,working day,0,9-2019
2019-09-26,21.5,30.0,299.5,20.8,14.5,27.1,10.3,0.0,9.0,1.95,5.85,943.05,940.35,4,Autumn,2019,9,3,working day,0,9-2019
2019-09-27,16.0,26.5,301.5,21.5,14.8,29.0,10.4,0.0,22.0,1.65,7.5,942.65,939.8,4,Autumn,2019,9,4,working day,0,9-2019
2019-09-28,19.0,21.0,184.5,21.1,13.8,28.4,10.6,0.0,12.0,1.5499999999999998,6.55,943.85,940.4,4,Autumn,2019,9,5,weekend,1,9-2019
2019-09-29,18.0,28.5,157.0,21.2,12.7,29.9,10.4,0.0,23.5,2.4,8.2,942.15,939.4,4,Autumn,2019,9,6,weekend,1,9-2019
2019-09-30,22.5,28.5,293.0,21.5,14.0,29.5,10.2,0.0,23.5,1.8,8.9,941.6,937.9,4,Autumn,2019,9,0,working day,0,9-2019
2019-10-01,16.0,12.5,296.0,20.2,13.8,26.8,10.0,0.0,65.5,2.9000000000000004,11.4,938.55,936.2,4,Autumn,2019,10,1,working day,0,10-2019
2019-10-02,14.0,24.5,299.0,18.1,13.5,24.0,10.1,0.0,31.0,2.05,10.7,941.85,938.6,4,Autumn,2019,10,2,working day,0,10-2019
2019-10-03,21.5,30.5,305.0,18.0,11.0,25.9,9.3,0.0,22.0,1.25,5.4,942.5,939.5,4,Autumn,2019,10,3,working day,0,10-2019
2019-10-04,19.0,19.5,307.0,19.9,12.6,28.2,10.1,0.0,23.5,1.65,7.050000000000002,941.45,937.2,4,Autumn,2019,10,4,working day,0,10-2019
2019-10-05,16.5,20.0,190.5,20.2,13.4,27.4,10.1,0.0,26.0,1.65,5.85,940.1,937.75,4,Autumn,2019,10,5,weekend,1,10-2019
2019-10-06,15.0,32.5,157.0,20.0,13.5,28.5,10.4,0.0,30.0,1.8,8.3,942.75,939.95,4,Autumn,2019,10,6,weekend,1,10-2019
2019-10-07,20.5,31.5,290.5,20.8,14.0,28.5,9.9,0.0,11.5,1.25,6.949999999999998,942.45,940.6,4,Autumn,2019,10,0,working day,0,10-2019
2019-10-08,22.0,26.0,294.75,21.6,14.9,29.6,10.3,0.0,19.0,1.4,6.25,942.7,938.85,4,Autumn,2019,10,1,working day,0,10-2019
2019-10-09,18.5,24.0,297.0,21.5,15.2,28.7,9.8,0.0,3.5,0.8500000000000001,9.05,940.2,937.3,4,Autumn,2019,10,2,working day,0,10-2019
2019-10-10,25.0,24.5,299.5,20.4,15.0,26.6,7.3,0.0,6.5,1.9,9.7,943.7,940.5,4,Autumn,2019,10,3,working day,0,10-2019
2019-10-11,23.5,11.0,302.5,20.6,15.6,27.0,9.1,0.0,11.0,1.4,6.4,944.2,939.15,4,Autumn,2019,10,4,working day,0,10-2019
2019-10-12,19.5,15.5,168.0,20.8,15.7,26.1,6.0,5.4,20.5,2.1,15.15,940.75,937.0,4,Autumn,2019,10,5,weekend,1,10-2019
2019-10-13,22.0,12.5,153.5,18.9,14.1,24.0,10.1,0.0,23.0,1.5499999999999998,7.5,939.4,935.05,4,Autumn,2019,10,6,weekend,1,10-2019
2019-10-14,7.5,13.5,288.5,14.0,8.0,20.0,5.2,2.7,25.0,5.7,18.45,940.1,932.7,4,Autumn,2019,10,0,working day,0,10-2019
2019-10-15,10.0,19.0,294.25,11.6,6.1,16.7,9.9,0.0,24.5,2.25,8.2,943.15,940.05,4,Autumn,2019,10,1,working day,0,10-2019
2019-10-16,14.5,22.0,292.5,13.1,7.1,19.2,10.5,0.6,22.5,2.35,8.35,943.25,939.7,4,Autumn,2019,10,2,working day,0,10-2019
2019-10-17,11.0,15.0,304.0,12.8,9.0,15.9,0.0,2.3,60.0,1.95,7.8,941.85,939.7,4,Autumn,2019,10,3,working day,0,10-2019
2019-10-18,9.0,10.5,302.5,16.6,13.1,20.0,2.0,0.1,23.0,3.6,11.1,940.45,935.75,4,Autumn,2019,10,4,working day,0,10-2019
2019-10-19,6.5,8.0,194.0,14.3,10.7,17.9,5.6,18.4,23.0,3.2,12.65,935.95,926.9,4,Autumn,2019,10,5,weekend,1,10-2019
2019-10-20,6.5,20.0,154.0,9.6,6.8,13.2,3.2,0.35,24.5,4.05,12.1,937.5,927.5,4,Autumn,2019,10,6,weekend,1,10-2019
2019-10-21,8.0,19.0,289.25,10.3,5.0,15.6,8.7,0.0,7.0,1.4,5.85,940.25,937.45,4,Autumn,2019,10,0,working day,0,10-2019
2019-10-22,7.5,15.5,295.0,9.5,7.2,11.3,0.0,10.1,5.5,2.8,10.4,938.65,929.0,4,Autumn,2019,10,1,working day,0,10-2019
2019-10-23,7.0,21.0,297.0,8.6,6.8,10.2,1.5,1.0,62.5,2.65,7.35,934.0,927.75,4,Autumn,2019,10,2,working day,0,10-2019
2019-10-24,19.5,31.0,298.5,12.0,7.3,17.7,9.3,0.0,26.5,2.5,7.35,945.35,934.25,4,Autumn,2019,10,3,working day,0,10-2019
2019-10-25,25.5,28.5,305.5,13.6,7.8,21.1,10.0,0.0,12.0,0.95,4.45,946.4,943.4,4,Autumn,2019,10,4,working day,0,10-2019
2019-10-26,19.0,25.0,198.25,15.2,8.5,22.7,10.1,0.0,67.0,0.95,4.9,944.3,941.75,4,Autumn,2019,10,5,weekend,1,10-2019
2019-10-27,21.0,28.5,159.5,15.0,8.5,21.5,6.8,0.0,51.5,1.1,4.9,944.15,941.1,4,Autumn,2019,10,6,weekend,1,10-2019
2019-10-28,29.5,30.0,294.0,17.0,12.0,22.0,7.7,0.0,22.5,1.7,6.699999999999998,941.4,939.05,4,Autumn,2019,10,0,working day,0,10-2019
2019-10-29,43.5,26.0,311.0,14.3,9.9,19.7,7.1,0.0,55.5,0.7,4.0,943.35,938.45,4,Autumn,2019,10,1,working day,0,10-2019
2019-10-30,16.5,15.0,309.75,14.4,10.6,18.4,3.7,0.0,26.0,1.35,7.8,945.55,943.1,4,Autumn,2019,10,2,working day,0,10-2019
2019-10-31,12.0,8.0,295.75,18.0,13.6,23.8,7.4,0.5,27.0,2.35,8.649999999999999,946.25,943.75,4,Autumn,2019,10,3,working day,0,10-2019
2019-11-01,12.5,5.5,147.0,17.0,14.1,20.0,4.4,0.15000000000000002,25.5,4.45,12.35,944.75,937.85,4,Autumn,2019,11,4,working day,0,11-2019
2019-11-02,8.0,5.0,160.0,16.0,13.2,18.7,3.6,0.0,24.0,5.4,13.45,937.75,927.6,4,Autumn,2019,11,5,weekend,1,11-2019
2019-11-03,8.0,8.0,143.0,14.6,12.6,16.5,8.3,0.0,31.0,6.55,19.450000000000006,934.7,925.35,4,Autumn,2019,11,6,weekend,1,11-2019
2019-11-04,7.0,12.5,285.5,13.0,8.7,17.2,7.3,1.8,23.5,7.25,16.65,936.8,929.05,4,Autumn,2019,11,0,working day,0,11-2019
2019-11-05,6.0,14.5,292.0,11.2,7.5,14.7,6.6,1.2,27.0,3.9,15.0,936.8,930.05,4,Autumn,2019,11,1,working day,0,11-2019
2019-11-06,8.0,12.5,299.5,10.6,7.4,14.8,6.8,0.1,26.0,2.6,11.4,938.6,934.6,4,Autumn,2019,11,2,working day,0,11-2019
2019-11-07,6.0,11.5,300.5,8.3,3.7,13.4,7.6,1.0,30.0,4.55,12.9,934.75,932.25,4,Autumn,2019,11,3,working day,0,11-2019
2019-11-08,6.0,9.5,310.0,8.2,3.0,13.0,9.7,0.0,28.0,3.6,14.45,942.35,933.15,4,Autumn,2019,11,4,working day,0,11-2019
2019-11-09,6.0,10.0,184.0,8.4,5.1,12.1,3.8,1.4,29.5,4.0,13.05,942.3,937.6,4,Autumn,2019,11,5,weekend,1,11-2019
2019-11-10,7.5,22.0,158.0,7.0,4.5,10.7,4.8,0.0,32.5,3.6,12.75,940.4,937.45,4,Autumn,2019,11,6,weekend,1,11-2019
2019-11-11,11.0,21.0,291.0,7.8,3.9,12.2,1.7,0.0,16.5,2.1,8.05,940.3,936.35,4,Autumn,2019,11,0,working day,0,11-2019
2019-11-12,9.0,11.0,300.5,8.0,2.0,13.5,7.8,5.4,23.0,2.4,11.8,938.8,930.65,4,Autumn,2019,11,1,working day,0,11-2019
2019-11-13,7.0,11.5,306.5,12.3,8.7,15.9,8.4,1.8,25.0,3.2,15.0,934.05,928.05,4,Autumn,2019,11,2,working day,0,11-2019
2019-11-14,5.0,14.5,300.0,7.8,4.9,10.5,4.8,0.5,26.0,4.7,16.1,930.25,921.45,4,Autumn,2019,11,3,working day,0,11-2019
2019-11-15,6.0,13.0,308.5,6.7,3.4,9.5,5.4,0.0,30.0,2.8,11.9,930.0,923.6,4,Autumn,2019,11,4,working day,0,11-2019
2019-11-16,8.0,12.5,202.5,5.7,1.5,11.2,8.5,0.0,30.0,1.7,9.2,937.75,929.9,4,Autumn,2019,11,5,weekend,1,11-2019
2019-11-17,7.5,23.0,154.0,5.0,2.4,7.6,0.0,3.9,23.0,2.2,8.9,937.5,931.0,4,Autumn,2019,11,6,weekend,1,11-2019
2019-11-18,15.5,32.0,283.0,6.8,3.0,11.0,7.5,0.0,99.0,2.5,7.5,938.85,931.1,4,Autumn,2019,11,0,working day,0,11-2019
2019-11-19,19.0,27.5,291.5,5.0,0.4,10.1,5.7,0.0,22.0,0.8,5.8,940.6,935.3,4,Autumn,2019,11,1,working day,0,11-2019
2019-11-20,18.5,26.5,295.0,5.9,1.0,8.6,0.1,5.1,26.0,0.6,5.3,935.45,930.45,4,Autumn,2019,11,2,working day,0,11-2019
2019-11-21,9.5,20.5,301.0,7.2,5.0,9.0,0.2,1.4,24.0,0.8,6.1,930.8,928.7,4,Autumn,2019,11,3,working day,0,11-2019
2019-11-22,6.0,9.0,306.5,9.0,6.4,11.4,0.1,5.7,24.0,3.1,13.3,928.95,914.7,4,Autumn,2019,11,4,working day,0,11-2019
