date, pm10, o3, no2, so2, co
2019/12/21, 18, 34, 5, , 
2019/12/22, 13, 31, 14, 1, 
2019/12/23, 16, 22, 16, 1, 
2019/12/24, 17, 19, 15, 1, 
2019/12/25, 15, 19, 12, 1, 
2019/12/26, 14, 21, 12, 1, 
2019/12/27, 16, 18, 21, 1, 
2019/12/28, 23, , 20, , 
2019/12/29, 21, , , , 
2019/7/1, 37, 32, 18, 1, 
2019/7/2, 33, 40, 27, 2, 
2019/7/3, 27, 44, 22, 1, 
2019/7/4, 30, 43, 18, 1, 
2019/7/5, 29, 30, 10, , 
2019/7/6, 34, 36, 11, , 
2019/7/7, 44, 30, 21, , 
2019/7/8, 37, 39, 14, , 
2019/7/9, 28, 45, 9, , 
2019/7/10, 21, 45, 19, 1, 
2019/7/11, 26, 38, 11, 1, 
2019/7/12, 25, 42, 16, 1, 
2019/7/13, 19, 37, 11, 1, 
2019/7/14, 16, 40, 9, 1, 
2019/7/15, 18, 42, 8, 1, 
2019/7/16, 19, 40, 10, , 
2019/7/17, 20, 44, 12, 1, 
2019/7/18, 17, 37, 12, 1, 
2019/7/19, 20, 39, 14, 1, 
2019/7/20, 18, 35, 10, 1, 
2019/7/21, 19, 33, 23, 2, 
2019/7/22, 26, 40, 18, 1, 
2019/7/23, 27, 27, 14, 1, 
2019/7/24, 28, 26, 16, 1, 
2019/7/25, 25, 38, 20, 1, 
2019/7/26, 27, 24, 8, , 
2019/7/27, 22, 34, 6, 1, 
2019/7/28, 10, 27, 11, , 
2019/7/29, 16, 31, 8, , 
2019/7/30, 21, 29, 8, , 
2019/7/31, 20, 40, 10, , 
2019/8/1, 19, 50, 14, , 
2019/8/2, 21, 47, 13, , 
2019/8/3, 20, 43, 9, , 
2019/8/4, 20, 43, 18, 1, 
2019/8/5, 22, 33, 9, , 
2019/8/6, 23, 18, 10, , 
2019/8/7, 27, 25, 9, , 
2019/8/8, 27, 20, 12, , 
2019/8/9, 35, 25, 9, , 
2019/8/10, 28, 34, 7, 1, 
2019/8/11, 21, 37, 7, , 
2019/8/12, 20, 36, 8, , 
2019/8/13, 14, 35, 9, , 
2019/8/14, 19, 31, 9, 1, 
2019/8/15, 21, 28, 9, , 
2019/8/16, 17, 31, 7, , 
2019/8/17, 18, 31, 9, , 
2019/8/18, 18, 25, 6, , 
2019/8/19, 17, 35, 7, , 
2019/8/20, 12, 39, 8, , 
2019/8/21, 15, 43, 10, , 
2019/8/22, 16, 40, 18, 1, 
2019/8/23, 17, 50, 19, 2, 
2019/8/24, 21, 43, 9, 1, 
2019/8/25, 20, 38, 18, 1, 
2019/8/26, 24, 27, 16, , 
2019/8/27, 23, 43, 14, 1, 
2019/8/28, 19, 37, 16, , 
2019/8/29, 21, 47, 19, 1, 
2019/8/30, 22, 45, 17, 1, 
2019/8/31, 24, 37, 14, 1, 
2019/9/1, 24, 33, 12, 1, 
2019/9/2, 18, 36, 11, 1, 
2019/9/3, 16, 41, 17, 1, 
2019/9/4, 19, 35, 12, , 
2019/9/5, 19, 32, 16, 1, 
2019/9/6, 19, 37, 9, , 
2019/9/7, 19, 31, 10, , 
2019/9/8, 17, 28, 11, , 
2019/9/9, 14, 28, 15, , 
2019/9/10, 13, 35, 6, , 
2019/9/11, 8, 43, 23, 1, 
2019/9/12, 15, 45, 25, , 
2019/9/13, 24, 52, 15, , 
2019/9/14, 22, 43, 13, , 
2019/9/15, 23, 39, 25, 1, 
2019/9/16, 28, 36, 33, 1, 
2019/9/17, 35, 44, 25, 1, 
2019/9/18, 34, 40, 18, 1, 
2019/9/19, 29, 44, 16, , 
2019/9/20, 21, 34, 10, , 
2019/9/21, 20, 33, 8, , 
2019/9/22, 15, 27, 11, , 
2019/9/23, 16, 36, 14, 1, 
2019/9/24, 17, 32, 11, 1, 
2019/9/25, 21, 32, 16, 1, 
2019/9/26, 17, 26, 20, 1, 
2019/9/27, 23, 29, 10, , 
2019/9/28, 23, 35, 11, , 
2019/9/29, 19, 21, 17, 1, 
2019/9/30, 26, 36, 13, , 
2019/4/1, 20, 27, 17, 1, 
2019/4/2, 25, 24, 11, , 
2019/4/3, 24, 25, 10, , 
2019/4/4, 11, 25, 18, , 
2019/4/5, 16, 25, 10, , 
2019/4/6, 14, 26, 10, , 
2019/4/7, 11, 31, 16, , 
2019/4/8, 14, 28, 18, 1, 
2019/4/9, 15, 32, 14, , 
2019/4/10, 7, 31, 15, 1, 
2019/4/11, 9, 37, 15, 1, 
2019/4/12, 12, 43, 11, 1, 
2019/4/13, 17, 43, 14, , 
2019/4/14, 19, 39, 11, , 
2019/4/15, 18, 40, 10, , 
2019/4/16, 17, 38, 13, 1, 
