date,pm10,no2,year,month,day,week,season,season_name,estado_trafico,diadelasemana,findesemana,PCA1,PCA2,PCA3,PCA4
2018-03-14,26.0,21.0,2018,3,14,11,2,Spring,2.0730346166289233,2,0,-2.272541417209359,10.661139318465512,-3.4370049757667274,-7.010715376299685
2018-03-15,24.0,20.0,2018,3,15,11,2,Spring,2.0635858234885336,3,0,2.1913758229770672,21.040821775457296,-7.643978762629608,-1.1561507580881392
2018-03-16,17.0,11.0,2018,3,16,11,2,Spring,2.082513792276325,4,0,4.346739035389106,17.887452973724614,-6.933926790253986,-1.8022593478518214
2018-03-17,14.0,12.0,2018,3,17,11,2,Spring,1.8355567413731768,5,1,-0.7781212272328029,22.940665013079517,-6.5253369491265385,-5.694053329517543
2018-03-18,7.0,23.0,2018,3,18,11,2,Spring,1.6930096904694705,6,1,7.410870742642617,19.471970462454134,-6.848256414432676,-4.753340337105567
2018-03-19,12.0,16.0,2018,3,19,12,2,Spring,2.0315727103436596,0,0,-2.5305508869321502,23.2180644277466,17.867251819110294,-0.7554487133729363
2018-03-20,15.0,17.0,2018,3,20,12,2,Spring,2.0879707029695087,1,0,6.726830444600537,12.376709073024475,-2.4964379376838775,-10.856970218149248
2018-03-21,13.0,22.0,2018,3,21,12,2,Spring,2.0351796975913685,2,0,9.091936599988125,-2.7208905390363602,0.07496798894409581,-6.430130611755422
2018-03-22,18.0,17.0,2018,3,22,12,2,Spring,2.0555077115791116,3,0,5.95123501914778,-0.5963643828517388,-0.8676080396276084,-4.833638792013865
2018-03-23,19.0,22.0,2018,3,23,12,2,Spring,2.1355944460514897,4,0,9.513521286702012,13.887923618423338,-3.032945456232707,-2.9467104801193558
2018-03-24,18.0,13.0,2018,3,24,12,2,Spring,1.7503766061143111,5,1,6.053137037876326,33.63344208543513,22.930788829538965,-2.7125810530344387
2018-03-25,7.0,17.0,2018,3,25,12,2,Spring,1.6467878486055776,6,1,10.698516951270149,12.595262777062217,-2.83874807165243,-8.63275099487236
2018-03-26,14.0,19.0,2018,3,26,13,2,Spring,1.924634334103156,0,0,-2.085848208437377,-0.9020623774097656,0.44840138818582376,-3.450645552174281
2018-03-27,13.0,23.0,2018,3,27,13,2,Spring,1.885956964892412,1,0,-1.8739445056574913,-5.966877208794903,0.31982376686387215,-4.863085856023555
2018-03-28,21.0,18.0,2018,3,28,13,2,Spring,1.9202429149797569,2,0,1.7205254936963645,2.2035821712869614,-2.592026165879822,-0.8447283852514756
2018-03-29,23.0,11.0,2018,3,29,13,2,Spring,1.8044298288035596,3,0,-2.300034479308795,8.266764280970182,-4.691859140735848,-2.516295199769086
2018-03-30,16.0,7.0,2018,3,30,13,2,Spring,1.50512715340443,4,0,2.26839530369157,16.518703119002335,-6.1194401740981865,-1.4604013693423565
2018-03-31,12.0,8.0,2018,3,31,13,2,Spring,1.5901203966005666,5,1,7.33986270290355,13.237379618133124,-3.7287662469574157,-4.223348068037393
2018-04-01,9.0,17.0,2018,4,1,13,2,Spring,1.5854885691587959,6,1,0.011805155928129488,-2.136372177086262,-1.1184421920202423,-4.049197869752473
2018-04-02,12.0,20.0,2018,4,2,14,2,Spring,1.5605119518162995,0,0,-16.176181548870893,4.6069858221058055,-3.268287197176693,-4.681485509332403
2018-04-03,21.0,17.0,2018,4,3,14,2,Spring,1.981260647359455,1,0,0.5831579134780626,9.53285360739678,-4.615008312070536,-1.9763863130727322
2018-04-04,33.0,20.0,2018,4,4,14,2,Spring,2.059479553903346,2,0,5.502804169348345,5.841325053088249,-3.6769355724638797,1.301053918846735
2018-04-05,29.0,22.0,2018,4,5,14,2,Spring,2.0621792487913724,3,0,-14.974661197064597,-4.530215599678449,-1.507333262572419,-2.128392733267403
2018-04-06,26.0,5.0,2018,4,6,14,2,Spring,2.1483691653723533,4,0,-16.047024338775234,-0.27305131405350014,-1.114306021018241,-5.687319118029245
2018-04-07,22.0,8.0,2018,4,7,14,2,Spring,1.7694290624403284,5,1,-15.508017109067058,9.19176472249025,-2.3475363354572423,-6.3385729685232315
2018-04-08,24.0,16.0,2018,4,8,14,2,Spring,1.6075394506136762,6,1,-15.769738663406946,16.534578080786893,0.6440962404865335,-4.833124093152269
2018-04-09,14.0,16.0,2018,4,9,15,2,Spring,2.0330100391356134,0,0,5.539728506772859,11.82561125806158,-4.551243787574975,-3.2182890105178097
2018-04-10,15.0,10.0,2018,4,10,15,2,Spring,2.0490129913953097,1,0,-5.351734494130689,23.217185590551544,10.787243366199846,-0.5610400226404796
2018-04-11,24.0,20.0,2018,4,11,15,2,Spring,2.130498414505244,2,0,-11.155313414660588,30.21487562157395,-7.0772839500478995,-5.544182295755365
2018-04-12,22.0,21.0,2018,4,12,15,2,Spring,2.069250689165483,3,0,-4.646817838260992,19.831726409438918,-7.269813415229163,-4.130637070769772
2018-04-13,20.0,15.0,2018,4,13,15,2,Spring,2.123416393992785,4,0,-9.312398940984366,8.756204822406417,-1.8008208472746121,-7.2521747086679635
2018-04-14,22.0,16.0,2018,4,14,15,2,Spring,1.8440453686200375,5,1,9.605127921198488,3.087765096394882,7.14550622122774,-4.144697892437115
2018-04-15,23.712691771269174,24.0,2018,4,15,15,2,Spring,1.8017841213202497,6,1,-2.281246456766022,2.705430366809879,-3.4450535736338765,0.5568957253934126
2018-04-16,27.0,31.0,2018,4,16,16,2,Spring,2.042472566511408,0,0,-17.02410877248465,-0.48408776579978785,-0.8468789165956705,-5.8883816013005905
2018-04-17,23.0,26.0,2018,4,17,16,2,Spring,2.084874588294908,1,0,-1.893397707613855,-10.125103384372988,-0.27910909628929875,1.324304454045341
2018-04-18,27.0,18.0,2018,4,18,16,2,Spring,2.099320815021973,2,0,-13.78569071406164,-14.586271572103305,0.2598803502724663,2.2556717044638424
2018-04-19,30.0,23.0,2018,4,19,16,2,Spring,2.0679315999063013,3,0,75.04194726828979,-10.575042557185643,2.7152555269227276,4.344224926340875
2018-04-20,34.0,32.0,2018,4,20,16,2,Spring,2.115071824884092,4,0,-22.751775419128826,-12.194658134307604,-0.5918775187757062,0.1695835939925797
2018-04-21,42.0,31.0,2018,4,21,16,2,Spring,1.8029564652371668,5,1,-0.9673187297198108,-7.188223196532869,-1.0072602435131255,1.1024655894569002
2018-04-22,52.0,26.0,2018,4,22,16,2,Spring,1.7126875852660302,6,1,-2.1051142435590857,-3.873155192522691,-1.5079771929000094,0.8483134152568682
2018-04-23,52.0,24.0,2018,4,23,17,2,Spring,2.1018056749785043,0,0,-15.92752608260957,-6.276852633682601,-1.5524971926260112,-0.16823903585205102
2018-04-24,44.0,23.0,2018,4,24,17,2,Spring,2.0465457685664945,1,0,-22.968068137886572,-6.957490959081729,-2.584842089352174,2.4469361242309455
2018-04-25,45.0,21.0,2018,4,25,17,2,Spring,2.0976450315910395,2,0,-14.15453859796592,-3.716476455143749,-2.616430420066926,2.4372034027371234
2018-04-26,41.0,19.0,2018,4,26,17,2,Spring,2.1241863217516275,3,0,-1.1961598022711943,-1.32768038174246,-2.502451488981468,1.7850525371696788
2018-04-27,41.0,14.0,2018,4,27,17,2,Spring,2.2069467175850157,4,0,-4.378654572901644,3.3818295141908616,-3.5362569806391355,1.5750354835280942
2018-04-28,35.0,8.0,2018,4,28,17,2,Spring,1.754290959155576,5,1,-13.398133096767626,6.281718176551042,-3.4847003729703707,1.060794937532307
2018-04-29,33.0,13.0,2018,4,29,17,2,Spring,1.5645661157024793,6,1,1.2931707559262824,11.832198855966956,-2.9984524676222573,-2.124708026577156
2018-04-30,22.0,13.0,2018,4,30,18,2,Spring,1.8993246426888644,0,0,-5.93616632705503,20.50941027744925,57.92152821092786,14.196253412570071
2018-05-01,13.0,16.0,2018,5,1,18,2,Spring,1.5541616885702907,1,0,9.653416124058399,4.536348432197917,3.7149556796632806,-4.19568272220295
2018-05-02,10.0,23.0,2018,5,2,18,2,Spring,2.0843804457488764,2,0,-3.198589217039473,4.949575340700569,-4.165605922570421,-2.1209064489442175
2018-05-03,18.0,24.0,2018,5,3,18,2,Spring,2.1256495040151155,3,0,-18.550151418833632,9.020658061394784,-3.927186035436496,-0.9393056604023506
2018-05-04,13.0,17.0,2018,5,4,18,2,Spring,2.1415852505515285,4,0,8.738037293643607,5.873051363842889,-1.814553294678933,-3.9334352249077607
2018-05-05,23.712691771269174,20.0,2018,5,5,18,2,Spring,1.8386007977907333,5,1,74.55082849842614,4.325074027178077,3.7437170430463307,1.6226092370035607
2018-05-06,23.712691771269174,33.0,2018,5,6,18,2,Spring,1.8371007371007368,6,1,-16.232828481786072,-2.563741230311605,1.4406533851087564,0.15338642082497989
2018-05-07,25.0,38.0,2018,5,7,19,2,Spring,2.0891104294478526,0,0,-3.231936136111883,1.282053515641803,-2.559890644374553,-0.13834366596491385
2018-05-08,38.0,25.0,2018,5,8,19,2,Spring,2.0881249454672366,1,0,-3.334538861284825,5.708382780920206,-3.5405153748813394,-0.5890989656101963
2018-05-09,33.0,18.0,2018,5,9,19,2,Spring,2.091723906852069,2,0,-3.380462165350112,7.3565200810184175,-4.146058428964201,-0.6228552075872469
2018-05-10,31.0,19.0,2018,5,10,19,2,Spring,2.1302711487468997,3,0,-10.140394472049447,0.5418999825019813,-2.754784540712283,-0.9141669626019244
2018-05-11,29.0,15.0,2018,5,11,19,2,Spring,2.1987242394504416,4,0,74.56086256627971,1.0032138709961076,0.1112488375228387,4.401348118886256
2018-05-12,30.0,9.0,2018,5,12,19,2,Spring,1.8590768671633653,5,1,-3.7811894268125537,6.008845300659564,10.147108620069133,-1.4653008391718394
2018-05-13,20.0,12.0,2018,5,13,19,2,Spring,1.7041759053954175,6,1,-16.09871882655344,0.30434787676675024,-1.6762366455382163,-4.991817463072326
2018-05-14,10.0,16.0,2018,5,14,20,2,Spring,2.0608520900321543,0,0,-16.063422886440623,-1.6095770048266105,-1.8714414673648825,-3.3313890971578477
2018-05-15,15.0,19.0,2018,5,15,20,2,Spring,2.0666727471725648,1,0,-14.190275646613951,-1.4031379776073898,-2.5933615249399935,0.023398706717547617
2018-05-16,25.0,23.0,2018,5,16,20,2,Spring,2.1209478361033405,2,0,-2.05312937203951,-2.2849731370412014,-2.719292729267023,1.013373341001161
2018-05-17,33.0,16.0,2018,5,17,20,2,Spring,2.0994315697420203,3,0,-2.142522350087086,-2.1560727047510864,-2.7159925748993285,2.2357346152465567
2018-05-18,29.0,18.0,2018,5,18,20,2,Spring,2.141871675531915,4,0,-15.059286221874753,-3.709217623283913,-3.0112364775267624,2.1114509573537683
2018-05-19,29.0,10.0,2018,5,19,20,2,Spring,1.809377664109122,5,1,-5.140882801459543,-2.3405862803747555,-3.1806338820045545,3.299385918339657
2018-05-20,22.0,13.0,2018,5,20,20,2,Spring,1.6735869764038778,6,1,-11.23127342724464,-0.09126238598773395,-3.9742742604335106,3.0342512213548325
2018-05-21,21.0,19.0,2018,5,21,21,2,Spring,1.6505587911223043,0,0,-10.268929738747307,3.1436514703236464,-4.7068036424056565,2.115850654278052
2018-05-22,25.0,22.0,2018,5,22,21,2,Spring,2.1109447640059886,1,0,-5.219815902671397,0.746349178836103,-3.448015624684566,1.9113793675953497
2018-05-23,39.0,15.0,2018,5,23,21,2,Spring,2.141532756489493,2,0,-3.1710674700837935,-3.6356769933393553,-2.0265123478626874,2.204730948768816
2018-05-24,49.0,16.0,2018,5,24,21,2,Spring,2.151433415536375,3,0,2.8721687941293363,-3.3173038880789716,-2.5629362851220736,3.616679250279399
2018-05-25,40.0,4.0,2018,5,25,21,2,Spring,2.2007324330510416,4,0,-16.421053165967567,0.7626726669723882,-1.5940842177812045,2.1253904947302145
2018-05-26,35.0,4.0,2018,5,26,21,2,Spring,1.8466127318787284,5,1,-18.395981331276346,1.707528660997233,-2.506603542129964,-0.20084553690275925
2018-05-27,37.0,8.0,2018,5,27,21,2,Spring,1.71997585998793,6,1,-14.48321375691942,4.009889927517303,-3.597299244308333,1.3401440508520035
2018-05-28,41.0,15.0,2018,5,28,22,2,Spring,2.145029374496026,0,0,-14.338899854078962,1.591746739920413,-3.4864184541791627,1.7636333710018286
2018-05-29,40.0,15.0,2018,5,29,22,2,Spring,2.1572781655034894,1,0,-4.512489596395755,2.0100618639841223,-1.4385222561352926,4.094853170061925
2018-05-30,31.0,14.0,2018,5,30,22,2,Spring,2.102597402597403,2,0,-4.346430702219369,2.191659822653804,-3.579697646726191,2.714303364671998
2018-05-31,32.0,13.0,2018,5,31,22,2,Spring,2.1975995635570102,3,0,-4.10077667651444,-3.627456527455534,-3.0078133630969908,3.5491279152361557
2018-06-01,33.0,12.0,2018,6,1,22,3,Summer,2.200420635902512,4,0,74.80671832668916,-3.4442174730169017,0.1609904883378147,6.4107546187292925
2018-06-02,24.0,15.0,2018,6,2,22,3,Summer,1.8555435774110625,5,1,-16.08468444282613,-4.418101961596229,-2.085226200949429,1.7377996970066296
2018-06-03,16.0,22.0,2018,6,3,22,3,Summer,1.735566963883635,6,1,-15.62303089329928,3.8908236925379116,4.882984162690978,-1.227182632095031
2018-06-04,13.0,16.0,2018,6,4,23,3,Summer,2.111143781240812,0,0,-4.338808440991803,3.590036684923141,-4.57162977488015,2.6190455723596306
2018-06-05,17.0,15.0,2018,6,5,23,3,Summer,2.036919938806731,1,0,-2.4399930423785405,6.5315693001840796,-4.156875845667473,1.3854156388372865
2018-06-06,20.0,16.0,2018,6,6,23,3,Summer,2.1205209091644424,2,0,1.6400021670794407,3.538845246141375,-2.2091678931701635,-0.10146229514495121
2018-06-07,11.0,23.0,2018,6,7,23,3,Summer,2.151744141668575,3,0,-3.2781245937341876,0.19128663901964674,-1.929941707401906,2.5688369753221405
2018-06-08,15.0,18.0,2018,6,8,23,3,Summer,2.1334179535998867,4,0,-4.300769311740344,0.6120256392184373,-3.6194116231622293,3.1897608133490207
2018-06-09,20.0,13.0,2018,6,9,23,3,Summer,1.860224457076228,5,1,-2.3932742642608416,2.5796029285735496,-4.098871202440179,4.210542175757434
2018-06-10,18.0,19.0,2018,6,10,23,3,Summer,1.7013765729245838,6,1,-14.518629497881596,5.1897344164205474,-4.736654748209242,3.7231924644614773
2018-06-11,19.0,10.0,2018,6,11,24,3,Summer,2.1103107635315905,0,0,-0.6824298377379394,7.25203787148536,-5.094541260044556,5.6086200291645
2018-06-12,22.0,12.0,2018,6,12,24,3,Summer,2.0632148055728843,1,0,1.3496478570778414,7.310638920293714,-4.532468717511853,4.212101271562489
2018-06-13,25.0,16.0,2018,6,13,24,3,Summer,2.053856562922869,2,0,-2.5038537433667014,4.076259865160989,-5.013763388963471,5.877342903098932
2018-06-14,25.0,18.0,2018,6,14,24,3,Summer,2.1568553930758654,3,0,9.588558250109353,1.5626833429017428,-3.9310110800274183,5.9940374520484845
2018-06-15,27.0,15.0,2018,6,15,24,3,Summer,2.1986375501368816,4,0,-3.283379102386848,-0.24972875964776237,-3.438134250918911,4.152313714925041
2018-06-16,24.0,11.0,2018,6,16,24,3,Summer,1.8326690286389136,5,1,-3.2794673131004384,-1.8786925017312028,-2.8642811607698886,4.31288842901409
2018-06-17,21.0,17.0,2018,6,17,24,3,Summer,1.7004756913649923,6,1,-6.134098724601596,-6.299694673086597,-2.0763582914456795,4.878421603763341
2018-06-18,20.0,20.0,2018,6,18,25,3,Summer,2.0834725656619657,0,0,-3.177528751040342,-7.461016746720757,-2.152651378502927,6.957660456232425
2018-06-19,30.0,19.0,2018,6,19,25,3,Summer,2.1944349020955,1,0,-12.131764078548366,-8.175026265678396,-2.1628558272080847,5.952320192966632
2018-06-20,30.0,35.0,2018,6,20,25,3,Summer,2.1127247579529738,2,0,-21.07828334457824,-7.276483810760746,-3.4617613887065493,6.59131333526667
2018-06-21,34.0,26.0,2018,6,21,25,3,Summer,2.167645729778581,3,0,-3.265805790594464,-3.6967868206510177,-3.34915310321171,7.011640900827473
2018-06-22,41.0,14.0,2018,6,22,25,3,Summer,2.1934238643413524,4,0,74.5272756991744,-0.41529737724906746,-1.3964087976851551,10.441922144810407
2018-06-23,30.0,13.0,2018,6,23,25,3,Summer,1.6716465863453815,5,1,-11.176724319172829,-5.727038967469448,-2.637976881188646,5.614068095493573
2018-06-24,64.0,12.0,2018,6,24,25,3,Summer,1.5715525470797536,6,1,-9.228685683640675,-3.737275756281084,-3.3764710200439945,6.255511432644706
2018-06-25,25.0,13.0,2018,6,25,26,3,Summer,2.0769428223063597,0,0,-13.324881738763557,-3.166716441377748,-3.716900024142929,6.896379294807534
2018-06-26,22.0,25.0,2018,6,26,26,3,Summer,2.105843528654217,1,0,-16.20513547588059,-5.017340929867215,-3.4029220515857697,6.529653116990767
2018-06-27,32.0,20.0,2018,6,27,26,3,Summer,2.1414767810787425,2,0,-2.482610702645928,-0.36997524225357775,-3.5619023026164656,7.2978811057343425
2018-06-28,36.0,15.0,2018,6,28,26,3,Summer,2.158847844629617,3,0,-4.542945882765849,4.829421054131061,-3.8640014055205594,5.409164397299632
2018-06-29,24.0,11.0,2018,6,29,26,3,Summer,2.2205366890765954,4,0,-6.496770180252771,3.893892519081984,-5.7682417787264795,7.469594426688194
2018-06-30,20.0,11.0,2018,6,30,26,3,Summer,1.8312172232956117,5,1,-15.50686175190779,5.006934108339367,-6.3288482166873985,6.540865076338564
2018-07-01,23.712691771269174,11.0,2018,7,1,26,3,Summer,1.7150040078699993,6,1,-15.505966054094005,5.24241794540301,-6.504581658630385,7.000449216072498
2018-07-02,23.0,15.0,2018,7,2,27,3,Summer,2.0722691402464353,0,0,-11.461961573373657,3.0126599054393677,-5.271648568788514,6.648979063584562
2018-07-03,31.0,16.0,2018,7,3,27,3,Summer,2.1188845804801586,1,0,-4.432560572082049,-0.9836094509934649,-4.338100949119926,8.557472137014777
2018-07-04,35.0,18.0,2018,7,4,27,3,Summer,2.135559921414538,2,0,-2.4127031638923437,0.27544702596730825,-4.939117328660638,8.645974714009464
2018-07-05,32.0,14.0,2018,7,5,27,3,Summer,2.1363167207313483,3,0,-2.433348038510851,-2.4449339963442758,-2.8401807303804953,7.103082564706123
2018-07-06,31.0,15.0,2018,7,6,27,3,Summer,2.1402786573780874,4,0,-6.248581986856358,-7.058661289231877,-2.4949547796836495,8.132251939575376
2018-07-07,32.0,18.0,2018,7,7,27,3,Summer,1.7656365518261126,5,1,-2.3587497078533572,-4.964661395012384,-2.5537959171722644,7.8395333082284635
2018-07-08,27.0,12.0,2018,7,8,27,3,Summer,1.6372072853425843,6,1,-4.337025688538062,-4.985736166230102,-3.557985198889605,9.906652194571079
2018-07-09,34.0,21.0,2018,7,9,28,3,Summer,2.067730218645396,0,0,-10.508338075748085,-2.000694912548848,-3.7731678574424685,8.856895444382454
2018-07-10,34.0,21.0,2018,7,10,28,3,Summer,2.07817848410758,1,0,-2.4878366724035987,-0.5798263775641029,-4.230645719738421,8.851851735831445
2018-07-11,30.0,15.0,2018,7,11,28,3,Summer,2.141687381196081,2,0,-6.467379491962171,0.8232871771304409,-4.531378314796516,8.122599455689578
2018-07-12,26.0,13.0,2018,7,12,28,3,Summer,2.14843426679542,3,0,-15.430094356401284,-1.055614505179238,-4.3807406390615045,7.543352916978871
2018-07-13,23.0,20.0,2018,7,13,28,3,Summer,2.1426766790651977,4,0,74.4644294493426,0.8681904340405462,-0.7012893374655549,9.255400761009312
2018-07-14,28.0,24.0,2018,7,14,28,3,Summer,1.7712916722904577,5,1,-4.3887135301234,-1.8606581461490581,-4.45360946698056,9.415571586509747
2018-07-15,32.0,16.0,2018,7,15,28,3,Summer,1.672079177298384,6,1,-4.452598279961936,0.9932455056981535,-4.946235800323345,8.702123813670456
2018-07-16,32.0,15.0,2018,7,16,29,3,Summer,2.089270199826238,0,0,9.041210485398906,6.779361544105779,5.771565618947934,6.97182305459225
2018-07-17,24.0,15.0,2018,7,17,29,3,Summer,2.115606936416185,1,0,-5.34604695881665,-3.5199981270480896,-3.8028827817386808,8.860211848852774
2018-07-18,23.0,17.0,2018,7,18,29,3,Summer,2.1411313892316683,2,0,-4.403149919286247,-0.6537489822605914,-4.280759191199196,8.063005835037174
2018-07-19,26.0,19.0,2018,7,19,29,3,Summer,2.1385561061280813,3,0,-1.4607781081522069,-0.45140929876362573,-4.345655698855098,8.812352414580062
2018-07-20,28.0,22.0,2018,7,20,29,3,Summer,2.1612804504835355,4,0,-13.500100095668252,2.9282457147447705,-5.876761005573332,8.285734346540915
2018-07-21,23.0,9.0,2018,7,21,29,3,Summer,1.7504403093651888,5,1,-4.53778390717381,2.191173966658795,-3.757647747003784,6.245770476408398
2018-07-22,16.0,9.0,2018,7,22,29,3,Summer,1.6312616366699175,6,1,-1.5393469958893602,1.1910494176103867,0.4443276060100817,4.843396416233883
2018-07-23,17.0,16.0,2018,7,23,30,3,Summer,2.093651744273094,0,0,-0.4636511440062102,-0.6301392911789305,-3.8819909338868928,7.7889330577842095
2018-07-24,20.0,15.0,2018,7,24,30,3,Summer,2.0576820839978733,1,0,-4.552249453996996,1.546354590196216,-4.762124224312231,8.611143392603664
2018-07-25,20.0,19.0,2018,7,25,30,3,Summer,2.031392847539661,2,0,-4.446958724777846,0.33497787279229424,-4.570600264779152,8.481502277954526
2018-07-26,23.712691771269174,12.0,2018,7,26,30,3,Summer,2.0078802206461783,3,0,-4.612694742506354,2.672073576115616,-5.748314993702898,10.474638687985172
2018-07-27,28.0,20.0,2018,7,27,30,3,Summer,2.155536282162475,4,0,-4.640701316520624,3.7096286487825836,-5.491349603270004,9.14467546752288
2018-07-28,30.0,14.0,2018,7,28,30,3,Summer,1.7752449646162218,5,1,74.31795647519961,5.503905187166843,-3.1991714320187263,11.55917080349749
2018-07-29,24.0,9.0,2018,7,29,30,3,Summer,1.7410691448546338,6,1,-4.524433345734343,1.756234585704124,-4.910571541348229,8.524174409659386
2018-07-30,27.0,12.0,2018,7,30,31,3,Summer,2.0640426084697325,0,0,-4.417734120905242,-1.0424768255745607,-5.055165308122416,10.391040935212933
2018-07-31,28.0,18.0,2018,7,31,31,3,Summer,2.043592330978809,1,0,-4.400651894220475,-1.5777618377014688,-4.994638453432452,10.561753460018101
2018-08-01,35.0,29.0,2018,8,1,31,3,Summer,2.0448354908306365,2,0,-3.470325409000791,-2.504683110201378,-4.225972217655762,10.940663907144716
2018-08-02,44.0,29.0,2018,8,2,31,3,Summer,1.957180017341426,3,0,-4.428396321620728,-3.362074035261338,-4.326626752541406,11.50071933601951
2018-08-03,37.0,25.0,2018,8,3,31,3,Summer,1.9701981929466628,4,0,-3.4368090722948494,-2.6800899779217953,-4.802065257351501,12.313595188451922
2018-08-04,32.0,23.0,2018,8,4,31,3,Summer,1.559972267159695,5,1,-14.537428143455037,-1.9265764835961354,-5.154955150478938,12.304069375090206
2018-08-05,34.0,14.0,2018,8,5,31,3,Summer,1.5834688114999569,6,1,74.37242877615996,1.5945167358164232,-3.1829089548334957,15.206568479476504
2018-08-06,32.0,17.0,2018,8,6,32,3,Summer,1.8116457858769928,0,0,-15.456488422751429,-0.5317165471152888,-5.330324670231686,10.216617132002575
2018-08-07,39.0,17.0,2018,8,7,32,3,Summer,1.8085772421349195,1,0,-4.616353133191293,1.9924116814582689,-4.961140145360648,9.855503122099536
2018-08-08,34.0,12.0,2018,8,8,32,3,Summer,1.8425562299178864,2,0,-14.553644000392747,0.7164068105591237,-4.393413941433457,9.269498034198627
2018-08-09,24.0,18.0,2018,8,9,32,3,Summer,1.8317914831130693,3,0,-15.545818242906622,-0.892478024706315,0.16093594919310733,5.727296030497038
2018-08-10,16.0,11.0,2018,8,10,32,3,Summer,1.8153086419753088,4,0,-11.109599301517372,-10.355220646313896,-1.2641334132667836,6.556689148497794
2018-08-11,12.0,15.0,2018,8,11,32,3,Summer,1.6248158200853045,5,1,-13.111875258315411,-9.402961780913826,-2.0210806566949713,7.0071516573011365
2018-08-12,17.0,12.0,2018,8,12,32,3,Summer,1.5661694700095208,6,1,-3.5277604008720633,-0.4787531236447245,-3.0695362546239084,7.293943232688858
2018-08-13,19.0,12.0,2018,8,13,33,3,Summer,1.77379010331702,0,0,-16.580166797572065,2.255943148752915,-3.854139965464107,7.617549825398542
2018-08-14,15.0,10.0,2018,8,14,33,3,Summer,1.764763342509546,1,0,-4.399563500424955,-1.6433204736581495,-2.773776615760599,5.8203318266007615
2018-08-15,14.0,8.0,2018,8,15,33,3,Summer,1.6025438457892245,2,0,-4.366404564539581,-3.4942110001877666,-3.2011015734583492,7.847991495142556
2018-08-16,19.0,13.0,2018,8,16,33,3,Summer,1.7774592742781234,3,0,-3.5139362722381207,-0.0907678803041062,-4.109092642515003,8.584716052283923
2018-08-17,17.0,16.0,2018,8,17,33,3,Summer,1.8074906367041201,4,0,-16.52167893993597,5.7168059478772095,22.034874878767614,9.29555751351491
2018-08-18,11.0,13.0,2018,8,18,33,3,Summer,1.655599259602036,5,1,9.770364704154142,-5.46239220007059,-1.9222219541142647,6.783008323879481
2018-08-19,13.0,15.0,2018,8,19,33,3,Summer,1.5706859532150526,6,1,-4.275364031113706,-6.294107164666319,-2.924121746091623,8.915810348353357
2018-08-20,17.0,18.0,2018,8,20,34,3,Summer,1.7390365448504983,0,0,-3.356806492376293,-3.486525050218972,-3.838409415173473,9.371617271456973
2018-08-21,22.0,23.0,2018,8,21,34,3,Summer,1.730352863399719,1,0,-3.437554358058064,-1.5411500866366155,-3.831390012595964,8.518266137512033
2018-08-22,19.0,14.0,2018,8,22,34,3,Summer,1.7490353008432185,2,0,-21.3290905710877,-3.0777040932150705,-5.051255439178935,9.559315197948406
2018-08-23,24.0,21.0,2018,8,23,34,3,Summer,1.7472984871528057,3,0,-5.429820049306904,-0.7049624098122781,-4.179027741895424,8.198050057130738
2018-08-24,24.0,12.0,2018,8,24,34,3,Summer,1.7829342484985569,4,0,-14.416427883184257,-1.1690878059883805,-4.5805225295386744,8.363597635924632
2018-08-25,19.0,5.0,2018,8,25,34,3,Summer,1.559752164318452,5,1,-9.436985943208786,0.40451369405785437,-3.081350745684738,4.565220393200742
2018-08-26,18.0,8.0,2018,8,26,34,3,Summer,1.5147058823529411,6,1,-3.387228894062424,-0.2139873777798269,-2.3388732065569813,3.3261401123410934
2018-08-27,22.0,13.0,2018,8,27,35,3,Summer,1.8134744789102248,0,0,-11.331655151632216,-2.361054184408538,-3.447878761991366,6.419039416814238
2018-08-28,24.0,15.0,2018,8,28,35,3,Summer,1.836681108047788,1,0,-0.5856214656229852,0.5405474554358948,-2.7815131916508573,7.626066439666812
2018-08-29,22.0,11.0,2018,8,29,35,3,Summer,1.8626637698334318,2,0,1.5110787931670095,-0.9558187029932214,-1.3582647387051108,6.55650213542663
2018-08-30,21.0,15.0,2018,8,30,35,3,Summer,1.8691483734461785,3,0,-3.546855291053185,3.025092964827755,25.14933170655293,14.240191670969983
2018-08-31,19.0,9.0,2018,8,31,35,3,Summer,1.9404161819826808,4,0,-12.286981238574947,-3.4999248509602405,-0.27275095042058706,0.9492162806364896
2018-09-01,14.0,12.0,2018,9,1,35,4,Autumn,1.6841837845684835,5,1,-12.284611779084145,-4.311051861272436,0.1973800421616691,3.164250510449252
2018-09-02,12.0,8.0,2018,9,2,35,4,Autumn,1.6640468895697351,6,1,-16.3382335278798,-2.170837835791748,-2.914074936570322,4.70527545005059
2018-09-03,14.0,13.0,2018,9,3,36,4,Autumn,1.991883331133694,0,0,-16.517548745404603,3.1188518356875563,-4.458805653164762,5.196583985281626
2018-09-04,18.0,12.0,2018,9,4,36,4,Autumn,2.000888296691095,1,0,-12.514838236163815,2.295151316824797,-4.787003103255553,6.732258816532353
2018-09-05,20.0,13.0,2018,9,5,36,4,Autumn,2.030267753201397,2,0,-19.716392777494075,22.208405794820894,73.74178738735785,24.14871004921555
2018-09-06,17.0,15.0,2018,9,6,36,4,Autumn,2.0899213850366576,3,0,1.3606889636369257,4.353400186899467,-1.8403290406417256,5.064120272599249
